newborn_deaths,geo,time
4756,hnd,1977
4817,hnd,1978
4893,hnd,1979
4905,hnd,1980
4852,hnd,1981
4773,hnd,1982
4658,hnd,1983
4552,hnd,1984
4446,hnd,1985
4357,hnd,1986
4248,hnd,1987
4138,hnd,1988
4045,hnd,1989
3933,hnd,1990
3865,hnd,1991
3813,hnd,1992
3790,hnd,1993
3771,hnd,1994
3750,hnd,1995
3729,hnd,1996
3690,hnd,1997
3684,hnd,1998
3532,hnd,1999
3443,hnd,2000
3345,hnd,2001
3244,hnd,2002
3105,hnd,2003
2989,hnd,2004
2880,hnd,2005
2778,hnd,2006
2666,hnd,2007
2557,hnd,2008
2428,hnd,2009
2294,hnd,2010
2170,hnd,2011
2059,hnd,2012
1953,hnd,2013
1861,hnd,2014
1787,hnd,2015
848,hrv,1982
846,hrv,1983
832,hrv,1984
791,hrv,1985
720,hrv,1986
635,hrv,1987
555,hrv,1988
482,hrv,1989
441,hrv,1990
416,hrv,1991
384,hrv,1992
348,hrv,1993
314,hrv,1994
289,hrv,1995
279,hrv,1996
279,hrv,1997
295,hrv,1998
305,hrv,1999
294,hrv,2000
268,hrv,2001
228,hrv,2002
189,hrv,2003
161,hrv,2004
143,hrv,2005
141,hrv,2006
152,hrv,2007
166,hrv,2008
177,hrv,2009
174,hrv,2010
163,hrv,2011
145,hrv,2012
126,hrv,2013
108,hrv,2014
98,hrv,2015
13866,hti,1959
13824,hti,1960
14032,hti,1961
14429,hti,1962
14797,hti,1963
15122,hti,1964
15265,hti,1965
15246,hti,1966
15082,hti,1967
14895,hti,1968
14616,hti,1969
14359,hti,1970
14095,hti,1971
13800,hti,1972
13512,hti,1973
13330,hti,1974
13252,hti,1975
13235,hti,1976
13319,hti,1977
13362,hti,1978
13471,hti,1979
13524,hti,1980
13525,hti,1981
13590,hti,1982
13590,hti,1983
13487,hti,1984
13225,hti,1985
12646,hti,1986
11884,hti,1987
11028,hti,1988
10255,hti,1989
9651,hti,1990
9260,hti,1991
9049,hti,1992
8958,hti,1993
8888,hti,1994
8831,hti,1995
8688,hti,1996
8544,hti,1997
8401,hti,1998
8267,hti,1999
8146,hti,2000
8028,hti,2001
7951,hti,2002
7902,hti,2003
7845,hti,2004
7765,hti,2005
7693,hti,2006
7651,hti,2007
7590,hti,2008
7537,hti,2009
8161,hti,2010
7301,hti,2011
7125,hti,2012
6935,hti,2013
6733,hti,2014
6537,hti,2015
4617,hun,1960
4150,hun,1961
3906,hun,1962
3831,hun,1963
3903,hun,1964
4084,hun,1965
4433,hun,1966
4900,hun,1967
5406,hun,1968
5791,hun,1969
6001,hun,1970
6002,hun,1971
5816,hun,1972
5514,hun,1973
5188,hun,1974
4912,hun,1975
4730,hun,1976
4556,hun,1977
4421,hun,1978
4255,hun,1979
3937,hun,1980
3418,hun,1981
2801,hun,1982
2210,hun,1983
1777,hun,1984
1543,hun,1985
1517,hun,1986
1621,hun,1987
1808,hun,1988
1981,hun,1989
2060,hun,1990
1948,hun,1991
1739,hun,1992
1461,hun,1993
1220,hun,1994
1026,hun,1995
885,hun,1996
784,hun,1997
701,hun,1998
646,hun,1999
601,hun,2000
574,hun,2001
552,hun,2002
543,hun,2003
529,hun,2004
515,hun,2005
500,hun,2006
479,hun,2007
452,hun,2008
423,hun,2009
393,hun,2010
374,hun,2011
353,hun,2012
333,hun,2013
316,hun,2014
304,hun,2015
186300,idn,1953
191080,idn,1954
195806,idn,1955
199131,idn,1956
202699,idn,1957
205825,idn,1958
207756,idn,1959
209356,idn,1960
209281,idn,1961
208513,idn,1962
207908,idn,1963
207260,idn,1964
207786,idn,1965
209088,idn,1966
211048,idn,1967
213141,idn,1968
214692,idn,1969
215205,idn,1970
213599,idn,1971
211138,idn,1972
207678,idn,1973
204114,idn,1974
200758,idn,1975
197034,idn,1976
193899,idn,1977
191302,idn,1978
188686,idn,1979
185933,idn,1980
182492,idn,1981
178985,idn,1982
175069,idn,1983
170353,idn,1984
165663,idn,1985
159751,idn,1986
154050,idn,1987
148131,idn,1988
142734,idn,1989
137889,idn,1990
134418,idn,1991
131832,idn,1992
129614,idn,1993
126617,idn,1994
122414,idn,1995
117272,idn,1996
111619,idn,1997
106298,idn,1998
101335,idn,1999
97002,idn,2000
93966,idn,2001
91461,idn,2002
89646,idn,2003
88245,idn,2004
86012,idn,2005
83548,idn,2006
81232,idn,2007
79020,idn,2008
77428,idn,2009
75790,idn,2010
75354,idn,2011
75957,idn,2012
76305,idn,2013
75977,idn,2014
73921,idn,2015
1755942,ind,1969
1761817,ind,1970
1767858,ind,1971
1783064,ind,1972
1801803,ind,1973
1812623,ind,1974
1814593,ind,1975
1803833,ind,1976
1787239,ind,1977
1767923,ind,1978
1755128,ind,1979
1743574,ind,1980
1743218,ind,1981
1747790,ind,1982
1751738,ind,1983
1748082,ind,1984
1732510,ind,1985
1703655,ind,1986
1662805,ind,1987
1619229,ind,1988
1575212,ind,1989
1537008,ind,1990
1502127,ind,1991
1469878,ind,1992
1445307,ind,1993
1419336,ind,1994
1396609,ind,1995
1373510,ind,1996
1345171,ind,1997
1319301,ind,1998
1289002,ind,1999
1253657,ind,2000
1215523,ind,2001
1175504,ind,2002
1134014,ind,2003
1091529,ind,2004
1054134,ind,2005
1016659,ind,2006
981810,ind,2007
946336,ind,2008
909587,ind,2009
871304,ind,2010
831083,ind,2011
792589,ind,2012
752702,ind,2013
721743,ind,2014
695852,ind,2015
1265,irl,1960
1239,irl,1961
1212,irl,1962
1194,irl,1963
1169,irl,1964
1125,irl,1965
1052,irl,1966
959,irl,1967
863,irl,1968
790,irl,1969
766,irl,1970
779,irl,1971
828,irl,1972
891,irl,1973
939,irl,1974
941,irl,1975
880,irl,1976
788,irl,1977
680,irl,1978
580,irl,1979
509,irl,1980
456,irl,1981
424,irl,1982
408,irl,1983
387,irl,1984
359,irl,1985
324,irl,1986
292,irl,1987
264,irl,1988
245,irl,1989
227,irl,1990
216,irl,1991
211,irl,1992
210,irl,1993
212,irl,1994
214,irl,1995
215,irl,1996
221,irl,1997
228,irl,1998
235,irl,1999
236,irl,2000
235,irl,2001
226,irl,2002
217,irl,2003
202,irl,2004
195,irl,2005
189,irl,2006
183,irl,2007
183,irl,2008
188,irl,2009
189,irl,2010
189,irl,2011
186,irl,2012
172,irl,2013
159,irl,2014
154,irl,2015
49611,irn,1990
45482,irn,1991
41219,irn,1992
37059,irn,1993
33587,irn,1994
30871,irn,1995
28913,irn,1996
27502,irn,1997
26515,irn,1998
25625,irn,1999
24636,irn,2000
23334,irn,2001
21841,irn,2002
20662,irn,2003
19554,irn,2004
18821,irn,2005
18337,irn,2006
18005,irn,2007
17552,irn,2008
17099,irn,2009
16440,irn,2010
15848,irn,2011
15114,irn,2012
14266,irn,2013
13486,irn,2014
12799,irn,2015
20591,irq,1969
20344,irq,1970
19798,irq,1971
19112,irq,1972
18444,irq,1973
17931,irq,1974
17618,irq,1975
17597,irq,1976
17829,irq,1977
18118,irq,1978
18385,irq,1979
18433,irq,1980
18392,irq,1981
18214,irq,1982
18015,irq,1983
17807,irq,1984
17641,irq,1985
17657,irq,1986
17711,irq,1987
17779,irq,1988
17838,irq,1989
17936,irq,1990
17872,irq,1991
17863,irq,1992
17948,irq,1993
18099,irq,1994
18347,irq,1995
18776,irq,1996
19299,irq,1997
19839,irq,1998
20288,irq,1999
20579,irq,2000
20608,irq,2001
20495,irq,2002
20350,irq,2003
20226,irq,2004
20306,irq,2005
20781,irq,2006
21322,irq,2007
21935,irq,2008
22508,irq,2009
22959,irq,2010
23210,irq,2011
23254,irq,2012
23091,irq,2013
22866,irq,2014
22482,irq,2015
47,isl,1952
47,isl,1953
47,isl,1954
48,isl,1955
50,isl,1956
51,isl,1957
53,isl,1958
54,isl,1959
55,isl,1960
56,isl,1961
55,isl,1962
54,isl,1963
52,isl,1964
50,isl,1965
48,isl,1966
46,isl,1967
43,isl,1968
41,isl,1969
39,isl,1970
38,isl,1971
38,isl,1972
37,isl,1973
36,isl,1974
33,isl,1975
31,isl,1976
28,isl,1977
26,isl,1978
24,isl,1979
22,isl,1980
21,isl,1981
20,isl,1982
20,isl,1983
19,isl,1984
19,isl,1985
18,isl,1986
17,isl,1987
16,isl,1988
15,isl,1989
15,isl,1990
15,isl,1991
14,isl,1992
14,isl,1993
13,isl,1994
13,isl,1995
12,isl,1996
11,isl,1997
10,isl,1998
9,isl,1999
8,isl,2000
8,isl,2001
7,isl,2002
7,isl,2003
7,isl,2004
7,isl,2005
6,isl,2006
6,isl,2007
6,isl,2008
6,isl,2009
6,isl,2010
5,isl,2011
5,isl,2012
5,isl,2013
4,isl,2014
4,isl,2015
1297,isr,1975
1217,isr,1976
1133,isr,1977
1036,isr,1978
967,isr,1979
904,isr,1980
844,isr,1981
796,isr,1982
753,isr,1983
722,isr,1984
712,isr,1985
704,isr,1986
690,isr,1987
668,isr,1988
656,isr,1989
643,isr,1990
607,isr,1991
572,isr,1992
536,isr,1993
502,isr,1994
492,isr,1995
479,isr,1996
477,isr,1997
473,isr,1998
477,isr,1999
474,isr,2000
467,isr,2001
441,isr,2002
426,isr,2003
386,isr,2004
363,isr,2005
343,isr,2006
352,isr,2007
349,isr,2008
361,isr,2009
372,isr,2010
387,isr,2011
384,isr,2012
395,isr,2013
384,isr,2014
368,isr,2015
22270,ita,1960
22395,ita,1961
22359,ita,1962
22375,ita,1963
22481,ita,1964
22509,ita,1965
21915,ita,1966
20744,ita,1967
19605,ita,1968
18819,ita,1969
18366,ita,1970
17860,ita,1971
17242,ita,1972
16388,ita,1973
15149,ita,1974
13641,ita,1975
12205,ita,1976
10844,ita,1977
9573,ita,1978
8362,ita,1979
7353,ita,1980
6544,ita,1981
6057,ita,1982
5713,ita,1983
5332,ita,1984
5002,ita,1985
4660,ita,1986
4376,ita,1987
4150,ita,1988
3928,ita,1989
3657,ita,1990
3451,ita,1991
3138,ita,1992
2942,ita,1993
2745,ita,1994
2549,ita,1995
2403,ita,1996
2205,ita,1997
2016,ita,1998
1898,ita,1999
1749,ita,2000
1666,ita,2001
1650,ita,2002
1585,ita,2003
1566,ita,2004
1535,ita,2005
1493,ita,2006
1441,ita,2007
1435,ita,2008
1418,ita,2009
1335,ita,2010
1299,ita,2011
1200,ita,2012
1103,ita,2013
1018,ita,2014
998,ita,2015
2167,jam,1952
2214,jam,1953
2243,jam,1954
2265,jam,1955
2308,jam,1956
2316,jam,1957
2306,jam,1958
2301,jam,1959
2296,jam,1960
2282,jam,1961
2251,jam,1962
2201,jam,1963
2151,jam,1964
2078,jam,1965
2001,jam,1966
1919,jam,1967
1824,jam,1968
1734,jam,1969
1646,jam,1970
1565,jam,1971
1482,jam,1972
1422,jam,1973
1373,jam,1974
1339,jam,1975
1307,jam,1976
1290,jam,1977
1274,jam,1978
1273,jam,1979
1291,jam,1980
1328,jam,1981
1382,jam,1982
1445,jam,1983
1483,jam,1984
1491,jam,1985
1464,jam,1986
1394,jam,1987
1312,jam,1988
1244,jam,1989
1197,jam,1990
1167,jam,1991
1157,jam,1992
1157,jam,1993
1153,jam,1994
1141,jam,1995
1126,jam,1996
1105,jam,1997
1073,jam,1998
1032,jam,1999
979,jam,2000
917,jam,2001
849,jam,2002
781,jam,2003
727,jam,2004
685,jam,2005
668,jam,2006
661,jam,2007
655,jam,2008
645,jam,2009
632,jam,2010
595,jam,2011
551,jam,2012
512,jam,2013
480,jam,2014
464,jam,2015
1146,jor,1953
1183,jor,1954
1247,jor,1955
1335,jor,1956
1440,jor,1957
1548,jor,1958
1645,jor,1959
1724,jor,1960
1793,jor,1961
1845,jor,1962
1890,jor,1963
1958,jor,1964
2056,jor,1965
2105,jor,1966
2193,jor,1967
2279,jor,1968
2352,jor,1969
2400,jor,1970
2486,jor,1971
2551,jor,1972
2592,jor,1973
2585,jor,1974
2548,jor,1975
2467,jor,1976
2365,jor,1977
2269,jor,1978
2229,jor,1979
2232,jor,1980
2289,jor,1981
2389,jor,1982
2492,jor,1983
2566,jor,1984
2572,jor,1985
2508,jor,1986
2406,jor,1987
2298,jor,1988
2241,jor,1989
2237,jor,1990
2278,jor,1991
2372,jor,1992
2478,jor,1993
2557,jor,1994
2582,jor,1995
2624,jor,1996
2619,jor,1997
2598,jor,1998
2546,jor,1999
2481,jor,2000
2417,jor,2001
2342,jor,2002
2265,jor,2003
2228,jor,2004
2208,jor,2005
2200,jor,2006
2201,jor,2007
2247,jor,2008
2274,jor,2009
2288,jor,2010
2307,jor,2011
2312,jor,2012
2294,jor,2013
2266,jor,2014
2184,jor,2015
17317,jpn,1968
16468,jpn,1969
16007,jpn,1970
15642,jpn,1971
15605,jpn,1972
15464,jpn,1973
14948,jpn,1974
14149,jpn,1975
12802,jpn,1976
11113,jpn,1977
9205,jpn,1978
7607,jpn,1979
6484,jpn,1980
5986,jpn,1981
5789,jpn,1982
5566,jpn,1983
5543,jpn,1984
5186,jpn,1985
4643,jpn,1986
4146,jpn,1987
3750,jpn,1988
3260,jpn,1989
2983,jpn,1990
2906,jpn,1991
2768,jpn,1992
2669,jpn,1993
2579,jpn,1994
2598,jpn,1995
2494,jpn,1996
2385,jpn,1997
2269,jpn,1998
2144,jpn,1999
2130,jpn,2000
1987,jpn,2001
1952,jpn,2002
1799,jpn,2003
1655,jpn,2004
1523,jpn,2005
1405,jpn,2006
1403,jpn,2007
1297,jpn,2008
1299,jpn,2009
1189,jpn,2010
1078,jpn,2011
1073,jpn,2012
1065,jpn,2013
1056,jpn,2014
941,jpn,2015
8874,kaz,1972
9488,kaz,1973
9990,kaz,1974
10262,kaz,1975
10212,kaz,1976
9930,kaz,1977
9565,kaz,1978
9201,kaz,1979
8953,kaz,1980
8928,kaz,1981
8981,kaz,1982
9139,kaz,1983
9306,kaz,1984
9386,kaz,1985
9435,kaz,1986
9490,kaz,1987
9446,kaz,1988
9305,kaz,1989
8976,kaz,1990
8457,kaz,1991
7765,kaz,1992
7021,kaz,1993
6266,kaz,1994
5577,kaz,1995
5065,kaz,1996
4678,kaz,1997
4395,kaz,1998
4278,kaz,1999
4235,kaz,2000
4255,kaz,2001
4347,kaz,2002
4514,kaz,2003
4688,kaz,2004
4746,kaz,2005
4711,kaz,2006
4619,kaz,2007
4470,kaz,2008
4265,kaz,2009
4008,kaz,2010
3773,kaz,2011
3504,kaz,2012
3230,kaz,2013
2989,kaz,2014
2744,kaz,2015
19566,ken,1954
19455,ken,1955
19219,ken,1956
18948,ken,1957
18771,ken,1958
18602,ken,1959
18412,ken,1960
18316,ken,1961
18309,ken,1962
18407,ken,1963
18576,ken,1964
18750,ken,1965
19037,ken,1966
19414,ken,1967
19863,ken,1968
20320,ken,1969
20803,ken,1970
21208,ken,1971
21617,ken,1972
22107,ken,1973
22508,ken,1974
22913,ken,1975
23310,ken,1976
23668,ken,1977
24016,ken,1978
24466,ken,1979
25047,ken,1980
25571,ken,1981
26132,ken,1982
26688,ken,1983
27188,ken,1984
27501,ken,1985
27595,ken,1986
27520,ken,1987
27331,ken,1988
27186,ken,1989
26875,ken,1990
26619,ken,1991
26430,ken,1992
26136,ken,1993
26096,ken,1994
26535,ken,1995
27567,ken,1996
28992,ken,1997
30632,ken,1998
32364,ken,1999
33956,ken,2000
35326,ken,2001
36404,ken,2002
37413,ken,2003
38215,ken,2004
38793,ken,2005
38812,ken,2006
38748,ken,2007
38304,ken,2008
37827,ken,2009
37309,ken,2010
36539,ken,2011
35759,ken,2012
35103,ken,2013
34427,ken,2014
33741,ken,2015
3166,kgz,1979
3103,kgz,1980
3125,kgz,1981
3171,kgz,1982
3264,kgz,1983
3364,kgz,1984
3422,kgz,1985
3477,kgz,1986
3514,kgz,1987
3516,kgz,1988
3479,kgz,1989
3447,kgz,1990
3417,kgz,1991
3323,kgz,1992
3198,kgz,1993
3070,kgz,1994
2936,kgz,1995
2782,kgz,1996
2664,kgz,1997
2576,kgz,1998
2465,kgz,1999
2375,kgz,2000
2268,kgz,2001
2164,kgz,2002
2082,kgz,2003
2048,kgz,2004
2075,kgz,2005
2137,kgz,2006
2214,kgz,2007
2301,kgz,2008
2322,kgz,2009
2306,kgz,2010
2257,kgz,2011
2217,kgz,2012
2169,kgz,2013
2099,kgz,2014
1985,kgz,2015
17487,khm,1976
14216,khm,1977
11156,khm,1978
9306,khm,1979
9095,khm,1980
10360,khm,1981
12771,khm,1982
15606,khm,1983
17996,khm,1984
19391,khm,1985
19151,khm,1986
18017,khm,1987
16311,khm,1988
14695,khm,1989
13681,khm,1990
13396,khm,1991
13647,khm,1992
14269,khm,1993
14773,khm,1994
14975,khm,1995
14685,khm,1996
14022,khm,1997
13079,khm,1998
12065,khm,1999
11212,khm,2000
10581,khm,2001
10027,khm,2002
9673,khm,2003
9376,khm,2004
9148,khm,2005
8970,khm,2006
8806,khm,2007
8592,khm,2008
8298,khm,2009
7914,khm,2010
7371,khm,2011
6813,khm,2012
6203,khm,2013
5661,khm,2014
5282,khm,2015
95,kir,1990
93,kir,1991
90,kir,1992
86,kir,1993
83,kir,1994
81,kir,1995
80,kir,1996
80,kir,1997
80,kir,1998
78,kir,1999
75,kir,2000
68,kir,2001
59,kir,2002
51,kir,2003
46,kir,2004
46,kir,2005
52,kir,2006
64,kir,2007
76,kir,2008
87,kir,2009
93,kir,2010
91,kir,2011
86,kir,2012
79,kir,2013
72,kir,2014
67,kir,2015
35,kna,1974
35,kna,1975
34,kna,1976
34,kna,1977
33,kna,1978
32,kna,1979
30,kna,1980
29,kna,1981
27,kna,1982
26,kna,1983
24,kna,1984
23,kna,1985
21,kna,1986
19,kna,1987
18,kna,1988
17,kna,1989
16,kna,1990
15,kna,1991
14,kna,1992
14,kna,1993
14,kna,1994
13,kna,1995
13,kna,1996
13,kna,1997
13,kna,1998
12,kna,1999
12,kna,2000
11,kna,2001
10,kna,2002
10,kna,2003
9,kna,2004
8,kna,2005
8,kna,2006
8,kna,2007
8,kna,2008
8,kna,2009
8,kna,2010
7,kna,2011
7,kna,2012
7,kna,2013
6,kna,2014
6,kna,2015
32434,kor,1951
29024,kor,1952
26254,kor,1953
24167,kor,1954
22471,kor,1955
21030,kor,1956
19960,kor,1957
19213,kor,1958
18774,kor,1959
18521,kor,1960
18834,kor,1961
19244,kor,1962
19635,kor,1963
19891,kor,1964
20069,kor,1965
20135,kor,1966
19943,kor,1967
19519,kor,1968
18879,kor,1969
17932,kor,1970
16760,kor,1971
15491,kor,1972
14111,kor,1973
12252,kor,1974
10225,kor,1975
8408,kor,1976
6860,kor,1977
5651,kor,1978
4758,kor,1979
4111,kor,1980
3835,kor,1981
3648,kor,1982
3536,kor,1983
3420,kor,1984
3185,kor,1985
2742,kor,1986
2385,kor,1987
1961,kor,1988
1682,kor,1989
1514,kor,1990
1470,kor,1991
1555,kor,1992
1584,kor,1993
1631,kor,1994
1517,kor,1995
1392,kor,1996
1288,kor,1997
1215,kor,1998
1191,kor,1999
1235,kor,2000
1320,kor,2001
1399,kor,2002
1419,kor,2003
1350,kor,2004
1270,kor,2005
1122,kor,2006
1021,kor,2007
966,kor,2008
910,kor,2009
851,kor,2010
839,kor,2011
824,kor,2012
806,kor,2013
791,kor,2014
733,kor,2015
674,kwt,1985
638,kwt,1986
602,kwt,1987
548,kwt,1988
485,kwt,1989
419,kwt,1990
376,kwt,1991
329,kwt,1992
288,kwt,1993
264,kwt,1994
259,kwt,1995
252,kwt,1996
261,kwt,1997
279,kwt,1998
292,kwt,1999
298,kwt,2000
293,kwt,2001
274,kwt,2002
254,kwt,2003
248,kwt,2004
260,kwt,2005
279,kwt,2006
309,kwt,2007
333,kwt,2008
348,kwt,2009
335,kwt,2010
313,kwt,2011
282,kwt,2012
261,kwt,2013
240,kwt,2014
222,kwt,2015
9661,lao,1988
9785,lao,1989
9816,lao,1990
9845,lao,1991
9821,lao,1992
9747,lao,1993
9565,lao,1994
9262,lao,1995
8835,lao,1996
8359,lao,1997
7832,lao,1998
7377,lao,1999
6975,lao,2000
6701,lao,2001
6515,lao,2002
6366,lao,2003
6288,lao,2004
6251,lao,2005
6222,lao,2006
6261,lao,2007
6280,lao,2008
6287,lao,2009
6203,lao,2010
6017,lao,2011
5809,lao,2012
5573,lao,2013
5373,lao,2014
5220,lao,2015
2656,lbn,1973
2683,lbn,1974
2676,lbn,1975
2661,lbn,1976
2615,lbn,1977
2558,lbn,1978
2479,lbn,1979
2407,lbn,1980
2321,lbn,1981
2250,lbn,1982
2156,lbn,1983
2061,lbn,1984
1938,lbn,1985
1800,lbn,1986
1656,lbn,1987
1515,lbn,1988
1403,lbn,1989
1319,lbn,1990
1245,lbn,1991
1205,lbn,1992
1180,lbn,1993
1141,lbn,1994
1085,lbn,1995
1014,lbn,1996
927,lbn,1997
845,lbn,1998
776,lbn,1999
720,lbn,2000
678,lbn,2001
641,lbn,2002
613,lbn,2003
572,lbn,2004
513,lbn,2005
443,lbn,2006
375,lbn,2007
315,lbn,2008
284,lbn,2009
289,lbn,2010
318,lbn,2011
376,lbn,2012
439,lbn,2013
482,lbn,2014
491,lbn,2015
5880,lbr,1963
5967,lbr,1964
6036,lbr,1965
6042,lbr,1966
6025,lbr,1967
5996,lbr,1968
5980,lbr,1969
5979,lbr,1970
5951,lbr,1971
5953,lbr,1972
5965,lbr,1973
5999,lbr,1974
6052,lbr,1975
6073,lbr,1976
6108,lbr,1977
6124,lbr,1978
6189,lbr,1979
6274,lbr,1980
6376,lbr,1981
6518,lbr,1982
6590,lbr,1983
6559,lbr,1984
6380,lbr,1985
6239,lbr,1986
5987,lbr,1987
5708,lbr,1988
5395,lbr,1989
5110,lbr,1990
4728,lbr,1991
4406,lbr,1992
4167,lbr,1993
4138,lbr,1994
4319,lbr,1995
4470,lbr,1996
4778,lbr,1997
5094,lbr,1998
5297,lbr,1999
5301,lbr,2000
5260,lbr,2001
5062,lbr,2002
4812,lbr,2003
4587,lbr,2004
4420,lbr,2005
4270,lbr,2006
4161,lbr,2007
4090,lbr,2008
4011,lbr,2009
3938,lbr,2010
3893,lbr,2011
3821,lbr,2012
3749,lbr,2013
3692,lbr,2014
3644,lbr,2015
4232,lby,1972
4174,lby,1973
4074,lby,1974
4007,lby,1975
3916,lby,1976
3852,lby,1977
3766,lby,1978
3670,lby,1979
3592,lby,1980
3489,lby,1981
3378,lby,1982
3278,lby,1983
3197,lby,1984
3126,lby,1985
3079,lby,1986
3053,lby,1987
3012,lby,1988
2945,lby,1989
2811,lby,1990
2627,lby,1991
2392,lby,1992
2176,lby,1993
1982,lby,1994
1849,lby,1995
1780,lby,1996
1768,lby,1997
1793,lby,1998
1814,lby,1999
1813,lby,2000
1795,lby,2001
1746,lby,2002
1690,lby,2003
1628,lby,2004
1567,lby,2005
1527,lby,2006
1466,lby,2007
1422,lby,2008
1369,lby,2009
1286,lby,2010
1218,lby,2011
1127,lby,2012
1042,lby,2013
962,lby,2014
894,lby,2015
72,lca,1972
64,lca,1973
57,lca,1974
52,lca,1975
49,lca,1976
48,lca,1977
49,lca,1978
50,lca,1979
50,lca,1980
50,lca,1981
49,lca,1982
47,lca,1983
46,lca,1984
45,lca,1985
45,lca,1986
45,lca,1987
45,lca,1988
46,lca,1989
45,lca,1990
45,lca,1991
44,lca,1992
43,lca,1993
41,lca,1994
40,lca,1995
38,lca,1996
37,lca,1997
36,lca,1998
35,lca,1999
34,lca,2000
33,lca,2001
33,lca,2002
32,lca,2003
32,lca,2004
32,lca,2005
31,lca,2006
31,lca,2007
31,lca,2008
30,lca,2009
30,lca,2010
29,lca,2011
29,lca,2012
28,lca,2013
27,lca,2014
26,lca,2015
14104,lka,1952
13954,lka,1953
14037,lka,1954
14322,lka,1955
14784,lka,1956
15331,lka,1957
15807,lka,1958
16117,lka,1959
16110,lka,1960
15641,lka,1961
14973,lka,1962
14172,lka,1963
13430,lka,1964
12941,lka,1965
12683,lka,1966
12667,lka,1967
12665,lka,1968
12643,lka,1969
12432,lka,1970
12026,lka,1971
11432,lka,1972
10762,lka,1973
10190,lka,1974
9758,lka,1975
9511,lka,1976
9300,lka,1977
9146,lka,1978
8863,lka,1979
8390,lka,1980
7901,lka,1981
7409,lka,1982
7065,lka,1983
6851,lka,1984
6548,lka,1985
6223,lka,1986
5821,lka,1987
5375,lka,1988
4990,lka,1989
4814,lka,1990
4801,lka,1991
4815,lka,1992
4818,lka,1993
4723,lka,1994
4534,lka,1995
4323,lka,1996
4032,lka,1997
3768,lka,1998
3534,lka,1999
3387,lka,2000
3326,lka,2001
3337,lka,2002
3365,lka,2003
3458,lka,2004
3248,lka,2005
3079,lka,2006
2885,lka,2007
2672,lka,2008
2485,lka,2009
2292,lka,2010
2129,lka,2011
1997,lka,2012
1867,lka,2013
1782,lka,2014
1683,lka,2015
2042,lso,1954
2054,lso,1955
2080,lso,1956
2120,lso,1957
2171,lso,1958
2219,lso,1959
2273,lso,1960
2312,lso,1961
2347,lso,1962
2388,lso,1963
2427,lso,1964
2468,lso,1965
2492,lso,1966
2517,lso,1967
2542,lso,1968
2556,lso,1969
2562,lso,1970
2559,lso,1971
2551,lso,1972
2535,lso,1973
2515,lso,1974
2490,lso,1975
2446,lso,1976
2397,lso,1977
2344,lso,1978
2296,lso,1979
2247,lso,1980
2209,lso,1981
2183,lso,1982
2166,lso,1983
2155,lso,1984
2144,lso,1985
2133,lso,1986
2128,lso,1987
2126,lso,1988
2140,lso,1989
2167,lso,1990
2200,lso,1991
2240,lso,1992
2277,lso,1993
2313,lso,1994
2338,lso,1995
2358,lso,1996
2360,lso,1997
2337,lso,1998
2295,lso,1999
2224,lso,2000
2135,lso,2001
2034,lso,2002
1935,lso,2003
1858,lso,2004
1814,lso,2005
1796,lso,2006
1817,lso,2007
1866,lso,2008
1919,lso,2009
1980,lso,2010
2022,lso,2011
2051,lso,2012
2072,lso,2013
2073,lso,2014
2045,lso,2015
441,ltu,1981
448,ltu,1982
464,ltu,1983
496,ltu,1984
511,ltu,1985
501,ltu,1986
480,ltu,1987
478,ltu,1988
499,ltu,1989
546,ltu,1990
614,ltu,1991
653,ltu,1992
624,ltu,1993
512,ltu,1994
394,ltu,1995
312,ltu,1996
261,ltu,1997
230,ltu,1998
208,ltu,1999
192,ltu,2000
178,ltu,2001
169,ltu,2002
163,ltu,2003
160,ltu,2004
155,ltu,2005
146,ltu,2006
136,ltu,2007
129,ltu,2008
119,ltu,2009
111,ltu,2010
106,ltu,2011
96,ltu,2012
90,ltu,2013
86,ltu,2014
81,ltu,2015
83,lux,1965
78,lux,1966
73,lux,1967
67,lux,1968
62,lux,1969
57,lux,1970
51,lux,1971
46,lux,1972
41,lux,1973
37,lux,1974
34,lux,1975
33,lux,1976
32,lux,1977
31,lux,1978
30,lux,1979
29,lux,1980
28,lux,1981
26,lux,1982
25,lux,1983
24,lux,1984
23,lux,1985
22,lux,1986
22,lux,1987
21,lux,1988
21,lux,1989
21,lux,1990
20,lux,1991
20,lux,1992
19,lux,1993
19,lux,1994
18,lux,1995
17,lux,1996
16,lux,1997
15,lux,1998
14,lux,1999
13,lux,2000
12,lux,2001
12,lux,2002
11,lux,2003
10,lux,2004
10,lux,2005
9,lux,2006
8,lux,2007
8,lux,2008
7,lux,2009
7,lux,2010
7,lux,2011
7,lux,2012
6,lux,2013
7,lux,2014
6,lux,2015
346,lva,1980
351,lva,1981
369,lva,1982
385,lva,1983
400,lva,1984
413,lva,1985
416,lva,1986
428,lva,1987
446,lva,1988
485,lva,1989
522,lva,1990
548,lva,1991
525,lva,1992
467,lva,1993
393,lva,1994
325,lva,1995
274,lva,1996
237,lva,1997
215,lva,1998
201,lva,1999
190,lva,2000
189,lva,2001
189,lva,2002
191,lva,2003
192,lva,2004
192,lva,2005
184,lva,2006
176,lva,2007
165,lva,2008
152,lva,2009
139,lva,2010
123,lva,2011
109,lva,2012
97,lva,2013
