geo,total_health_spending_per_person_us,time
tls,63.64,2008
tls,64.54,2009
tls,56.86,2010
tgo,17.29,1995
tgo,18.21,1996
tgo,17.72,1997
tgo,16.43,1998
tgo,15.94,1999
tgo,13.10,2000
tgo,14.05,2001
tgo,14.13,2002
tgo,19.06,2003
tgo,24.84,2004
tgo,25.10,2005
tgo,27.83,2006
tgo,30.35,2007
tgo,37.46,2008
tgo,40.90,2009
tgo,40.62,2010
ton,86.24,1995
ton,95.52,1996
ton,98.06,1997
ton,91.29,1998
ton,102.60,1999
ton,91.18,2000
ton,95.89,2001
ton,92.33,2002
ton,105.90,2003
ton,114.60,2004
ton,167.20,2005
ton,158.90,2006
ton,205.10,2007
ton,206.90,2008
ton,144.40,2009
ton,171.80,2010
tto,198.20,1995
tto,196.60,1996
tto,187.10,1997
tto,173.60,1998
tto,225.00,1999
tto,245.10,2000
tto,281.10,2001
tto,331.10,2002
tto,425.30,2003
tto,491.20,2004
tto,688.00,2005
tto,690.00,2006
tto,787.50,2007
tto,909.20,2008
tto,848.10,2009
tto,861.00,2010
tun,124.00,1995
tun,123.20,1996
tun,116.20,1997
tun,122.20,1998
tun,128.00,1999
tun,122.40,2000
tun,121.90,2001
tun,127.80,2002
tun,151.70,2003
tun,178.50,2004
tun,181.20,2005
tun,193.50,2006
tun,216.60,2007
tun,246.20,2008
tun,242.60,2009
tun,237.80,2010
tur,95.49,1995
tur,116.70,1996
tur,129.90,1997
tur,154.90,1998
tur,186.10,1999
tur,204.50,2000
tur,154.40,2001
tur,187.70,2002
tur,241.60,2003
tur,309.80,2004
tur,382.30,2005
tur,441.00,2006
tur,553.40,2007
tur,623.80,2008
tur,575.50,2009
tur,678.10,2010
tkm,43.13,1995
tkm,18.10,1996
tkm,29.97,1997
tkm,31.32,1998
tkm,29.93,1999
tkm,45.06,2000
tkm,56.51,2001
tkm,65.77,2002
tkm,93.29,2003
tkm,108.20,2004
tkm,115.60,2005
tkm,118.70,2006
tkm,133.50,2007
tkm,83.65,2008
tkm,92.30,2009
tkm,106.10,2010
tuv,64.62,1995
tuv,152.30,1996
tuv,116.90,1997
tuv,120.10,1998
tuv,135.90,1999
tuv,231.70,2000
tuv,245.50,2001
tuv,238.20,2002
tuv,410.50,2003
tuv,370.70,2004
tuv,402.60,2005
tuv,447.40,2006
tuv,475.40,2007
tuv,623.80,2008
tuv,402.80,2009
tuv,568.10,2010
uga,16.92,1995
uga,17.29,1996
uga,16.53,1997
uga,14.80,1998
uga,16.05,1999
uga,15.61,2000
uga,16.99,2001
uga,17.63,2002
uga,18.09,2003
uga,22.87,2004
uga,28.70,2005
uga,33.35,2006
uga,37.48,2007
uga,45.32,2008
uga,44.05,2009
uga,46.72,2010
ukr,49.03,1995
ukr,53.87,1996
ukr,60.60,1997
ukr,55.58,1998
ukr,37.71,1999
ukr,35.74,2000
ukr,44.39,2001
ukr,55.19,2002
ukr,72.96,2003
ukr,90.70,2004
ukr,117.70,2005
ukr,147.80,2006
ukr,196.00,2007
ukr,259.60,2008
ukr,200.00,2009
ukr,234.40,2010
are,737.90,1995
are,731.30,1996
are,750.80,1997
are,839.00,1998
are,846.70,1999
are,885.40,2000
are,814.80,2001
are,916.80,2002
are,967.50,2003
are,994.80,2004
are,1030.00,2005
are,1109.00,2006
are,1204.00,2007
are,1527.00,2008
are,1704.00,2009
are,1450.00,2010
gbr,1362.00,1995
gbr,1435.00,1996
gbr,1539.00,1997
gbr,1657.00,1998
gbr,1764.00,1999
gbr,1759.00,2000
gbr,1801.00,2001
gbr,2054.00,2002
gbr,2426.00,2003
gbr,2941.00,2004
gbr,3119.00,2005
gbr,3419.00,2006
gbr,3881.00,2007
gbr,3801.00,2008
gbr,3440.00,2009
gbr,3503.00,2010
usa,3748.00,1995
usa,3900.00,1996
usa,4055.00,1997
usa,4236.00,1998
usa,4450.00,1999
usa,4703.00,2000
usa,5052.00,2001
usa,5453.00,2002
usa,5982.00,2003
usa,6331.00,2004
usa,6700.00,2005
usa,7073.00,2006
usa,7437.00,2007
usa,7720.00,2008
usa,7960.00,2009
usa,8362.00,2010
ury,688.80,1995
ury,682.40,1996
ury,616.20,1997
ury,661.20,1998
ury,628.20,1999
ury,583.70,2000
ury,528.10,2001
ury,337.20,2002
ury,262.40,2003
ury,349.30,2004
ury,432.30,2005
ury,493.00,2006
ury,562.10,2007
ury,720.60,2008
ury,786.80,2009
ury,998.30,2010
uzb,22.69,1995
uzb,32.00,1996
uzb,32.43,1997
uzb,39.79,1998
uzb,41.93,1999
uzb,31.71,2000
uzb,26.43,2001
uzb,21.11,2002
uzb,20.84,2003
uzb,25.36,2004
uzb,29.01,2005
uzb,38.09,2006
uzb,46.59,2007
uzb,57.40,2008
uzb,73.05,2009
uzb,82.43,2010
vut,41.24,1995
vut,36.91,1996
vut,46.66,1997
vut,57.56,1998
vut,52.12,1999
vut,52.50,2000
vut,49.93,2001
vut,51.93,2002
vut,57.85,2003
vut,61.83,2004
vut,60.88,2005
vut,64.08,2006
vut,89.53,2007
vut,110.80,2008
vut,122.60,2009
vut,157.30,2010
ven,143.70,1995
ven,106.10,1996
ven,144.30,1997
ven,175.80,1998
ven,231.80,1999
ven,273.80,2000
ven,295.10,2001
ven,207.80,2002
ven,190.00,2003
ven,239.20,2004
ven,296.20,2005
ven,387.90,2006
ven,476.60,2007
ven,598.30,2008
ven,687.90,2009
ven,663.40,2010
vnm,14.27,1995
vnm,16.43,1996
vnm,17.13,1997
vnm,17.47,1998
vnm,17.98,1999
vnm,20.89,2000
vnm,22.93,2001
vnm,22.39,2002
vnm,25.40,2003
vnm,30.56,2004
vnm,37.26,2005
vnm,46.66,2006
vnm,58.40,2007
vnm,70.09,2008
vnm,77.11,2009
vnm,82.87,2010
yem,39.48,1995
yem,25.09,1996
yem,20.79,1997
yem,21.64,1998
yem,21.74,1999
yem,25.28,2000
yem,26.89,2001
yem,27.71,2002
yem,36.35,2003
yem,38.20,2004
yem,42.24,2005
yem,51.62,2006
yem,57.44,2007
yem,68.23,2008
yem,63.40,2009
yem,63.19,2010
zmb,21.84,1995
zmb,21.02,1996
zmb,25.78,1997
zmb,21.83,1998
zmb,18.25,1999
zmb,18.00,2000
zmb,20.60,2001
zmb,23.04,2002
zmb,26.32,2003
zmb,32.13,2004
zmb,43.84,2005
zmb,57.70,2006
zmb,55.85,2007
zmb,72.58,2008
zmb,62.52,2009
zmb,72.88,2010
zwe,51.35,1995
zwe,57.10,1996
zwe,63.52,1997
zwe,52.69,1998
zwe,36.04,1999
zwe,59.67,2000
zwe,66.10,2001
