geo,population_aged_60plus_years_male_percent,time
nic,3.81,1980
nic,4.15,1985
nic,4.37,1990
nic,4.70,1995
nic,5.08,2000
nic,5.58,2005
nic,5.90,2010
nic,6.82,2015
nic,7.94,2020
nic,9.10,2025
nic,10.44,2030
nic,11.86,2035
nic,13.68,2040
nic,16.01,2045
nic,18.31,2050
ner,1.47,1950
ner,1.71,1955
ner,2.11,1960
ner,2.56,1965
ner,2.83,1970
ner,3.01,1975
ner,3.05,1980
ner,3.34,1985
ner,3.51,1990
ner,3.43,1995
ner,3.30,2000
ner,3.30,2005
ner,3.30,2010
ner,3.30,2015
ner,3.54,2020
ner,3.87,2025
ner,3.73,2030
ner,3.71,2035
ner,3.85,2040
ner,4.02,2045
ner,4.39,2050
nga,4.45,1950
nga,4.58,1955
nga,4.67,1960
nga,4.56,1965
nga,4.47,1970
nga,4.40,1975
nga,4.34,1980
nga,4.38,1985
nga,4.37,1990
nga,4.37,1995
nga,4.43,2000
nga,4.54,2005
nga,4.58,2010
nga,4.73,2015
nga,4.93,2020
nga,5.20,2025
nga,5.55,2030
nga,6.13,2035
nga,7.00,2040
nga,8.05,2045
nga,9.19,2050
nor,12.62,1950
nor,13.49,1955
nor,14.85,1960
nor,15.63,1965
nor,16.38,1970
nor,17.09,1975
nor,17.98,1980
nor,18.77,1985
nor,18.30,1990
nor,17.42,1995
nor,16.58,2000
nor,17.39,2005
nor,19.29,2010
nor,20.79,2015
nor,22.43,2020
nor,24.05,2025
nor,25.82,2030
nor,26.95,2035
nor,27.22,2040
nor,27.35,2045
nor,27.79,2050
omn,4.33,1950
omn,4.35,1955
omn,4.32,1960
omn,4.76,1965
omn,4.62,1970
omn,3.89,1975
omn,3.04,1980
omn,2.30,1985
omn,2.24,1990
omn,2.65,1995
omn,3.09,2000
omn,3.90,2005
omn,4.76,2010
omn,6.11,2015
omn,7.66,2020
omn,9.94,2025
omn,12.10,2030
omn,13.47,2035
omn,15.60,2040
omn,18.76,2045
omn,21.25,2050
pak,10.80,1950
pak,10.12,1955
pak,9.59,1960
pak,9.24,1965
pak,8.80,1970
pak,7.98,1975
pak,7.21,1980
pak,6.55,1985
pak,6.07,1990
pak,5.87,1995
pak,5.84,2000
pak,6.00,2005
pak,6.14,2010
pak,6.46,2015
pak,6.99,2020
pak,7.70,2025
pak,8.58,2030
pak,9.63,2035
pak,10.87,2040
pak,12.41,2045
pak,14.39,2050
pan,6.12,1950
pan,6.59,1955
pan,6.62,1960
pan,6.47,1965
pan,6.25,1970
pan,6.40,1975
pan,6.75,1980
pan,6.88,1985
pan,7.11,1990
pan,7.40,1995
pan,7.79,2000
pan,8.47,2005
pan,9.34,2010
pan,10.41,2015
pan,11.80,2020
pan,13.47,2025
pan,15.32,2030
pan,17.09,2035
pan,18.52,2040
pan,19.86,2045
pan,21.14,2050
png,6.00,1950
png,4.29,1955
png,3.80,1960
png,3.15,1965
png,3.28,1970
png,3.20,1975
png,4.87,1980
png,4.72,1985
png,4.40,1990
png,4.10,1995
png,4.00,2000
png,3.92,2005
png,4.06,2010
png,4.44,2015
png,4.93,2020
png,5.66,2025
png,6.33,2030
png,7.04,2035
png,7.71,2040
png,8.49,2045
png,9.51,2050
pry,3.74,1950
pry,4.25,1955
pry,4.37,1960
pry,4.65,1965
pry,4.76,1970
pry,5.04,1975
pry,5.21,1980
pry,5.45,1985
pry,5.63,1990
pry,5.77,1995
pry,6.10,2000
pry,6.63,2005
pry,7.30,2010
pry,8.36,2015
pry,9.37,2020
pry,10.31,2025
pry,11.23,2030
pry,12.01,2035
pry,13.30,2040
pry,15.14,2045
pry,17.09,2050
per,5.25,1950
per,5.24,1955
per,5.22,1960
per,5.16,1965
per,5.16,1970
per,5.17,1975
per,5.16,1980
per,5.33,1985
per,5.67,1990
per,6.17,1995
per,6.73,2000
per,7.33,2005
per,8.10,2010
per,9.10,2015
per,10.29,2020
per,11.76,2025
per,13.34,2030
per,15.07,2035
per,16.99,2040
per,18.80,2045
per,20.75,2050
phl,4.25,1950
phl,3.94,1955
phl,4.00,1960
phl,4.17,1965
phl,4.43,1970
phl,4.51,1975
phl,4.42,1980
phl,4.35,1985
phl,4.30,1990
phl,4.60,1995
phl,4.99,2000
phl,5.53,2005
phl,6.15,2010
phl,7.06,2015
phl,8.06,2020
phl,9.14,2025
phl,10.29,2030
phl,11.53,2035
phl,12.97,2040
phl,14.59,2045
phl,16.43,2050
pol,6.97,1950
pol,7.09,1955
pol,7.70,1960
pol,9.27,1965
pol,10.83,1970
pol,11.50,1975
pol,10.77,1980
pol,11.16,1985
pol,12.12,1990
pol,12.96,1995
pol,13.73,2000
pol,14.08,2005
pol,16.11,2010
pol,19.11,2015
pol,21.89,2020
pol,23.21,2025
pol,23.94,2030
pol,25.54,2035
pol,28.19,2040
pol,31.51,2045
pol,33.93,2050
prt,8.83,1950
prt,8.96,1955
prt,9.83,1960
prt,10.65,1965
prt,12.19,1970
prt,12.91,1975
prt,13.62,1980
prt,14.69,1985
prt,16.63,1990
prt,18.05,1995
prt,19.15,2000
prt,19.77,2005
prt,20.86,2010
prt,22.30,2015
prt,24.09,2020
prt,26.32,2025
prt,28.50,2030
prt,31.09,2035
prt,33.52,2040
prt,34.94,2045
prt,35.25,2050
pri,6.09,1950
pri,6.95,1955
pri,7.71,1960
pri,8.21,1965
pri,9.46,1970
pri,9.05,1975
pri,11.00,1980
pri,11.58,1985
pri,12.52,1990
pri,13.21,1995
pri,14.30,2000
pri,15.66,2005
pri,17.54,2010
pri,18.91,2015
pri,20.24,2020
pri,21.75,2025
pri,23.07,2030
pri,24.19,2035
pri,25.65,2040
pri,27.09,2045
pri,28.37,2050
qat,0.00,1950
qat,0.00,1955
qat,0.00,1960
qat,2.33,1965
qat,1.43,1970
qat,2.65,1975
qat,2.06,1980
qat,1.65,1985
qat,1.92,1990
qat,2.31,1995
qat,2.73,2000
qat,2.16,2005
qat,1.84,2010
qat,3.40,2015
qat,3.03,2020
qat,4.64,2025
qat,6.86,2030
qat,9.59,2035
qat,13.27,2040
qat,18.06,2045
qat,22.00,2050
reu,4.20,1950
reu,3.57,1955
reu,4.27,1960
reu,3.70,1965
reu,4.04,1970
reu,5.08,1975
reu,5.24,1980
reu,6.30,1985
reu,6.78,1990
reu,7.41,1995
reu,7.96,2000
reu,8.64,2005
reu,9.80,2010
reu,10.90,2015
reu,12.78,2020
reu,15.53,2025
reu,17.38,2030
reu,18.33,2035
reu,18.71,2040
reu,19.58,2045
reu,20.72,2050
rou,7.50,1950
rou,8.52,1955
rou,9.19,1960
rou,10.89,1965
rou,11.89,1970
rou,12.70,1975
rou,11.59,1980
rou,12.48,1985
rou,13.79,1990
rou,15.41,1995
rou,16.67,2000
rou,16.71,2005
rou,17.47,2010
rou,19.03,2015
rou,20.48,2020
rou,20.66,2025
rou,23.28,2030
rou,25.66,2035
rou,28.73,2040
rou,30.65,2045
rou,33.27,2050
rus,6.43,1950
rus,6.34,1955
rus,6.25,1960
rus,6.64,1965
rus,7.63,1970
rus,8.66,1975
rus,8.35,1980
rus,8.48,1985
rus,10.88,1990
rus,11.84,1995
rus,13.63,2000
rus,12.52,2005
rus,13.45,2010
rus,15.35,2015
rus,17.53,2020
rus,19.06,2025
rus,19.48,2030
rus,20.28,2035
rus,21.45,2040
rus,23.62,2045
rus,25.97,2050
rwa,3.46,1950
rwa,3.43,1955
rwa,3.51,1960
rwa,3.54,1965
rwa,3.48,1970
rwa,3.49,1975
rwa,3.09,1980
rwa,3.60,1985
rwa,3.70,1990
rwa,3.38,1995
rwa,3.40,2000
rwa,3.27,2005
rwa,3.23,2010
rwa,3.40,2015
rwa,3.88,2020
rwa,4.33,2025
rwa,4.67,2030
rwa,5.04,2035
rwa,5.83,2040
rwa,7.37,2045
rwa,9.02,2050
lca,2.50,1950
lca,2.38,1955
lca,4.76,1960
lca,4.25,1965
lca,5.88,1970
lca,5.66,1975
lca,5.26,1980
lca,6.45,1985
lca,8.82,1990
lca,9.86,1995
lca,9.09,2000
lca,8.64,2005
lca,8.23,2010
lca,9.09,2015
lca,11.83,2020
lca,11.70,2025
lca,15.31,2030
lca,15.00,2035
lca,18.87,2040
lca,20.19,2045
lca,22.12,2050
vct,3.23,1950
vct,3.03,1955
vct,2.70,1960
vct,5.13,1965
vct,4.76,1970
vct,6.67,1975
vct,6.12,1980
vct,7.69,1985
vct,7.41,1990
vct,7.84,1995
vct,7.41,2000
vct,7.55,2005
vct,8.93,2010
vct,9.09,2015
vct,12.73,2020
vct,13.21,2025
vct,16.36,2030
vct,17.54,2035
vct,18.64,2040
vct,18.64,2045
vct,20.00,2050
wsm,2.38,1950
wsm,0.00,1955
wsm,1.82,1960
wsm,1.56,1965
wsm,2.74,1970
wsm,2.63,1975
wsm,2.53,1980
wsm,2.47,1985
wsm,5.81,1990
wsm,5.75,1995
wsm,5.56,2000
wsm,5.38,2005
wsm,5.38,2010
wsm,5.32,2015
wsm,7.22,2020
wsm,7.37,2025
wsm,8.91,2030
wsm,9.80,2035
wsm,9.00,2040
wsm,9.90,2045
wsm,13.73,2050
stp,3.03,1950
stp,3.03,1955
stp,2.94,1960
stp,0.00,1965
stp,5.71,1970
stp,5.00,1975
stp,6.12,1980
stp,5.77,1985
stp,5.26,1990
stp,4.84,1995
stp,5.80,2000
stp,5.20,2005
stp,4.88,2010
stp,4.44,2015
stp,4.12,2020
stp,4.72,2025
stp,5.22,2030
stp,5.69,2035
stp,9.02,2040
stp,10.00,2045
stp,12.75,2050
sau,5.35,1950
sau,5.32,1955
sau,5.23,1960
sau,5.00,1965
sau,4.77,1970
sau,4.44,1975
sau,3.89,1980
sau,3.39,1985
sau,3.16,1990
sau,3.35,1995
sau,3.85,2000
sau,3.92,2005
sau,4.41,2010
sau,5.55,2015
sau,7.21,2020
sau,9.41,2025
sau,11.96,2030
sau,14.09,2035
sau,16.05,2040
sau,17.21,2045
sau,18.44,2050
sen,5.13,1950
sen,4.87,1955
sen,4.69,1960
sen,4.51,1965
sen,4.35,1970
sen,4.34,1975
sen,4.31,1980
sen,4.27,1985
sen,4.21,1990
sen,4.21,1995
sen,4.14,2000
sen,3.96,2005
sen,3.70,2010
sen,3.45,2015
sen,3.46,2020
sen,3.69,2025
sen,4.19,2030
sen,4.96,2035
sen,5.89,2040
sen,6.97,2045
sen,8.20,2050
srb,9.30,1950
srb,8.44,1955
srb,9.12,1960
srb,10.29,1965
srb,11.98,1970
srb,11.83,1975
srb,11.23,1980
srb,11.83,1985
srb,13.41,1990
srb,15.56,1995
srb,16.88,2000
srb,16.95,2005
srb,17.61,2010
srb,19.37,2015
srb,20.37,2020
srb,21.12,2025
srb,22.04,2030
srb,23.31,2035
srb,24.88,2040
srb,26.56,2045
srb,28.03,2050
sle,4.62,1950
sle,5.39,1955
sle,5.72,1960
sle,6.04,1965
sle,6.09,1970
sle,5.96,1975
sle,5.93,1980
sle,5.66,1985
sle,5.19,1990
sle,4.61,1995
sle,4.15,2000
sle,3.71,2005
sle,3.41,2010
sle,3.12,2015
sle,3.10,2020
sle,3.24,2025
sle,3.54,2030
sle,4.01,2035
sle,4.61,2040
sle,5.28,2045
sle,5.96,2050
sgp,2.83,1950
sgp,2.62,1955
sgp,3.02,1960
sgp,4.13,1965
sgp,5.18,1970
sgp,6.30,1975
sgp,6.58,1980
sgp,7.25,1985
sgp,7.78,1990
sgp,8.67,1995
sgp,9.82,2000
sgp,11.41,2005
sgp,14.97,2010
sgp,19.64,2015
sgp,25.01,2020
sgp,29.81,2025
sgp,33.21,2030
sgp,35.03,2035
sgp,35.52,2040
sgp,35.87,2045
sgp,36.72,2050
svk,8.86,1950
svk,8.38,1955
svk,8.89,1960
svk,9.84,1965
svk,12.58,1970
svk,12.45,1975
svk,11.73,1980
svk,11.88,1985
svk,12.49,1990
svk,12.53,1995
svk,12.48,2000
svk,12.98,2005
svk,14.44,2010
svk,17.00,2015
svk,19.32,2020
svk,21.05,2025
svk,22.31,2030
svk,24.54,2035
svk,27.71,2040
svk,30.47,2045
svk,32.52,2050
svn,9.91,1950
svn,9.69,1955
svn,10.62,1960
svn,11.75,1965
svn,12.50,1970
svn,12.69,1975
svn,11.55,1980
svn,11.55,1985
svn,12.65,1990
svn,13.94,1995
svn,15.51,2000
svn,16.72,2005
svn,18.83,2010
svn,21.78,2015
svn,24.21,2020
svn,26.42,2025
svn,28.10,2030
svn,29.83,2035
svn,31.77,2040
svn,33.13,2045
svn,33.89,2050
slb,4.00,1950
slb,5.26,1955
slb,6.45,1960
slb,6.85,1965
slb,6.98,1970
slb,5.77,1975
slb,5.00,1980
slb,5.67,1985
slb,4.94,1990
slb,5.29,1995
slb,4.63,2000
slb,4.49,2005
slb,4.69,2010
slb,5.16,2015
slb,5.26,2020
slb,5.60,2025
slb,6.65,2030
slb,8.62,2035
slb,9.64,2040
slb,11.29,2045
slb,12.55,2050
som,4.10,1950
som,4.32,1955
som,4.38,1960
som,4.53,1965
som,4.45,1970
som,4.47,1975
som,4.40,1980
som,4.36,1985
som,4.32,1990
som,4.19,1995
som,4.13,2000
som,4.01,2005
som,4.03,2010
som,4.22,2015
som,4.45,2020
som,4.67,2025
som,4.97,2030
som,5.35,2035
som,5.89,2040
som,6.15,2045
som,6.63,2050
zaf,5.24,1950
zaf,5.23,1955
zaf,5.16,1960
zaf,5.13,1965
zaf,4.63,1970
zaf,4.32,1975
zaf,4.21,1980
zaf,4.16,1985
zaf,4.34,1990
zaf,4.71,1995
zaf,5.02,2000
zaf,5.50,2005
zaf,6.08,2010
zaf,6.86,2015
zaf,7.56,2020
zaf,8.04,2025
zaf,8.46,2030
zaf,9.04,2035
zaf,9.92,2040
zaf,11.18,2045
zaf,12.51,2050
esp,9.34,1950
esp,10.02,1955
esp,10.87,1960
esp,11.38,1965
esp,12.44,1970
esp,12.87,1975
esp,13.22,1980
esp,14.72,1985
esp,16.60,1990
esp,18.38,1995
esp,19.13,2000
esp,19.12,2005
esp,19.92,2010
esp,20.71,2015
esp,22.30,2020
esp,24.79,2025
esp,27.83,2030
esp,31.16,2035
esp,34.14,2040
esp,35.54,2045
esp,35.53,2050
lka,13.63,1950
lka,9.34,1955
lka,7.03,1960
lka,6.16,1965
lka,6.12,1970
lka,6.54,1975
lka,7.03,1980
lka,7.72,1985
lka,8.30,1990
lka,8.79,1995
lka,9.00,2000
lka,9.44,2005
lka,11.38,2010
lka,13.51,2015
lka,15.58,2020
lka,17.71,2025
lka,19.45,2030
lka,19.62,2035
lka,20.43,2040
lka,22.74,2045
lka,24.47,2050
sdn,5.13,1950
sdn,4.83,1955
sdn,4.60,1960
sdn,4.41,1965
sdn,4.36,1970
sdn,4.36,1975
sdn,4.37,1980
sdn,4.42,1985
sdn,4.47,1990
sdn,4.57,1995
sdn,4.74,2000
sdn,5.00,2005
sdn,5.34,2010
sdn,5.70,2015
sdn,6.15,2020
sdn,6.71,2025
sdn,7.42,2030
sdn,8.35,2035
sdn,9.46,2040
sdn,10.74,2045
sdn,12.13,2050
sur,8.41,1950
sur,6.35,1955
sur,6.21,1960
sur,5.49,1965
sur,5.35,1970
sur,5.50,1975
sur,5.43,1980
sur,5.76,1985
sur,6.76,1990
sur,7.24,1995
sur,7.26,2000
sur,7.23,2005
sur,8.02,2010
sur,9.12,2015
sur,10.56,2020
sur,13.15,2025
sur,14.67,2030
sur,16.17,2035
sur,17.26,2040
sur,19.09,2045
sur,20.52,2050
swz,3.76,1950
swz,4.05,1955
swz,4.14,1960
swz,3.74,1965
swz,3.33,1970
swz,4.05,1975
swz,3.85,1980
swz,3.60,1985
swz,3.92,1990
swz,3.89,1995
swz,4.24,2000
swz,4.20,2005
swz,4.43,2010
swz,4.72,2015
swz,4.96,2020
swz,4.79,2025
swz,4.69,2030
swz,4.62,2035
swz,5.05,2040
swz,6.18,2045
swz,7.94,2050
swe,14.03,1950
swe,14.73,1955
swe,16.06,1960
swe,16.84,1965
swe,17.98,1970
swe,19.21,1975
swe,19.81,1980
swe,21.22,1985
swe,20.19,1990
swe,19.46,1995
swe,19.62,2000
swe,21.11,2005
swe,23.02,2010
swe,24.11,2015
swe,25.06,2020
swe,26.16,2025
swe,27.23,2030
swe,27.91,2035
swe,27.93,2040
swe,27.94,2045
swe,28.59,2050
che,12.60,1950
che,12.78,1955
che,13.29,1960
che,13.46,1965
che,14.14,1970
che,15.06,1975
che,15.70,1980
che,16.30,1985
che,16.54,1990
che,16.73,1995
che,17.61,2000
che,19.10,2005
che,21.17,2010
che,22.90,2015
che,24.94,2020
che,27.32,2025
che,29.02,2030
che,29.49,2035
che,29.20,2040
che,28.93,2045
che,28.73,2050
syr,7.08,1950
syr,6.53,1955
syr,5.72,1960
syr,4.99,1965
syr,4.43,1970
syr,4.09,1975
syr,3.85,1980
syr,3.89,1985
syr,3.99,1990
syr,4.03,1995
syr,4.20,2000
syr,4.31,2005
syr,4.50,2010
syr,5.02,2015
syr,5.86,2020
syr,7.10,2025
syr,8.64,2030
syr,10.58,2035
syr,12.93,2040
syr,15.61,2045
syr,17.99,2050
tjk,7.83,1950
tjk,7.64,1955
tjk,7.39,1960
tjk,7.15,1965
tjk,6.57,1970
tjk,5.76,1975
tjk,5.07,1980
tjk,4.80,1985
tjk,5.28,1990
tjk,5.26,1995
tjk,5.21,2000
tjk,4.72,2005
tjk,4.53,2010
tjk,4.83,2015
tjk,5.74,2020
tjk,6.98,2025
tjk,7.77,2030
tjk,8.53,2035
tjk,9.29,2040
tjk,10.87,2045
tjk,13.58,2050
tza,3.40,1950
tza,3.53,1955
tza,3.59,1960
tza,3.70,1965
tza,3.75,1970
tza,3.83,1975
tza,3.87,1980
tza,3.90,1985
tza,3.97,1990
tza,4.05,1995
tza,4.19,2000
tza,4.32,2005
tza,4.38,2010
tza,4.39,2015
tza,4.43,2020
tza,4.56,2025
tza,4.84,2030
tza,5.30,2035
tza,5.91,2040
tza,6.61,2045
tza,7.40,2050
tha,4.50,1950
tha,4.57,1955
tha,4.78,1960
tha,4.93,1965
tha,5.03,1970
tha,5.20,1975
tha,5.41,1980
tha,5.95,1985
tha,6.92,1990
tha,7.91,1995
tha,8.94,2000
tha,9.45,2005
tha,10.65,2010
tha,12.71,2015
tha,15.15,2020
tha,17.46,2025
tha,19.31,2030
tha,20.71,2035
tha,21.71,2040
tha,22.61,2045
tha,23.38,2050
tls,4.54,1950
tls,3.83,1955
tls,3.54,1960
tls,3.92,1965
tls,4.22,1970
tls,4.12,1975
tls,3.38,1980
tls,3.28,1985
tls,3.42,1990
tls,3.67,1995
tls,3.85,2000
tls,4.55,2005
tls,4.36,2010
tls,4.27,2015
tls,4.73,2020
tls,4.63,2025
tls,4.72,2030
tls,5.03,2035
tls,5.13,2040
tls,6.12,2045
tls,6.99,2050
tgo,6.88,1950
tgo,6.21,1955
tgo,5.45,1960
tgo,5.00,1965
tgo,4.77,1970
tgo,4.64,1975
tgo,4.58,1980
tgo,4.49,1985
tgo,4.43,1990
tgo,4.43,1995
tgo,4.55,2000
tgo,4.72,2005
tgo,4.94,2010
tgo,5.25,2015
tgo,5.61,2020
tgo,6.08,2025
tgo,6.73,2030
tgo,7.64,2035
tgo,8.84,2040
tgo,10.26,2045
tgo,11.74,2050
ton,0.00,1950
ton,0.00,1955
ton,0.00,1960
ton,0.00,1965
ton,1.96,1970
ton,2.17,1975
ton,4.08,1980
ton,4.35,1985
ton,6.12,1990
ton,6.00,1995
ton,6.12,2000
ton,6.00,2005
ton,7.55,2010
ton,7.41,2015
ton,7.27,2020
ton,8.77,2025
ton,8.33,2030
ton,10.00,2035
ton,10.00,2040
ton,9.52,2045
ton,10.94,2050
tto,5.68,1950
tto,5.56,1955
tto,5.04,1960
tto,5.12,1965
tto,6.49,1970
tto,6.99,1975
tto,7.58,1980
tto,7.17,1985
tto,6.87,1990
tto,6.76,1995
tto,6.97,2000
tto,7.51,2005
tto,8.77,2010
tto,10.14,2015
tto,12.14,2020
tto,14.78,2025
tto,16.57,2030
tto,18.04,2035
tto,20.25,2040
tto,23.76,2045
tto,26.60,2050
tun,6.99,1950
tun,6.05,1955
tun,6.10,1960
tun,5.88,1965
tun,5.83,1970
tun,6.44,1975
tun,6.36,1980
tun,6.76,1985
tun,7.39,1990
tun,8.65,1995
tun,8.87,2000
tun,8.79,2005
tun,9.19,2010
tun,10.46,2015
tun,12.00,2020
tun,13.44,2025
tun,15.12,2030
tun,17.24,2035
tun,20.01,2040
tun,23.00,2045
tun,25.93,2050
tur,4.36,1950
tur,4.54,1955
tur,5.26,1960
tur,5.51,1965
tur,6.50,1970
tur,6.32,1975
tur,5.68,1980
tur,5.77,1985
tur,6.23,1990
tur,6.93,1995
tur,7.22,2000
tur,7.52,2005
tur,8.20,2010
tur,9.21,2015
tur,10.58,2020
tur,12.29,2025
tur,14.20,2030
tur,16.50,2035
tur,18.77,2040
tur,20.91,2045
tur,22.36,2050
tkm,9.61,1950
tkm,8.60,1955
tkm,7.31,1960
tkm,6.57,1965
tkm,6.04,1970
tkm,5.48,1975
tkm,4.62,1980
tkm,4.34,1985
tkm,4.87,1990
tkm,5.13,1995
tkm,5.54,2000
tkm,5.15,2005
tkm,5.14,2010
tkm,5.91,2015
tkm,7.31,2020
tkm,8.90,2025
tkm,10.38,2030
tkm,11.92,2035
tkm,13.52,2040
tkm,15.51,2045
tkm,18.09,2050
uga,4.39,1950
uga,4.09,1955
uga,3.92,1960
uga,3.94,1965
uga,3.94,1970
uga,3.99,1975
uga,4.02,1980
uga,4.03,1985
uga,4.04,1990
uga,4.08,1995
uga,3.83,2000
uga,3.67,2005
uga,3.42,2010
uga,3.20,2015
uga,3.06,2020
uga,3.11,2025
uga,3.44,2030
uga,3.99,2035
uga,4.64,2040
uga,5.42,2045
uga,6.30,2050
ukr,8.61,1950
ukr,8.65,1955
ukr,8.73,1960
ukr,9.35,1965
ukr,10.41,1970
ukr,11.36,1975
ukr,10.71,1980
ukr,11.16,1985
ukr,13.40,1990
ukr,13.87,1995
ukr,16.26,2000
ukr,15.81,2005
ukr,16.01,2010
ukr,17.04,2015
ukr,18.54,2020
ukr,19.81,2025
ukr,20.37,2030
ukr,21.44,2035
ukr,22.94,2040
ukr,25.23,2045
ukr,27.32,2050
are,5.56,1950
are,5.00,1955
are,4.54,1960
are,3.53,1965
are,4.22,1970
are,2.71,1975
are,1.71,1980
are,1.86,1985
are,1.72,1990
are,1.68,1995
are,1.69,2000
are,1.69,2005
are,1.90,2010
are,2.98,2015
are,4.32,2020
are,5.28,2025
are,7.90,2030
are,12.43,2035
are,14.94,2040
are,15.46,2045
are,15.32,2050
gbr,13.62,1950
gbr,13.77,1955
gbr,14.05,1960
gbr,14.63,1965
gbr,15.84,1970
gbr,16.64,1975
gbr,16.88,1980
gbr,17.70,1985
gbr,17.94,1990
gbr,18.17,1995
gbr,18.50,2000
gbr,19.22,2005
gbr,20.76,2010
gbr,21.37,2015
gbr,22.24,2020
gbr,23.65,2025
gbr,24.80,2030
gbr,25.24,2035
gbr,25.17,2040
gbr,25.54,2045
gbr,26.27,2050
usa,11.91,1950
usa,12.28,1955
usa,12.12,1960
usa,12.03,1965
usa,12.35,1970
usa,12.79,1975
usa,13.42,1980
usa,14.19,1985
usa,14.46,1990
usa,14.25,1995
usa,14.32,2000
usa,14.91,2005
usa,16.40,2010
usa,18.30,2015
usa,20.46,2020
usa,22.30,2025
usa,23.33,2030
usa,23.89,2035
usa,24.26,2040
usa,24.75,2045
usa,25.41,2050
ury,11.21,1950
ury,10.98,1955
ury,10.94,1960
ury,11.32,1965
ury,11.83,1970
ury,12.85,1975
ury,13.29,1980
ury,13.96,1985
ury,14.51,1990
ury,15.03,1995
ury,14.80,2000
ury,15.14,2005
ury,15.54,2010
ury,16.17,2015
ury,17.10,2020
ury,18.35,2025
ury,19.27,2030
ury,20.62,2035
ury,22.27,2040
ury,23.13,2045
ury,24.52,2050
uzb,9.65,1950
uzb,9.22,1955
uzb,8.72,1960
uzb,8.33,1965
uzb,7.60,1970
uzb,6.35,1975
uzb,5.15,1980
uzb,4.75,1985
uzb,5.17,1990
uzb,5.28,1995
uzb,5.68,2000
uzb,5.42,2005
uzb,5.53,2010
uzb,6.38,2015
uzb,7.91,2020
uzb,9.63,2025
uzb,11.01,2030
uzb,12.64,2035
uzb,14.31,2040
uzb,16.51,2045
uzb,19.41,2050
vut,0.00,1950
vut,0.00,1955
vut,0.00,1960
vut,2.63,1965
vut,4.17,1970
vut,3.77,1975
vut,6.67,1980
vut,5.56,1985
vut,5.20,1990
vut,5.75,1995
vut,5.16,2000
vut,5.46,2005
vut,5.60,2010
vut,5.04,2015
vut,6.96,2020
vut,6.39,2025
vut,8.02,2030
vut,8.42,2035
vut,8.80,2040
vut,11.21,2045
vut,12.65,2050
ven,3.26,1950
ven,3.82,1955
ven,3.99,1960
ven,4.22,1965
ven,4.48,1970
ven,4.62,1975
ven,4.68,1980
ven,4.92,1985
ven,5.35,1990
ven,5.78,1995
ven,6.25,2000
ven,6.98,2005
ven,8.10,2010
ven,9.41,2015
ven,10.79,2020
ven,12.44,2025
ven,13.97,2030
ven,15.29,2035
ven,16.87,2040
ven,18.55,2045
ven,20.32,2050
vnm,6.35,1950
vnm,6.59,1955
vnm,6.76,1960
vnm,7.04,1965
vnm,6.95,1970
vnm,6.93,1975
vnm,6.00,1980
vnm,6.04,1985
vnm,6.01,1990
vnm,6.31,1995
vnm,6.65,2000
vnm,7.15,2005
vnm,7.40,2010
vnm,8.61,2015
vnm,10.74,2020
vnm,13.64,2025
vnm,16.55,2030
vnm,19.15,2035
vnm,21.09,2040
vnm,22.49,2045
vnm,24.71,2050
vir,0.00,1950
vir,0.00,1955
vir,0.00,1960
vir,0.00,1965
vir,3.33,1970
vir,5.00,1975
vir,6.25,1980
vir,6.00,1985
vir,9.62,1990
vir,9.43,1995
vir,11.76,2000
vir,14.00,2005
vir,20.75,2010
vir,21.57,2015
vir,24.00,2020
vir,26.67,2025
vir,30.43,2030
vir,27.91,2035
vir,25.64,2040
vir,27.03,2045
vir,26.47,2050
pse,7.85,1950
pse,6.84,1955
pse,5.95,1960
pse,5.48,1965
pse,5.15,1970
pse,4.69,1975
pse,4.84,1980
pse,5.25,1985
pse,4.63,1990
pse,4.75,1995
pse,4.12,2000
pse,3.82,2005
pse,3.83,2010
pse,4.09,2015
pse,4.70,2020
pse,5.54,2025
pse,6.28,2030
pse,7.12,2035
pse,8.01,2040
pse,8.91,2045
pse,10.30,2050
esh,0.00,1950
esh,0.00,1955
esh,0.00,1960
esh,0.00,1965
esh,2.38,1970
esh,2.44,1975
esh,5.06,1980
esh,4.08,1985
esh,4.31,1990
esh,3.73,1995
esh,3.61,2000
esh,3.85,2005
esh,4.27,2010
esh,5.46,2015
esh,7.39,2020
esh,9.23,2025
esh,11.82,2030
esh,14.71,2035
esh,17.04,2040
esh,19.35,2045
esh,20.89,2050
yem,5.78,1950
yem,4.89,1955
yem,4.36,1960
yem,3.97,1965
yem,3.66,1970
yem,3.38,1975
yem,3.13,1980
yem,2.91,1985
yem,2.64,1990
yem,3.71,1995
yem,3.52,2000
yem,3.49,2005
yem,3.52,2010
yem,3.77,2015
yem,4.10,2020
yem,4.42,2025
yem,4.81,2030
yem,5.45,2035
yem,6.42,2040
yem,7.77,2045
yem,9.41,2050
zmb,4.29,1950
zmb,4.02,1955
zmb,4.03,1960
zmb,3.98,1965
zmb,4.04,1970
zmb,4.11,1975
zmb,4.08,1980
zmb,4.09,1985
zmb,4.04,1990
zmb,4.06,1995
zmb,4.21,2000
zmb,4.34,2005
zmb,4.35,2010
zmb,4.18,2015
zmb,3.97,2020
zmb,3.83,2025
zmb,3.90,2030
zmb,4.24,2035
zmb,4.80,2040
zmb,5.46,2045
zmb,6.28,2050
zwe,4.82,1950
