geo,time,internet_users_per_100_people
rus,1993,0.01349
rus,1994,0.05401
rus,1995,0.1487
rus,1996,0.2711
rus,1997,0.4756
rus,1998,0.8174
rus,1999,1.026
rus,2000,1.983
rus,2001,2.949
rus,2002,4.135
rus,2003,8.315
rus,2004,12.9
rus,2005,15.3
rus,2006,18.15
rus,2007,24.87
rus,2008,27.06
rus,2009,29.24
rus,2010,43.31
rus,2011,49.31
rwa,1990,0
rwa,1996,0.00088
rwa,1997,0.00163
rwa,1998,0.01176
rwa,1999,0.06718
rwa,2000,0.06283
rwa,2001,0.2407
rwa,2002,0.2928
rwa,2003,0.3569
rwa,2004,0.4309
rwa,2005,0.556
rwa,2007,2.115
rwa,2008,4.5
rwa,2009,7.7
rwa,2010,8
rwa,2011,7
kna,1990,0
kna,1996,2.081
kna,1997,2.456
kna,1998,3.74
kna,1999,4.736
kna,2000,6.101
kna,2001,7.812
kna,2002,21.42
kna,2003,23.57
kna,2004,24.74
kna,2005,34
kna,2006,49
kna,2007,52
kna,2008,60
kna,2009,69
kna,2010,76
lca,1990,0
lca,1995,0.3091
lca,1996,0.6794
lca,1997,1.002
lca,1998,1.315
lca,1999,1.951
lca,2000,5.127
lca,2001,8.232
lca,2002,14.77
lca,2003,21.17
lca,2004,21.55
lca,2005,21.69
lca,2006,24.59
lca,2007,27.98
lca,2008,32.06
lca,2009,36.02
lca,2010,40.06
lca,2011,42.01
vct,1990,0
vct,1995,0.1286
vct,1996,0.4832
vct,1997,0.9264
vct,1998,1.854
vct,1999,2.782
vct,2000,3.245
vct,2001,5.095
vct,2002,5.55
vct,2003,6.462
vct,2004,7.371
vct,2005,9.198
vct,2006,12
vct,2007,16
vct,2008,21
vct,2009,31
vct,2010,38.5
vct,2011,43.01
wsm,1990,0
wsm,1997,0.1746
wsm,1998,0.2304
wsm,1999,0.2853
wsm,2000,0.5664
wsm,2001,1.69
wsm,2002,2.245
wsm,2003,2.8
wsm,2004,3.076
wsm,2005,3.353
wsm,2006,4.469
wsm,2007,4.75
wsm,2008,5.032
wsm,2009,6
wsm,2010,7
smr,1990,0
smr,1995,1.362
smr,1996,1.428
smr,1997,1.419
smr,1998,1.409
smr,1999,42.8
smr,2000,48.8
smr,2001,50.34
smr,2002,50.83
smr,2003,50
smr,2004,50.57
smr,2005,50.26
smr,2006,50.21
smr,2007,50.36
smr,2008,54.52
smr,2009,54.21
smr,2011,49.6
stp,1990,0
stp,1998,0.2958
stp,1999,0.3632
stp,2000,4.639
stp,2001,6.311
stp,2002,7.581
stp,2003,10.16
stp,2004,13.32
stp,2005,13.76
stp,2006,14.18
stp,2007,14.59
stp,2008,15.48
stp,2009,16.41
stp,2010,18.75
stp,2011,20.16
sau,1990,0
sau,1995,0.01096
sau,1996,0.02673
sau,1997,0.0521
sau,1998,0.1014
sau,1999,0.4936
sau,2000,2.211
sau,2001,4.681
sau,2002,6.385
sau,2003,8.002
sau,2004,10.23
sau,2005,12.71
sau,2006,19.46
sau,2007,30
sau,2008,36
sau,2009,38
sau,2010,41
sau,2011,47.5
sen,1990,0
sen,1995,0.00069
sen,1996,0.01124
sen,1997,0.02735
sen,1998,0.07987
sen,1999,0.3111
sen,2000,0.404
sen,2001,0.9838
sen,2002,1.006
sen,2003,2.101
sen,2004,4.386
sen,2005,4.787
sen,2006,5.612
sen,2007,7.7
sen,2008,10.6
sen,2009,14.5
sen,2010,16
sen,2011,17.5
srb,2004,31.16
srb,2005,28.71
srb,2006,29.73
srb,2007,36.37
srb,2008,39.26
srb,2009,42.24
srb,2010,45.56
srb,2011,47.19
syc,1990,0
syc,1996,0.6436
syc,1997,1.265
syc,1998,2.467
syc,1999,6.028
syc,2000,7.173
syc,2001,10.8
syc,2002,13.78
syc,2003,14.39
syc,2004,24.31
syc,2005,25.6
syc,2006,34.82
syc,2007,38.35
syc,2008,39.79
syc,2010,41
syc,2011,43.61
sle,1990,0
sle,1993,0
sle,1994,0
sle,1995,0
sle,1996,0.00251
sle,1997,0.00499
sle,1998,0.01481
sle,1999,0.04849
sle,2000,0.1183
sle,2001,0.1603
sle,2002,0.1762
sle,2003,0.1902
sle,2004,0.203
sle,2005,0.2154
sle,2006,0.2277
sle,2007,0.2398
sle,2008,0.25
sle,2009,0.26
sgp,1990,0
sgp,1991,0.1597
sgp,1992,0.4655
sgp,1993,0.7573
sgp,1994,1.174
sgp,1995,2.839
sgp,1996,8.136
sgp,1997,13.03
sgp,1998,18.76
sgp,1999,23.46
sgp,2000,35.03
sgp,2001,40.09
sgp,2002,45.38
sgp,2003,53.46
sgp,2004,61.9
sgp,2005,61
sgp,2006,59.11
sgp,2007,67.95
sgp,2008,68.04
sgp,2009,68.42
sgp,2010,71.14
sgp,2011,75.06
svk,1990,0
svk,1993,0.1281
svk,1994,0.319
svk,1995,0.5239
svk,1996,0.7844
svk,1997,1.175
svk,1998,2.693
svk,1999,5.443
svk,2000,9.455
svk,2001,12.59
svk,2002,40.36
svk,2003,43.28
svk,2004,53.17
svk,2005,55.48
svk,2006,56.4
svk,2007,62.19
svk,2008,66.47
svk,2009,70.43
svk,2010,76.16
svk,2011,74.87
svn,1990,0
svn,1993,0.4017
svn,1994,1.056
svn,1995,2.865
svn,1996,5.029
svn,1997,7.553
svn,1998,10.09
svn,1999,12.61
svn,2000,15.08
svn,2001,30.12
svn,2002,27.79
svn,2003,31.83
svn,2004,40.83
svn,2005,46.85
svn,2006,54.01
svn,2007,56.58
svn,2008,57.91
svn,2009,63.51
svn,2010,69.35
svn,2011,71.4
slb,1990,0
slb,1995,0.02487
slb,1996,0.2687
slb,1997,0.3919
slb,1998,0.5083
slb,1999,0.4945
slb,2000,0.4813
slb,2001,0.4686
slb,2002,0.5019
slb,2003,0.5556
slb,2004,0.6497
slb,2005,0.8443
slb,2006,1.646
slb,2007,2
slb,2008,3
slb,2009,4
slb,2010,5
slb,2011,6
som,1990,0
som,1995,0
som,1996,0.00151
som,1997,0.00295
som,1998,0.00716
som,1999,0.01391
som,2000,0.02
som,2001,0.07904
som,2002,0.1156
som,2003,0.3762
som,2004,1.053
som,2005,1.077
som,2006,1.1
som,2007,1.122
som,2008,1.143
som,2009,1.161
som,2011,1.25
zaf,1990,0
zaf,1991,0.01393
zaf,1992,0.04094
zaf,1993,0.1202
zaf,1994,0.2615
zaf,1995,0.7162
zaf,1996,0.8877
zaf,1997,1.71
zaf,1998,3.018
zaf,1999,4.233
zaf,2000,5.441
zaf,2001,6.414
zaf,2002,6.781
zaf,2003,7.086
zaf,2004,8.527
zaf,2005,7.583
zaf,2006,7.703
zaf,2007,8.163
zaf,2008,8.521
zaf,2009,10.09
zaf,2010,18.05
zaf,2011,20.95
esp,1990,0.01289
esp,1991,0.02571
esp,1992,0.07688
esp,1993,0.1277
esp,1994,0.2802
esp,1995,0.3812
esp,1996,1.333
esp,1997,2.805
esp,1998,4.363
esp,1999,7.089
esp,2000,13.63
esp,2001,18.17
esp,2002,20.42
esp,2003,39.96
esp,2004,44.05
esp,2005,47.88
esp,2006,50.26
esp,2007,54.77
esp,2008,59.06
esp,2009,62.03
esp,2010,65.81
esp,2011,67.92
lka,1990,0
lka,1994,0.0028
lka,1995,0.00551
lka,1996,0.05448
lka,1997,0.1612
lka,1998,0.292
lka,1999,0.3403
lka,2000,0.6353
lka,2001,0.7991
lka,2002,1.062
lka,2003,1.474
lka,2004,1.459
lka,2005,1.81
lka,2006,2.564
lka,2007,3.925
lka,2008,5.874
lka,2009,8.874
lka,2010,12.12
lka,2011,15.13
sdn,1990,0
sdn,1994,0
sdn,1995,0
sdn,1996,0
sdn,1997,0.00123
sdn,1998,0.00481
sdn,1999,0.0088
sdn,2000,0.02579
sdn,2001,0.1402
sdn,2002,0.4395
sdn,2003,0.5385
sdn,2004,0.7916
sdn,2005,1.292
sdn,2006,8.092
sdn,2007,8.66
sdn,2008,10.16
sur,1990,0
sur,1995,0.1147
sur,1996,0.2263
sur,1997,1.003
sur,1998,1.67
sur,1999,1.892
sur,2000,2.506
sur,2001,3.064
sur,2002,4.162
sur,2003,4.72
sur,2004,6.076
sur,2005,6.403
sur,2006,9.5
sur,2007,14.11
sur,2008,21.06
sur,2009,31.36
sur,2010,31.59
sur,2011,32
swz,1990,0
swz,1995,0.00103
swz,1996,0.0504
swz,1997,0.08855
swz,1998,0.09806
swz,1999,0.4888
swz,2000,0.9748
swz,2001,1.361
swz,2002,1.94
swz,2003,2.615
swz,2004,3.481
swz,2005,4.015
swz,2006,4.055
swz,2007,4.554
swz,2008,7.637
swz,2009,10.01
swz,2010,12.41
swz,2011,20.43
swe,1990,0.5842
swe,1991,1.16
swe,1992,1.5
swe,1993,1.72
swe,1994,3.416
swe,1995,5.098
swe,1996,9.05
swe,1997,23.75
swe,1998,33.47
swe,1999,41.41
swe,2000,45.63
swe,2001,51.66
swe,2002,70.39
swe,2003,78.93
swe,2004,83.74
swe,2005,84.83
swe,2006,87.86
swe,2007,82.13
swe,2008,90.17
swe,2009,91.12
swe,2010,90.01
swe,2011,90.88
che,1990,0.592
che,1991,1.17
che,1992,1.736
che,1993,2.153
che,1994,2.707
che,1995,3.541
che,1996,4.543
che,1997,15.1
che,1998,24.81
che,1999,33.97
che,2000,46.99
che,2001,54.93
che,2002,61.15
che,2003,64.82
che,2004,67.54
che,2005,69.89
che,2006,75.54
che,2007,76.9
che,2008,78.43
che,2009,80.01
che,2010,82.17
che,2011,82.99
syr,1990,0
syr,1991,0
syr,1992,0
syr,1993,0
syr,1994,0
syr,1995,0
syr,1996,0
syr,1997,0.03261
syr,1998,0.06369
syr,1999,0.1243
syr,2000,0.1817
syr,2001,0.3538
syr,2002,2.093
syr,2003,3.398
syr,2004,4.322
syr,2005,5.648
syr,2006,7.857
syr,2008,14.04
syr,2009,17.31
syr,2010,20.66
syr,2011,22.44
tjk,1990,0
tjk,1999,0.03279
tjk,2000,0.0486
tjk,2001,0.05126
tjk,2002,0.05546
tjk,2003,0.06458
tjk,2004,0.07748
tjk,2005,0.2987
tjk,2006,3.772
tjk,2007,7.198
tjk,2008,8.78
tjk,2009,10.07
tjk,2010,11.55
tjk,2011,13.03
tza,1990,0
tza,1996,0.00162
tza,1997,0.0079
tza,1998,0.00924
tza,1999,0.07513
tza,2000,0.1172
tza,2001,0.1713
tza,2002,0.2225
tza,2003,0.677
tza,2004,0.8776
tza,2005,4.3
tza,2006,5.8
tza,2007,7.2
tza,2008,9
tza,2009,10
tza,2010,11
tza,2011,12
tha,1990,0
tha,1991,0.00005
tha,1992,0.00034
tha,1993,0.01358
tha,1994,0.03861
tha,1995,0.07483
tha,1996,0.1155
tha,1997,0.3605
tha,1998,1.091
tha,1999,2.426
tha,2000,3.689
tha,2001,5.556
tha,2002,7.531
tha,2003,9.299
tha,2004,10.68
tha,2005,15.03
tha,2006,17.16
tha,2007,20.03
tha,2008,18.2
tha,2009,20.1
tha,2010,22.4
tha,2011,23.7
tls,1990,0
tls,2002,0
tls,2005,0.1018
tls,2006,0.1194
tls,2007,0.1429
tls,2008,0.1642
tls,2009,0.1836
tls,2010,0.2067
tls,2011,0.8831
tgo,1990,0
tgo,1991,0
tgo,1992,0
tgo,1993,0
tgo,1994,0
tgo,1995,0
tgo,1996,0.01093
tgo,1997,0.2111
tgo,1998,0.3056
tgo,1999,0.5904
tgo,2000,0.8
tgo,2001,0.9
tgo,2002,1
tgo,2003,1.2
tgo,2004,1.5
tgo,2005,1.8
tgo,2006,2
tgo,2007,2.2
tgo,2008,2.4
tgo,2009,2.6
tgo,2010,3
tgo,2011,3.5
ton,1990,0
ton,1995,0.1232
ton,1996,0.1638
ton,1997,0.5109
ton,1998,0.7651
ton,1999,1.018
ton,2000,2.434
ton,2001,2.825
ton,2002,2.907
ton,2003,2.986
ton,2004,3.952
ton,2005,4.908
ton,2006,5.854
ton,2007,7.18
ton,2008,8.111
ton,2009,10
ton,2010,16
ton,2011,25
tto,1990,0
tto,1995,0.1581
tto,1996,0.3931
tto,1997,1.173
tto,1998,2.725
tto,1999,5.814
tto,2000,7.721
tto,2001,15.38
tto,2002,22
tto,2003,25.97
tto,2004,27.02
tto,2005,28.98
tto,2006,30
tto,2007,32.3
tto,2008,34.8
tto,2009,44.3
tto,2010,48.5
tto,2011,55.2
tun,1990,0
tun,1994,0.00737
tun,1995,0.01116
tun,1996,0.02751
tun,1997,0.04341
tun,1998,0.1072
tun,1999,1.587
tun,2000,2.72
tun,2001,4.241
tun,2002,5.174
tun,2003,6.413
tun,2004,8.427
tun,2005,9.543
tun,2006,12.85
tun,2007,16.94
tun,2008,27.31
tun,2009,33.83
tun,2010,36.56
tun,2011,38.81
tur,1990,0
tur,1993,0.00846
tur,1994,0.04987
tur,1995,0.08169
tur,1996,0.1927
tur,1997,0.4737
tur,1998,0.6988
tur,1999,2.292
tur,2000,3.762
tur,2001,5.189
tur,2002,11.38
tur,2003,12.33
tur,2004,14.58
tur,2005,15.46
tur,2006,18.24
tur,2007,28.63
tur,2008,34.37
tur,2009,36.4
tur,2010,39.82
tur,2011,42.1
tkm,1990,0
tkm,1999,0.04502
tkm,2000,0.1333
tkm,2001,0.1752
tkm,2002,0.3021
tkm,2003,0.4252
tkm,2004,0.7541
tkm,2005,0.9973
tkm,2006,1.32
tkm,2007,1.406
tkm,2008,1.75
tkm,2009,1.95
tkm,2010,3
tkm,2011,5
tuv,1990,0
tuv,2000,5.242
tuv,2007,10
tuv,2008,15
tuv,2009,20
tuv,2010,25
tuv,2011,30
uga,1990,0
uga,1995,0.00286
uga,1996,0.00463
uga,1997,0.01032
uga,1998,0.06529
uga,1999,0.1055
uga,2000,0.1637
uga,2001,0.2379
uga,2002,0.3841
uga,2003,0.4648
uga,2004,0.72
uga,2005,1.742
uga,2006,2.529
uga,2007,3.672
uga,2008,7.9
uga,2009,9.78
uga,2010,12.5
uga,2011,13.01
ukr,1990,0
ukr,1993,0.00077
ukr,1994,0.0135
ukr,1995,0.04276
ukr,1996,0.09803
ukr,1997,0.1978
ukr,1998,0.2994
ukr,1999,0.4029
ukr,2000,0.712
ukr,2001,1.233
ukr,2002,1.867
ukr,2003,3.137
ukr,2004,3.477
ukr,2005,3.735
ukr,2006,4.487
ukr,2007,6.518
ukr,2008,10.94
ukr,2009,17.77
ukr,2010,23.09
ukr,2011,30.25
are,1990,0
are,1995,0.1029
are,1996,0.3754
are,1997,3.296
are,1998,6.908
are,1999,14.94
are,2000,23.63
are,2001,26.27
are,2002,28.32
are,2003,29.48
are,2004,30.13
are,2005,40
are,2006,52
are,2007,61
are,2008,63
are,2009,64
are,2010,68
are,2011,70
gbr,1990,0.0873
gbr,1991,0.1741
gbr,1992,0.2604
gbr,1993,0.5194
gbr,1994,1.036
gbr,1995,1.894
gbr,1996,4.123
gbr,1997,7.386
gbr,1998,13.67
gbr,1999,21.29
gbr,2000,26.81
gbr,2001,33.47
gbr,2002,56.49
gbr,2003,64.86
gbr,2004,65.64
gbr,2005,69.97
gbr,2006,68.75
gbr,2007,74.98
gbr,2008,78.23
gbr,2009,77.8
gbr,2010,77.75
gbr,2011,81.71
usa,1990,0.7964
usa,1991,1.176
usa,1992,1.736
usa,1993,2.279
usa,1994,4.869
usa,1995,9.239
usa,1996,16.42
usa,1997,21.62
usa,1998,30.11
usa,1999,35.88
usa,2000,43.13
usa,2001,49.18
usa,2002,58.96
usa,2003,61.95
usa,2004,65.04
usa,2005,68.27
usa,2006,69.2
usa,2007,75.26
usa,2008,74.22
usa,2009,71.21
usa,2010,74.25
usa,2011,78.24
ury,1990,0
ury,1994,0.06247
ury,1995,0.3101
ury,1996,1.854
ury,1997,3.377
ury,1998,7.022
ury,1999,10.03
ury,2000,10.6
ury,2001,11.18
ury,2002,11.48
ury,2003,16.03
ury,2004,17.16
ury,2005,20.19
ury,2006,29.52
ury,2007,34.12
ury,2008,39.44
ury,2009,41.96
ury,2010,46.57
ury,2011,51.57
uzb,1990,0
uzb,1995,0.00154
uzb,1996,0.00431
uzb,1997,0.01057
uzb,1998,0.02082
uzb,1999,0.03089
uzb,2000,0.4868
uzb,2001,0.5994
uzb,2002,1.082
uzb,2003,1.907
uzb,2004,2.578
uzb,2005,3.315
uzb,2006,6.322
uzb,2007,7.389
uzb,2008,8.917
uzb,2009,16.67
uzb,2010,19.22
uzb,2011,28.57
vut,1990,0
vut,1996,0.05685
vut,1997,0.1395
vut,1998,0.2742
vut,1999,0.5383
vut,2000,2.108
vut,2001,2.831
vut,2002,3.51
vut,2003,3.903
vut,2004,4.747
vut,2005,5.082
vut,2006,5.851
vut,2007,6.8
vut,2008,7.269
vut,2009,7.5
vut,2010,8
ven,1990,0
ven,1992,0.01207
ven,1993,0.04155
ven,1994,0.05545
ven,1995,0.1222
ven,1996,0.2482
ven,1997,0.391
ven,1998,1.385
ven,1999,2.842
ven,2000,3.365
ven,2001,4.645
ven,2002,4.921
ven,2003,7.518
ven,2004,8.428
ven,2005,12.59
ven,2006,15.28
ven,2007,20.91
ven,2008,25.99
ven,2009,32.86
ven,2010,37.56
ven,2011,40.44
pse,1990,0
pse,2000,1.183
pse,2001,1.94
pse,2002,3.231
pse,2003,4.236
pse,2004,4.44
pse,2005,15.92
pse,2006,18.09
pse,2007,20.6
pse,2008,23.67
pse,2009,32.32
pse,2010,43.44
pse,2011,56.82
vnm,1990,0
vnm,1996,0.00014
vnm,1997,0.00408
vnm,1998,0.01335
vnm,1999,0.1311
vnm,2000,0.2579
vnm,2001,1.282
vnm,2002,1.877
vnm,2003,3.823
vnm,2004,7.72
vnm,2005,12.86
vnm,2006,17.41
vnm,2007,20.95
vnm,2008,24.15
vnm,2009,26.82
vnm,2010,30.97
vnm,2011,35.45
vir,1990,0
vir,1994,0.9314
vir,1995,2.781
vir,1996,4.624
vir,1997,6.919
vir,1998,9.211
vir,1999,11.05
vir,2000,13.8
vir,2001,18.37
vir,2002,27.5
vir,2003,27.42
vir,2004,27.36
vir,2005,27.29
vir,2006,27.24
vir,2007,27.23
vir,2008,27.24
vir,2009,27.25
yem,1990,0
yem,1996,0.00062
yem,1997,0.01503
yem,1998,0.02332
yem,1999,0.05663
yem,2000,0.0825
yem,2001,0.0908
yem,2002,0.5188
yem,2003,0.6047
yem,2004,0.8812
yem,2005,1.049
yem,2006,1.248
yem,2007,5.01
yem,2008,6.89
yem,2009,9.96
yem,2010,12.35
yem,2011,14.9
zmb,1990,0
zmb,1994,0.00678
zmb,1995,0.00878
zmb,1996,0.00907
zmb,1997,0.00933
zmb,1998,0.03023
zmb,1999,0.1471
zmb,2000,0.1911
zmb,2001,0.2331
zmb,2002,0.4778
zmb,2003,0.9805
zmb,2004,2.014
zmb,2005,2.852
zmb,2006,4.16
zmb,2007,4.87
zmb,2008,5.55
zmb,2009,6.31
zmb,2010,10.13
zmb,2011,11.5
zwe,1990,0
zwe,1994,0.00174
zwe,1995,0.00768
zwe,1996,0.01679
zwe,1997,0.03308
zwe,1998,0.08165
zwe,1999,0.1617
zwe,2000,0.4014
zwe,2001,0.7998
zwe,2002,3.994
zwe,2003,6.395
zwe,2004,6.564
zwe,2005,8.016
zwe,2006,9.792
zwe,2007,10.85
zwe,2008,11.4
zwe,2009,11.36
zwe,2010,11.5
zwe,2011,15.7
