geo,hydro_power_generation_total,time
lbn,72140.00,1971
lbn,69390.00,1972
lbn,41100.00,1973
lbn,70510.00,1974
lbn,68790.00,1975
lbn,68790.00,1976
lbn,68790.00,1977
lbn,68790.00,1978
lbn,73090.00,1979
lbn,73090.00,1980
lbn,73090.00,1981
lbn,55890.00,1982
lbn,48150.00,1983
lbn,50300.00,1984
lbn,50300.00,1985
lbn,48150.00,1986
lbn,52450.00,1987
lbn,51590.00,1988
lbn,42990.00,1989
lbn,42990.00,1990
lbn,48150.00,1991
lbn,61910.00,1992
lbn,60880.00,1993
lbn,70250.00,1994
lbn,61650.00,1995
lbn,68620.00,1996
lbn,77470.00,1997
lbn,67500.00,1998
lbn,28550.00,1999
lbn,38610.00,2000
lbn,28630.00,2001
lbn,58300.00,2002
lbn,117200.00,2003
lbn,96300.00,2004
lbn,89940.00,2005
lbn,59760.00,2006
lbn,50300.00,2007
lbn,32070.00,2008
lbn,53480.00,2009
lbn,72140.00,2010
ltu,35600.00,1990
ltu,29060.00,1991
ltu,26740.00,1992
ltu,33790.00,1993
ltu,38870.00,1994
ltu,32070.00,1995
ltu,28030.00,1996
ltu,25450.00,1997
ltu,35860.00,1998
ltu,35680.00,1999
ltu,29230.00,2000
ltu,28030.00,2001
ltu,30440.00,2002
ltu,27940.00,2003
ltu,36200.00,2004
ltu,38780.00,2005
ltu,34140.00,2006
ltu,36200.00,2007
ltu,34570.00,2008
ltu,36460.00,2009
ltu,46430.00,2010
lux,1720.00,1960
lux,4901.00,1961
lux,3869.00,1962
lux,172.00,1963
lux,6449.00,1964
lux,8512.00,1965
lux,7739.00,1966
lux,8340.00,1967
lux,8426.00,1968
lux,7309.00,1969
lux,8255.00,1970
lux,4729.00,1971
lux,5589.00,1972
lux,4041.00,1973
lux,7137.00,1974
lux,6105.00,1975
lux,3955.00,1976
lux,6965.00,1977
lux,6793.00,1978
lux,7825.00,1979
lux,8426.00,1980
lux,9286.00,1981
lux,8169.00,1982
lux,7911.00,1983
lux,7911.00,1984
lux,7481.00,1985
lux,8598.00,1986
lux,9544.00,1987
lux,9458.00,1988
lux,7309.00,1989
lux,6019.00,1990
lux,7223.00,1991
lux,6019.00,1992
lux,5761.00,1993
lux,7395.00,1994
lux,7567.00,1995
lux,5159.00,1996
lux,7137.00,1997
lux,9888.00,1998
lux,7309.00,1999
lux,10660.00,2000
lux,10150.00,2001
lux,8512.00,2002
lux,6793.00,2003
lux,8942.00,2004
lux,8083.00,2005
lux,9544.00,2006
lux,10060.00,2007
lux,11350.00,2008
lux,9114.00,2009
lux,9286.00,2010
lux,5245.00,2011
mkd,42220.00,1990
mkd,72910.00,1991
mkd,72910.00,1992
mkd,44880.00,1993
mkd,59760.00,1994
mkd,68870.00,1995
mkd,73090.00,1996
mkd,77390.00,1997
mkd,93120.00,1998
mkd,119400.00,1999
mkd,100600.00,2000
mkd,53830.00,2001
mkd,65090.00,2002
mkd,118100.00,2003
mkd,127400.00,2004
mkd,128300.00,2005
mkd,141900.00,2006
mkd,86840.00,2007
mkd,72230.00,2008
mkd,109200.00,2009
mkd,208900.00,2010
mys,89940.00,1971
mys,99230.00,1972
mys,95270.00,1973
mys,86500.00,1974
mys,86410.00,1975
mys,81510.00,1976
mys,66120.00,1977
mys,77040.00,1978
mys,93980.00,1979
mys,120000.00,1980
mys,133000.00,1981
mys,128000.00,1982
mys,149000.00,1983
mys,294000.00,1984
mys,321000.00,1985
mys,351000.00,1986
mys,423000.00,1987
mys,488000.00,1988
mys,451000.00,1989
mys,343000.00,1990
mys,379000.00,1991
mys,375000.00,1992
mys,419000.00,1993
mys,561000.00,1994
mys,535000.00,1995
mys,446000.00,1996
mys,333000.00,1997
mys,417500.00,1998
mys,647000.00,1999
mys,599000.00,2000
mys,606800.00,2001
mys,456100.00,2002
mys,434700.00,2003
mys,501300.00,2004
mys,446300.00,2005
mys,553900.00,2006
mys,558000.00,2007
mys,641500.00,2008
mys,598400.00,2009
mys,556500.00,2010
mex,1237000.00,1971
mex,1320000.00,1972
mex,1392000.00,1973
mex,1437000.00,1974
mex,1301000.00,1975
mex,1479000.00,1976
mex,1650000.00,1977
mex,1397000.00,1978
mex,1546000.00,1979
mex,1452000.00,1980
mex,2115000.00,1981
mex,1967000.00,1982
mex,1783000.00,1983
mex,2029000.00,1984
mex,2256000.00,1985
mex,1721000.00,1986
mex,1577000.00,1987
mex,1793000.00,1988
mex,2092000.00,1989
mex,2019000.00,1990
mex,1879000.00,1991
mex,2250000.00,1992
mex,2256000.00,1993
mex,1724000.00,1994
mex,2367000.00,1995
mex,2704000.00,1996
mex,2273000.00,1997
mex,2117000.00,1998
mex,2819000.00,1999
mex,2849000.00,2000
mex,2451000.00,2001
mex,2145000.00,2002
mex,1709000.00,2003
mex,2167000.00,2004
mex,2378000.00,2005
mex,2613000.00,2006
mex,2345000.00,2007
mex,3369000.00,2008
mex,2297000.00,2009
mex,3192000.00,2010
mex,3078000.00,2011
mda,22100.00,1990
mda,30010.00,1991
mda,22270.00,1992
mda,32240.00,1993
mda,23900.00,1994
mda,27860.00,1995
mda,31470.00,1996
mda,32850.00,1997
mda,7223.00,1998
mda,7825.00,1999
mda,4987.00,2000
mda,6277.00,2001
mda,10400.00,2002
mda,5503.00,2003
mda,5073.00,2004
mda,5417.00,2005
mda,6621.00,2006
mda,2837.00,2007
mda,7051.00,2008
mda,4729.00,2009
mda,6793.00,2010
mne,160400.00,2005
mne,150500.00,2006
mne,110400.00,2007
mne,132300.00,2008
mne,178100.00,2009
mne,236500.00,2010
mar,130700.00,1971
mar,137200.00,1972
mar,102500.00,1973
mar,115000.00,1974
mar,87360.00,1975
mar,85810.00,1976
mar,117400.00,1977
mar,121800.00,1978
mar,136000.00,1979
mar,130300.00,1980
mar,88050.00,1981
mar,49180.00,1982
mar,41360.00,1983
mar,31470.00,1984
mar,41790.00,1985
mar,55290.00,1986
mar,70940.00,1987
mar,80480.00,1988
mar,99480.00,1989
mar,104900.00,1990
mar,105400.00,1991
mar,82890.00,1992
mar,38090.00,1993
mar,72230.00,1994
mar,52540.00,1995
mar,168300.00,1996
mar,179100.00,1997
mar,152800.00,1998
mar,70940.00,1999
mar,61740.00,2000
mar,74890.00,2001
mar,73090.00,2002
mar,125200.00,2003
mar,138300.00,2004
mar,84180.00,2005
mar,85810.00,2006
mar,78680.00,2007
mar,79880.00,2008
mar,220800.00,2009
mar,298200.00,2010
moz,19260.00,1971
moz,18310.00,1972
moz,16420.00,1973
moz,57440.00,1974
moz,44880.00,1975
moz,52540.00,1976
moz,53570.00,1977
moz,69130.00,1978
moz,36540.00,1979
moz,25880.00,1980
moz,4901.00,1981
moz,21840.00,1982
moz,20290.00,1983
moz,20980.00,1984
moz,32240.00,1985
moz,14880.00,1986
moz,15480.00,1987
moz,14270.00,1988
moz,24420.00,1989
moz,24420.00,1990
moz,27770.00,1991
moz,27940.00,1992
moz,29580.00,1993
moz,31470.00,1994
moz,32590.00,1995
moz,38610.00,1996
moz,84010.00,1997
moz,587900.00,1998
moz,660900.00,1999
moz,829900.00,2000
moz,1018000.00,2001
moz,1090000.00,2002
moz,934700.00,2003
moz,1003000.00,2004
moz,1140000.00,2005
moz,1265000.00,2006
moz,1381000.00,2007
moz,1300000.00,2008
moz,1457000.00,2009
moz,1431000.00,2010
mmr,41010.00,1971
mmr,46950.00,1972
mmr,49530.00,1973
mmr,48840.00,1974
mmr,48750.00,1975
mmr,54940.00,1976
mmr,61650.00,1977
mmr,63280.00,1978
mmr,66210.00,1979
mmr,68440.00,1980
mmr,73950.00,1981
mmr,79710.00,1982
mmr,85380.00,1983
mmr,86930.00,1984
mmr,86240.00,1985
mmr,89600.00,1986
mmr,88050.00,1987
mmr,80400.00,1988
mmr,106600.00,1989
mmr,102600.00,1990
mmr,106600.00,1991
mmr,130500.00,1992
mmr,146600.00,1993
mmr,138800.00,1994
mmr,139600.00,1995
mmr,142000.00,1996
mmr,145000.00,1997
mmr,81600.00,1998
mmr,89250.00,1999
mmr,162700.00,2000
mmr,156700.00,2001
mmr,181500.00,2002
mmr,178400.00,2003
mmr,207100.00,2004
mmr,257700.00,2005
mmr,285900.00,2006
mmr,311200.00,2007
mmr,350000.00,2008
mmr,451900.00,2009
mmr,439000.00,2010
nam,113700.00,1991
nam,98800.00,1992
nam,83150.00,1993
nam,57780.00,1994
nam,97510.00,1995
nam,73430.00,1996
nam,52450.00,1997
nam,85300.00,1998
nam,100500.00,1999
nam,113500.00,2000
nam,119300.00,2001
nam,118300.00,2002
nam,133500.00,2003
nam,136500.00,2004
nam,133400.00,2005
nam,119100.00,2006
nam,134500.00,2007
nam,121700.00,2008
nam,122900.00,2009
nam,108700.00,2010
npl,5761.00,1971
npl,7223.00,1972
npl,6965.00,1973
npl,8255.00,1974
npl,6449.00,1975
npl,11090.00,1976
npl,11950.00,1977
npl,13160.00,1978
npl,14620.00,1979
npl,17450.00,1980
npl,20890.00,1981
npl,27430.00,1982
npl,30610.00,1983
npl,32850.00,1984
npl,36720.00,1985
npl,46430.00,1986
npl,47980.00,1987
npl,48320.00,1988
npl,61480.00,1989
npl,75410.00,1990
npl,77390.00,1991
npl,72140.00,1992
npl,74890.00,1993
npl,79880.00,1994
npl,99660.00,1995
npl,101500.00,1996
npl,91320.00,1997
npl,97250.00,1998
npl,121300.00,1999
npl,140300.00,2000
npl,159000.00,2001
npl,182200.00,2002
npl,194600.00,2003
npl,206700.00,2004
npl,216400.00,2005
npl,235200.00,2006
npl,239300.00,2007
npl,241000.00,2008
npl,266700.00,2009
npl,275500.00,2010
nld,258.00,1985
nld,258.00,1986
nld,85.98,1987
nld,172.00,1988
nld,3181.00,1989
nld,7309.00,1990
nld,8942.00,1991
nld,10320.00,1992
nld,7911.00,1993
nld,8598.00,1994
nld,7567.00,1995
nld,6879.00,1996
nld,7911.00,1997
nld,9630.00,1998
nld,7739.00,1999
nld,12210.00,2000
nld,10060.00,2001
nld,9458.00,2002
nld,6191.00,2003
nld,8169.00,2004
nld,7567.00,2005
nld,9114.00,2006
nld,9200.00,2007
nld,8770.00,2008
nld,8426.00,2009
nld,9028.00,2010
nld,4901.00,2011
nzl,478500.00,1960
nzl,516800.00,1961
nzl,588800.00,1962
nzl,594900.00,1963
nzl,673100.00,1964
nzl,746000.00,1965
nzl,812000.00,1966
nzl,865900.00,1967
nzl,899700.00,1968
nzl,885000.00,1969
nzl,978800.00,1970
nzl,1128000.00,1971
nzl,1227000.00,1972
nzl,1231000.00,1973
nzl,1221000.00,1974
nzl,1451000.00,1975
nzl,1283000.00,1976
nzl,1255000.00,1977
nzl,1394000.00,1978
nzl,1607000.00,1979
nzl,1628000.00,1980
nzl,1680000.00,1981
nzl,1547000.00,1982
nzl,1737000.00,1983
nzl,1729000.00,1984
nzl,1694000.00,1985
nzl,1873000.00,1986
nzl,1898000.00,1987
nzl,1992000.00,1988
nzl,1906000.00,1989
nzl,1993000.00,1990
nzl,1968000.00,1991
nzl,1813000.00,1992
nzl,2020000.00,1993
nzl,2221000.00,1994
nzl,2367000.00,1995
nzl,2251000.00,1996
nzl,2000000.00,1997
nzl,2177000.00,1998
nzl,1971000.00,1999
nzl,2101000.00,2000
nzl,1864000.00,2001
nzl,2139000.00,2002
nzl,2031000.00,2003
nzl,2315000.00,2004
nzl,2006000.00,2005
nzl,2027000.00,2006
nzl,2033000.00,2007
nzl,1920000.00,2008
nzl,2082000.00,2009
nzl,2125000.00,2010
nzl,2156000.00,2011
nic,17450.00,1971
nic,31640.00,1972
nic,31900.00,1973
nic,35080.00,1974
nic,35170.00,1975
nic,37830.00,1976
nic,23220.00,1977
nic,27940.00,1978
nic,37920.00,1979
nic,44200.00,1980
nic,42560.00,1981
nic,36540.00,1982
nic,21670.00,1983
nic,20210.00,1984
nic,22700.00,1985
nic,25190.00,1986
nic,34480.00,1987
nic,33280.00,1988
nic,46000.00,1989
nic,34650.00,1990
nic,28980.00,1991
nic,22100.00,1992
nic,41530.00,1993
nic,32930.00,1994
nic,35000.00,1995
nic,37060.00,1996
nic,35000.00,1997
nic,25450.00,1998
nic,33790.00,1999
nic,18060.00,2000
nic,16940.00,2001
nic,26050.00,2002
nic,25540.00,2003
nic,27600.00,2004
nic,37230.00,2005
nic,26480.00,2006
nic,26310.00,2007
nic,45920.00,2008
nic,25540.00,2009
nic,43340.00,2010
nga,135300.00,1971
nga,124400.00,1972
nga,159800.00,1973
nga,171000.00,1974
nga,205800.00,1975
nga,250000.00,1976
nga,248400.00,1977
nga,199800.00,1978
nga,284200.00,1979
nga,239300.00,1980
nga,205500.00,1981
nga,212600.00,1982
nga,171000.00,1983
nga,229400.00,1984
nga,265800.00,1985
nga,312100.00,1986
nga,282400.00,1987
nga,344600.00,1988
nga,356000.00,1989
nga,377200.00,1990
nga,510000.00,1991
nga,521000.00,1992
nga,479100.00,1993
nga,478200.00,1994
nga,472900.00,1995
nga,472900.00,1996
nga,480900.00,1997
nga,496600.00,1998
nga,528600.00,1999
nga,483900.00,2000
nga,508100.00,2001
nga,708000.00,2002
nga,640400.00,2003
nga,697200.00,2004
nga,667900.00,2005
nga,538500.00,2006
nga,535400.00,2007
nga,491900.00,2008
nga,389400.00,2009
nga,548100.00,2010
nor,2685000.00,1960
nor,2899000.00,1961
nor,3267000.00,1962
nor,3419000.00,1963
nor,3809000.00,1964
nor,4252000.00,1965
nor,4191000.00,1966
nor,4583000.00,1967
nor,5177000.00,1968
nor,4933000.00,1969
nor,4971000.00,1970
nor,5438000.00,1971
nor,5797000.00,1972
nor,6265000.00,1973
nor,6586000.00,1974
nor,6649000.00,1975
nor,7045000.00,1976
nor,6193000.00,1977
nor,6939000.00,1978
nor,7627000.00,1979
nor,7189000.00,1980
nor,7982000.00,1981
nor,7953000.00,1982
nor,9088000.00,1983
nor,9106000.00,1984
nor,8803000.00,1985
nor,8272000.00,1986
nor,8880000.00,1987
nor,9360000.00,1988
nor,10180000.00,1989
nor,10420000.00,1990
nor,9470000.00,1991
nor,10030000.00,1992
nor,10250000.00,1993
nor,9600000.00,1994
nor,10450000.00,1995
nor,8931000.00,1996
nor,9439000.00,1997
nor,9949000.00,1998
nor,10440000.00,1999
nor,12190000.00,2000
nor,10360000.00,2001
nor,11120000.00,2002
nor,9070000.00,2003
nor,9353000.00,2004
nor,11670000.00,2005
nor,10260000.00,2006
nor,11490000.00,2007
nor,11960000.00,2008
nor,10770000.00,2009
nor,10110000.00,2010
nor,10390000.00,2011
pak,316300.00,1971
pak,316300.00,1972
pak,374500.00,1973
pak,356400.00,1974
pak,374800.00,1975
pak,467400.00,1976
pak,445800.00,1977
pak,639900.00,1978
pak,707800.00,1979
pak,749300.00,1980
pak,777600.00,1981
pak,819000.00,1982
pak,977200.00,1983
pak,1103000.00,1984
pak,1053000.00,1985
pak,1187000.00,1986
pak,1311000.00,1987
pak,1435000.00,1988
pak,1459000.00,1989
pak,1455000.00,1990
pak,1574000.00,1991
pak,1815000.00,1992
pak,1671000.00,1993
pak,1965000.00,1994
pak,1995000.00,1995
pak,1793000.00,1996
pak,1897000.00,1997
pak,1930000.00,1998
pak,1658000.00,1999
pak,1478000.00,2000
pak,1629000.00,2001
pak,1922000.00,2002
pak,2317000.00,2003
pak,2207000.00,2004
pak,2654000.00,2005
pak,2747000.00,2006
pak,2468000.00,2007
pak,2389000.00,2008
pak,2416000.00,2009
pak,2735000.00,2010
pan,7137.00,1971
pan,7137.00,1972
pan,8770.00,1973
pan,9114.00,1974
pan,8426.00,1975
pan,11870.00,1976
pan,29320.00,1977
pan,61820.00,1978
pan,69050.00,1979
pan,82890.00,1980
pan,114700.00,1981
pan,92350.00,1982
pan,74460.00,1983
pan,128300.00,1984
pan,165900.00,1985
pan,180200.00,1986
pan,174700.00,1987
pan,189100.00,1988
pan,187500.00,1989
pan,190300.00,1990
pan,175100.00,1991
pan,162600.00,1992
pan,197300.00,1993
pan,205600.00,1994
pan,207900.00,1995
pan,258200.00,1996
pan,249600.00,1997
pan,184000.00,1998
pan,268700.00,1999
pan,293900.00,2000
pan,214900.00,2001
pan,292400.00,2002
pan,242700.00,2003
pan,324900.00,2004
pan,320200.00,2005
pan,307800.00,2006
pan,315200.00,2007
pan,341600.00,2008
pan,335300.00,2009
pan,360600.00,2010
pry,14100.00,1971
pry,16510.00,1972
pry,25970.00,1973
pry,38010.00,1974
pry,45230.00,1975
pry,45570.00,1976
pry,30270.00,1977
pry,21320.00,1978
pry,38180.00,1979
pry,56660.00,1980
pry,59590.00,1981
pry,55550.00,1982
pry,67500.00,1983
pry,88130.00,1984
pry,346400.00,1985
pry,1018000.00,1986
pry,1593000.00,1987
pry,1714000.00,1988
pry,2090000.00,1989
pry,2335000.00,1990
pry,2521000.00,1991
pry,2332000.00,1992
pry,2699000.00,1993
pry,3129000.00,1994
pry,3619000.00,1995
pry,3850000.00,1996
pry,4369000.00,1997
pry,4371000.00,1998
pry,4464000.00,1999
pry,4599000.00,2000
pry,3897000.00,2001
pry,4145000.00,2002
pry,4452000.00,2003
pry,4465000.00,2004
pry,4399000.00,2005
pry,4625000.00,2006
pry,4620000.00,2007
pry,4769000.00,2008
pry,4726000.00,2009
pry,4649000.00,2010
per,368500.00,1971
per,381300.00,1972
per,410100.00,1973
per,448500.00,1974
per,470100.00,1975
per,498100.00,1976
per,518100.00,1977
per,532400.00,1978
per,576400.00,1979
per,602800.00,1980
per,687500.00,1981
per,721900.00,1982
per,697100.00,1983
per,748300.00,1984
per,806700.00,1985
per,865000.00,1986
per,935300.00,1987
per,896200.00,1988
per,903400.00,1989
per,900200.00,1990
per,988100.00,1991
per,833100.00,1992
per,1015000.00,1993
per,1096000.00,1994
per,1102000.00,1995
per,1146000.00,1996
per,1135000.00,1997
per,1187000.00,1998
per,1250000.00,1999
per,1390000.00,2000
per,1514000.00,2001
per,1551000.00,2002
per,1594000.00,2003
per,1507000.00,2004
per,1555000.00,2005
per,1694000.00,2006
per,1681000.00,2007
per,1646000.00,2008
per,1686000.00,2009
per,1723000.00,2010
phl,161200.00,1973
phl,202900.00,1974
phl,193500.00,1975
phl,240200.00,1976
phl,188900.00,1977
phl,241300.00,1978
phl,246800.00,1979
phl,302800.00,1980
phl,320300.00,1981
phl,324400.00,1982
phl,341200.00,1983
phl,453800.00,1984
phl,477500.00,1985
phl,517400.00,1986
phl,451200.00,1987
phl,538600.00,1988
phl,557600.00,1989
phl,521200.00,1990
phl,442400.00,1991
phl,381800.00,1992
phl,432500.00,1993
phl,504000.00,1994
phl,535900.00,1995
phl,604500.00,1996
phl,521800.00,1997
phl,435600.00,1998
phl,674100.00,1999
phl,670600.00,2000
phl,610800.00,2001
phl,604700.00,2002
phl,676700.00,2003
phl,738900.00,2004
phl,721200.00,2005
phl,854600.00,2006
phl,736300.00,2007
phl,846300.00,2008
phl,841600.00,2009
phl,670900.00,2010
pol,54340.00,1960
pol,51930.00,1961
pol,64830.00,1962
pol,55630.00,1963
pol,60620.00,1964
pol,77040.00,1965
pol,77040.00,1966
pol,82290.00,1967
pol,86410.00,1968
pol,69650.00,1969
pol,152300.00,1970
pol,134900.00,1971
pol,129200.00,1972
pol,125200.00,1973
pol,182500.00,1974
pol,171100.00,1975
pol,141400.00,1976
pol,168300.00,1977
pol,167800.00,1978
pol,155400.00,1979
pol,202000.00,1980
pol,183700.00,1981
pol,132700.00,1982
pol,144000.00,1983
pol,121100.00,1984
pol,159200.00,1985
pol,133200.00,1986
pol,142800.00,1987
pol,154200.00,1988
pol,138300.00,1989
pol,121800.00,1990
pol,122500.00,1991
pol,129600.00,1992
pol,127900.00,1993
pol,149000.00,1994
pol,162300.00,1995
pol,166000.00,1996
pol,168600.00,1997
pol,198500.00,1998
pol,185300.00,1999
pol,181100.00,2000
pol,199900.00,2001
pol,196000.00,2002
pol,143700.00,2003
pol,179000.00,2004
pol,189300.00,2005
pol,175600.00,2006
pol,202200.00,2007
pol,185000.00,2008
pol,204200.00,2009
pol,251100.00,2010
pol,200400.00,2011
prt,268100.00,1960
prt,295900.00,1961
prt,303600.00,1962
prt,346300.00,1963
prt,366200.00,1964
prt,341800.00,1965
prt,453700.00,1966
prt,471300.00,1967
prt,446100.00,1968
prt,542600.00,1969
prt,499100.00,1970
prt,530500.00,1971
prt,609300.00,1972
prt,629800.00,1973
prt,673100.00,1974
prt,551200.00,1975
prt,411600.00,1976
prt,856900.00,1977
prt,929600.00,1978
prt,964100.00,1979
prt,689200.00,1980
prt,431600.00,1981
prt,595100.00,1982
prt,690100.00,1983
prt,839600.00,1984
prt,919400.00,1985
prt,732100.00,1986
prt,787000.00,1987
prt,1052000.00,1988
prt,500300.00,1989
prt,787400.00,1990
prt,777600.00,1991
prt,399500.00,1992
prt,734100.00,1993
prt,916400.00,1994
prt,717400.00,1995
prt,1269000.00,1996
prt,1127000.00,1997
prt,1116000.00,1998
prt,626500.00,1999
prt,973600.00,2000
prt,1207000.00,2001
prt,670700.00,2002
prt,1352000.00,2003
prt,848600.00,2004
prt,406800.00,2005
prt,946000.00,2006
prt,867800.00,2007
prt,584500.00,2008
prt,712300.00,2009
prt,1388000.00,2010
prt,992700.00,2011
rou,386500.00,1971
rou,631400.00,1972
rou,648900.00,1973
rou,728800.00,1974
rou,804900.00,1975
rou,697100.00,1976
rou,803500.00,1977
rou,912600.00,1978
rou,975000.00,1979
rou,1087000.00,1980
rou,1095000.00,1981
rou,1019000.00,1982
rou,863100.00,1983
rou,973900.00,1984
rou,1093000.00,1985
rou,929500.00,1986
rou,963800.00,1987
rou,1271000.00,1988
rou,1176000.00,1989
rou,981200.00,1990
rou,1254000.00,1991
rou,1006000.00,1992
rou,1098000.00,1993
rou,1122000.00,1994
rou,1435000.00,1995
rou,1355000.00,1996
rou,1506000.00,1997
rou,1623000.00,1998
rou,1573000.00,1999
rou,1271000.00,2000
rou,1283000.00,2001
rou,1380000.00,2002
rou,1140000.00,2003
rou,1420000.00,2004
rou,1737000.00,2005
rou,1578000.00,2006
rou,1373000.00,2007
rou,1479000.00,2008
rou,1336000.00,2009
rou,1679000.00,2010
rus,14270000.00,1990
rus,14410000.00,1991
rus,14780000.00,1992
rus,14910000.00,1993
rus,15050000.00,1994
rus,15080000.00,1995
rus,13180000.00,1996
rus,13460000.00,1997
rus,13630000.00,1998
rus,13800000.00,1999
rus,14110000.00,2000
rus,14950000.00,2001
rus,13950000.00,2002
rus,13390000.00,2003
rus,15120000.00,2004
rus,14850000.00,2005
rus,14910000.00,2006
rus,15220000.00,2007
rus,14170000.00,2008
rus,14980000.00,2009
rus,14310000.00,2010
sen,16680.00,2002
sen,28980.00,2003
sen,25190.00,2004
sen,22960.00,2005
sen,20120.00,2006
sen,15560.00,2007
sen,19690.00,2008
sen,20550.00,2009
sen,21410.00,2010
srb,814400.00,1990
srb,980700.00,1991
srb,975300.00,1992
srb,902800.00,1993
srb,902800.00,1994
srb,1048000.00,1995
srb,1239000.00,1996
srb,1098000.00,1997
srb,1109000.00,1998
srb,1180000.00,1999
srb,1032000.00,2000
srb,1071000.00,2001
srb,1010000.00,2002
srb,847000.00,2003
srb,956200.00,2004
srb,1035000.00,2005
srb,942800.00,2006
srb,863000.00,2007
srb,822400.00,2008
srb,906400.00,2009
srb,1022000.00,2010
svk,126900.00,1971
svk,132900.00,1972
svk,113700.00,1973
svk,191100.00,1974
svk,172100.00,1975
svk,173600.00,1976
svk,207100.00,1977
svk,194200.00,1978
svk,162000.00,1979
svk,194100.00,1980
svk,169000.00,1981
svk,148400.00,1982
svk,157500.00,1983
svk,133700.00,1984
svk,182000.00,1985
svk,144000.00,1986
svk,166100.00,1987
svk,150900.00,1988
svk,168700.00,1989
svk,161700.00,1990
svk,121100.00,1991
svk,166600.00,1992
svk,298100.00,1993
svk,374500.00,1994
svk,419600.00,1995
svk,363500.00,1996
svk,349400.00,1997
svk,366900.00,1998
svk,384700.00,1999
svk,396800.00,2000
svk,423600.00,2001
svk,453000.00,2002
svk,299200.00,2003
svk,352500.00,2004
svk,398800.00,2005
svk,378200.00,2006
svk,382700.00,2007
svk,347300.00,2008
svk,375600.00,2009
svk,451800.00,2010
svk,316700.00,2011
svn,253700.00,1990
svn,310200.00,1991
svn,294300.00,1992
svn,261000.00,1993
svn,292300.00,1994
svn,279600.00,1995
svn,315800.00,1996
svn,265900.00,1997
svn,296600.00,1998
svn,321700.00,1999
svn,329700.00,2000
svn,326400.00,2001
svn,284800.00,2002
svn,254300.00,2003
svn,352000.00,2004
svn,297600.00,2005
svn,308800.00,2006
svn,280800.00,2007
svn,345500.00,2008
svn,405200.00,2009
svn,388000.00,2010
svn,306000.00,2011
zaf,9630.00,1971
zaf,71710.00,1972
zaf,84690.00,1973
zaf,97330.00,1974
zaf,96300.00,1975
zaf,161300.00,1976
zaf,167200.00,1977
zaf,164000.00,1978
zaf,98370.00,1979
zaf,85300.00,1980
zaf,142100.00,1981
zaf,87360.00,1982
zaf,51160.00,1983
zaf,48150.00,1984
zaf,53650.00,1985
zaf,139600.00,1986
zaf,139000.00,1987
zaf,271900.00,1988
zaf,237200.00,1989
zaf,86840.00,1990
zaf,170200.00,1991
zaf,64660.00,1992
zaf,12550.00,1993
zaf,92350.00,1994
zaf,45490.00,1995
zaf,113400.00,1996
zaf,179900.00,1997
zaf,137100.00,1998
zaf,62420.00,1999
zaf,94670.00,2000
zaf,170700.00,2001
zaf,204900.00,2002
zaf,60280.00,2003
zaf,81690.00,2004
zaf,114500.00,2005
zaf,249200.00,2006
zaf,79880.00,2007
zaf,108300.00,2008
zaf,124800.00,2009
zaf,183800.00,2010
esp,1343000.00,1960
esp,1374000.00,1961
esp,1382000.00,1962
esp,1818000.00,1963
esp,1775000.00,1964
esp,1693000.00,1965
esp,2344000.00,1966
esp,1948000.00,1967
esp,2097000.00,1968
esp,2631000.00,1969
esp,2388000.00,1970
esp,2736000.00,1971
esp,3050000.00,1972
esp,2486000.00,1973
esp,2628000.00,1974
esp,2241000.00,1975
esp,1800000.00,1976
esp,3407000.00,1977
esp,3461000.00,1978
esp,3989000.00,1979
esp,2541000.00,1980
esp,1887000.00,1981
esp,2264000.00,1982
esp,2326000.00,1983
esp,2707000.00,1984
esp,2690000.00,1985
esp,2278000.00,1986
esp,2355000.00,1987
esp,3031000.00,1988
esp,1664000.00,1989
esp,2185000.00,1990
esp,2346000.00,1991
esp,1627000.00,1992
esp,2096000.00,1993
esp,2423000.00,1994
esp,1987000.00,1995
esp,3422000.00,1996
esp,2990000.00,1997
esp,2924000.00,1998
esp,1966000.00,1999
esp,2543000.00,2000
esp,3528000.00,2001
esp,1971000.00,2002
esp,3530000.00,2003
esp,2724000.00,2004
esp,1537000.00,2005
esp,2226000.00,2006
esp,2342000.00,2007
esp,2023000.00,2008
esp,2264000.00,2009
esp,3635000.00,2010
esp,2631000.00,2011
lka,71710.00,1971
lka,73600.00,1972
lka,60880.00,1973
lka,86070.00,1974
lka,94750.00,1975
lka,97510.00,1976
lka,106600.00,1977
lka,117500.00,1978
lka,125600.00,1979
lka,127200.00,1980
lka,135200.00,1981
lka,138300.00,1982
lka,104600.00,1983
lka,179800.00,1984
lka,205900.00,1985
lka,227400.00,1986
lka,187200.00,1987
lka,223300.00,1988
lka,240900.00,1989
lka,270400.00,1990
lka,267900.00,1991
lka,249400.00,1992
lka,326400.00,1993
lka,351600.00,1994
lka,382800.00,1995
lka,279600.00,1996
lka,296400.00,1997
lka,336600.00,1998
lka,358600.00,1999
lka,274900.00,2000
lka,267300.00,2001
lka,231500.00,2002
lka,283400.00,2003
lka,254600.00,2004
lka,296700.00,2005
lka,398500.00,2006
lka,339400.00,2007
lka,355000.00,2008
lka,335700.00,2009
lka,484400.00,2010
sdn,21070.00,1971
sdn,31380.00,1972
sdn,36720.00,1973
sdn,39900.00,1974
