geo,time,inflation_annual_percent
deu,2001,1.125
deu,2002,1.431
deu,2003,1.097
deu,2004,1.071
deu,2005,0.6182
deu,2006,0.312
deu,2007,1.63
deu,2008,0.7738
deu,2009,1.173
deu,2010,0.5959
deu,2011,0.7764
gha,1961,3.401
gha,1962,1.962
gha,1963,6.765
gha,1964,9.933
gha,1965,17.02
gha,1966,8.152
gha,1967,-3.885
gha,1968,12.61
gha,1969,11.01
gha,1970,2.918
gha,1971,5.189
gha,1972,15.47
gha,1973,20.87
gha,1974,24.56
gha,1975,29.46
gha,1976,28.05
gha,1977,67.25
gha,1978,73.3
gha,1979,37.95
gha,1980,51.13
gha,1981,75.63
gha,1982,27.89
gha,1983,123.1
gha,1984,35.31
gha,1985,20.65
gha,1986,41.71
gha,1987,39.2
gha,1988,33.4
gha,1989,28.29
gha,1990,31.17
gha,1991,20.04
gha,1992,11.15
gha,1993,31.76
gha,1994,30.13
gha,1995,43.05
gha,1996,39.84
gha,1997,19.46
gha,1998,17.05
gha,1999,13.97
gha,2000,27.23
gha,2001,34.82
gha,2002,22.82
gha,2003,28.7
gha,2004,14.35
gha,2005,14.96
gha,2006,80.75
gha,2007,16.28
gha,2008,20.2
gha,2009,16.62
gha,2010,16.48
gha,2011,12.52
grc,1961,1.492
grc,1962,4.606
grc,1963,1.396
grc,1964,3.718
grc,1965,4.007
grc,1966,4.855
grc,1967,2.44
grc,1968,1.74
grc,1969,3.39
grc,1970,2.972
grc,1971,2.975
grc,1972,5.047
grc,1973,20.91
grc,1974,22.78
grc,1975,13.12
grc,1976,16.43
grc,1977,13.75
grc,1978,13.79
grc,1979,20.15
grc,1980,19.24
grc,1981,21.61
grc,1982,27.21
grc,1983,20.61
grc,1984,21.92
grc,1985,19.03
grc,1986,18.88
grc,1987,15.25
grc,1988,16.68
grc,1989,14.5
grc,1990,20.69
grc,1991,19.79
grc,1992,14.8
grc,1993,14.43
grc,1994,11.18
grc,1995,9.792
grc,1996,7.341
grc,1997,6.776
grc,1998,5.197
grc,1999,3.029
grc,2000,3.397
grc,2001,3.118
grc,2002,3.401
grc,2003,3.922
grc,2004,2.947
grc,2005,2.812
grc,2006,2.524
grc,2007,3.541
grc,2008,4.72
grc,2009,2.793
grc,2010,1.71
grc,2011,1.641
grl,1971,11.45
grl,1972,5.7
grl,1973,7.663
grl,1974,15.55
grl,1975,16.43
grl,1976,13.19
grl,1977,6.982
grl,1978,9.277
grl,1979,7.502
grl,1980,11.56
grl,1981,14.93
grl,1982,13.02
grl,1983,9.717
grl,1984,8.871
grl,1985,7.424
grl,1986,4.13
grl,1987,4.621
grl,1988,6.35
grl,1989,5.35
grl,1990,5.093
grl,1991,3.225
grl,1992,1.546
grl,1993,1.042
grl,1994,0.4684
grl,1995,2.056
grl,1996,0.9801
grl,1997,0.4967
grl,1998,0.9784
grl,1999,1.06
grl,2000,2.11
grl,2001,3.402
grl,2002,3.103
grl,2003,2.197
grl,2004,2.149
grl,2005,1.591
grl,2006,-3.077
grl,2007,5.888
grl,2008,-23.48
grl,2009,-18.99
grd,1978,20.17
grd,1979,9.364
grd,1980,7.246
grd,1981,4.223
grd,1982,3.266
grd,1983,3.26
grd,1984,3.815
grd,1985,7.743
grd,1986,3.763
grd,1987,4.474
grd,1988,6.69
grd,1989,8.853
grd,1990,-1.372
grd,1991,6.82
grd,1992,4.177
grd,1993,2.443
grd,1994,1.8
grd,1995,2.968
grd,1996,2.485
grd,1997,-1.068
grd,1998,4.902
grd,1999,1.196
grd,2000,21.57
grd,2001,3.991
grd,2002,1.82
grd,2003,0.5608
grd,2004,7.788
grd,2005,4.825
grd,2006,2.497
grd,2007,2.527
grd,2008,7.151
grd,2009,-1.219
grd,2010,2.342
grd,2011,2.996
gtm,1961,-1.08
gtm,1962,2.586
gtm,1963,0.8053
gtm,1964,-1.681
gtm,1965,-1.797
gtm,1966,-1.003
gtm,1967,0.3876
gtm,1968,1.871
gtm,1969,1.696
gtm,1970,5.001
gtm,1971,-1.269
gtm,1972,-1.363
gtm,1973,14.5
gtm,1974,15.68
gtm,1975,13.12
gtm,1976,11.5
gtm,1977,16.45
gtm,1978,5.496
gtm,1979,8.587
gtm,1980,10
gtm,1981,8.548
gtm,1982,4.978
gtm,1983,6.561
gtm,1984,4.124
gtm,1985,18.78
gtm,1986,41.46
gtm,1987,7.999
gtm,1988,11.66
gtm,1989,10.91
gtm,1990,40.53
gtm,1991,32.98
gtm,1992,8.861
gtm,1993,14.5
gtm,1994,11.72
gtm,1995,8.668
gtm,1996,8.9
gtm,1997,8.257
gtm,1998,9.502
gtm,1999,5.042
gtm,2000,6.83
gtm,2001,-4.084
gtm,2002,6.45
gtm,2003,4.456
gtm,2004,6.077
gtm,2005,5.634
gtm,2006,4.994
gtm,2007,7.136
gtm,2008,9.441
gtm,2009,3.543
gtm,2010,5.107
gtm,2011,5.531
gin,1987,27.26
gin,1988,21.65
gin,1989,22.32
gin,1990,17.28
gin,1991,25.82
gin,1992,26.22
gin,1993,0.6738
gin,1994,1.428
gin,1995,5.951
gin,1996,0.8117
gin,1997,1.949
gin,1998,2.153
gin,1999,3.371
gin,2000,11.13
gin,2001,0.7152
gin,2002,3.217
gin,2003,7.544
gin,2004,16.52
gin,2005,-4.752
gin,2006,37.58
gin,2007,12.99
gin,2008,14.11
gin,2009,6.81
gin,2010,20.2
gin,2011,20.94
gnb,1971,1.807
gnb,1972,4.975
gnb,1973,10.43
gnb,1974,8.924
gnb,1975,7.203
gnb,1976,1.514
gnb,1977,3.066
gnb,1978,6.336
gnb,1979,4.28
gnb,1980,11.54
gnb,1981,1.817
gnb,1982,16.54
gnb,1983,23.31
gnb,1984,59.4
gnb,1985,32.31
gnb,1986,112.9
gnb,1987,94.26
gnb,1988,79.54
gnb,1989,99.25
gnb,1990,30.25
gnb,1991,67.89
gnb,1992,64.98
gnb,1993,49.06
gnb,1994,23.25
gnb,1995,44.73
gnb,1996,39.23
gnb,1997,34.14
gnb,1998,8.075
gnb,1999,5.248
gnb,2000,3.261
gnb,2001,-5.079
gnb,2002,4.704
gnb,2003,95.85
gnb,2004,-2.201
gnb,2005,5.772
gnb,2006,-1.982
gnb,2007,6.039
gnb,2008,10.46
gnb,2009,1.119
gnb,2010,1.718
gnb,2011,5.428
guy,1961,4.294
guy,1962,3.75
guy,1963,2.775
guy,1964,-0.4854
guy,1965,-1.787
guy,1966,1.921
guy,1967,4.864
guy,1968,6.945
guy,1969,1.416
guy,1970,3.036
guy,1971,2.142
guy,1972,9.886
guy,1973,6.269
guy,1974,37.47
guy,1975,14.66
guy,1976,-5.777
guy,1977,1.68
guy,1978,14.79
guy,1979,6.563
guy,1980,11.78
guy,1981,4.341
guy,1982,4.302
guy,1983,8.92
guy,1984,19.28
guy,1985,14.51
guy,1986,12.29
guy,1987,58.71
guy,1988,23.65
guy,1989,162.6
guy,1990,56.4
guy,1991,126.7
guy,1992,13.5
guy,1993,15.5
guy,1994,19.7
guy,1995,12.4
guy,1996,4
guy,1997,1.399
guy,1998,3.001
guy,1999,11.2
guy,2000,6.6
guy,2001,-1.888
guy,2002,4.514
guy,2003,5.486
guy,2004,4.894
guy,2005,7.899
guy,2006,68.44
guy,2007,12.7
guy,2008,9.02
guy,2009,2.13
guy,2010,6.703
hti,1992,20.91
hti,1993,18.34
hti,1994,56.71
hti,1995,15.96
hti,1996,9.978
hti,1997,12.73
hti,1998,14.16
hti,1999,7.029
hti,2000,11.06
hti,2001,11.63
hti,2002,9.997
hti,2003,26.9
hti,2004,21.5
hti,2005,17.58
hti,2006,14.76
hti,2007,8.016
hti,2008,12.89
hti,2009,3.397
hti,2010,4.727
hti,2011,6.775
hnd,1961,4.189
hnd,1962,2.924
hnd,1963,2.133
hnd,1964,5.685
hnd,1965,2.077
hnd,1966,2.606
hnd,1967,2.621
hnd,1968,1.449
hnd,1969,2.605
hnd,1970,4.446
hnd,1971,-2.778
hnd,1972,3.865
hnd,1973,5.346
hnd,1974,14.78
hnd,1975,6.385
hnd,1976,8.532
hnd,1977,12.2
hnd,1978,5.061
hnd,1979,11.49
hnd,1980,13.21
hnd,1981,7.164
hnd,1982,4.432
hnd,1983,6.964
hnd,1984,3.373
hnd,1985,5.248
hnd,1986,3.893
hnd,1987,2.83
hnd,1988,6.482
hnd,1989,7.075
hnd,1990,21.2
hnd,1991,26.03
hnd,1992,9.102
hnd,1993,13.61
hnd,1994,28.89
hnd,1995,24.88
hnd,1996,22.92
hnd,1997,22.28
hnd,1998,11.63
hnd,1999,11.56
hnd,2000,30.82
hnd,2001,8.084
hnd,2002,5.132
hnd,2003,5.76
hnd,2004,6.452
hnd,2005,7.28
hnd,2006,5.348
hnd,2007,6.625
hnd,2008,7.79
hnd,2009,4.293
hnd,2010,5.707
hnd,2011,8.9
hkg,1961,0.8428
hkg,1962,-1.67
hkg,1963,2.537
hkg,1964,3.2
hkg,1965,-2.391
hkg,1966,-4.213
hkg,1967,6.285
hkg,1968,3.494
hkg,1969,4.947
hkg,1970,8.603
hkg,1971,7.399
hkg,1972,8.753
hkg,1973,9.319
hkg,1974,11.82
hkg,1975,4.537
hkg,1976,9.378
hkg,1977,3.872
hkg,1978,7.904
hkg,1979,17.62
hkg,1980,15.53
hkg,1981,10.34
hkg,1982,9.77
hkg,1983,4.5
hkg,1984,9.631
hkg,1985,5.451
hkg,1986,3.8
hkg,1987,8.7
hkg,1988,9.014
hkg,1989,12.76
hkg,1990,7.498
hkg,1991,9.046
hkg,1992,9.926
hkg,1993,8.698
hkg,1994,6.472
hkg,1995,4.13
hkg,1996,5.76
hkg,1997,5.681
hkg,1998,0.7797
hkg,1999,-4.461
hkg,2000,-3.637
hkg,2001,-1.887
hkg,2002,-3.463
hkg,2003,-6.153
hkg,2004,-3.538
hkg,2005,-0.05987
hkg,2006,-0.2898
hkg,2007,2.928
hkg,2008,1.463
hkg,2009,-0.617
hkg,2010,0.4874
hkg,2011,3.425
hun,1961,0.9792
hun,1962,-0.5864
hun,1963,-0.4498
hun,1964,0.401
hun,1965,-30.18
hun,1966,2.88
hun,1967,0.5881
hun,1968,4.358
hun,1969,3.952
hun,1970,1.687
hun,1971,2.175
hun,1972,2.116
hun,1973,2.649
hun,1974,-1.182
hun,1975,0.9846
hun,1976,5.766
hun,1977,2.276
hun,1978,3.663
hun,1979,5.512
hun,1980,5.687
hun,1981,5.152
hun,1982,5.71
hun,1983,4.961
hun,1984,6.332
hun,1985,5.91
hun,1986,3.742
hun,1987,8.25
hun,1988,17.53
hun,1989,18.74
hun,1990,25.67
hun,1991,38.47
hun,1992,21.51
hun,1993,21.28
hun,1994,19.49
hun,1995,26.73
hun,1996,22.21
hun,1997,20.21
hun,1998,13.65
hun,1999,7.859
hun,2000,9.743
hun,2001,11.26
hun,2002,8.457
hun,2003,5.398
hun,2004,5.234
hun,2005,2.486
hun,2006,3.495
hun,2007,5.437
hun,2008,5.276
hun,2009,3.565
hun,2010,3.093
hun,2011,3.508
isl,1961,13.28
isl,1962,11.15
isl,1963,8.226
isl,1964,16.18
isl,1965,12.31
isl,1966,10.44
isl,1967,2.763
isl,1968,13.71
isl,1969,20.87
isl,1970,16.44
isl,1971,12.55
isl,1972,18.33
isl,1973,31.46
isl,1974,37.69
isl,1975,41.87
isl,1976,32.74
isl,1977,32.71
isl,1978,46.25
isl,1979,40.9
isl,1980,52.48
isl,1981,49.19
isl,1982,53.65
isl,1983,77.31
isl,1984,26.88
isl,1985,32.08
isl,1986,24.59
isl,1987,19.95
isl,1988,23.14
isl,1989,22.87
isl,1990,15.17
isl,1991,8.365
isl,1992,3.449
isl,1993,1.832
isl,1994,2.603
isl,1995,2.998
isl,1996,2.474
isl,1997,2.906
isl,1998,5.146
isl,1999,3.256
isl,2000,3.638
isl,2001,8.632
isl,2002,5.626
isl,2003,0.6175
isl,2004,2.503
isl,2005,2.842
isl,2006,8.804
isl,2007,5.651
isl,2008,11.84
isl,2009,8.273
isl,2010,6.901
isl,2011,3.106
ind,1961,2.145
ind,1962,4.406
ind,1963,8.354
ind,1964,8.552
ind,1965,8.3
ind,1966,13.27
ind,1967,8.616
ind,1968,2.415
ind,1969,3.343
ind,1970,1.562
ind,1971,5.325
ind,1972,10.84
ind,1973,17.83
ind,1974,16.67
ind,1975,-1.649
ind,1976,5.982
ind,1977,5.637
ind,1978,2.46
ind,1979,15.73
ind,1980,11.51
ind,1981,10.83
ind,1982,8.096
ind,1983,8.553
ind,1984,7.923
ind,1985,7.194
ind,1986,6.789
ind,1987,9.328
ind,1988,8.233
ind,1989,8.437
ind,1990,10.67
ind,1991,13.75
ind,1992,8.965
ind,1993,9.862
ind,1994,9.98
ind,1995,9.063
ind,1996,7.575
ind,1997,6.476
ind,1998,8.01
ind,1999,2.873
ind,2000,3.655
ind,2001,3.184
ind,2002,3.712
ind,2003,3.888
ind,2004,5.932
ind,2005,4.237
ind,2006,6.423
ind,2007,5.756
ind,2008,8.665
ind,2009,5.965
ind,2010,8.481
ind,2011,7.994
idn,1961,13.46
idn,1962,178.7
idn,1963,145.9
idn,1964,114.9
idn,1965,229.2
idn,1966,1195
idn,1967,165.4
idn,1968,120.7
idn,1969,20.63
idn,1970,13.62
idn,1971,2.744
idn,1972,15.21
idn,1973,34.79
idn,1974,46.47
idn,1975,11.2
idn,1976,15.42
idn,1977,13.27
idn,1978,9.434
idn,1979,33.61
idn,1980,30.99
idn,1981,10.44
idn,1982,6.061
idn,1983,14.25
idn,1984,8.048
idn,1985,4.285
idn,1986,-0.0969
idn,1987,15.44
idn,1988,12.75
idn,1989,9.993
idn,1990,7.724
idn,1991,8.828
idn,1992,5.364
idn,1993,8.88
idn,1994,7.776
idn,1995,9.703
idn,1996,8.854
idn,1997,12.57
idn,1998,75.27
idn,1999,14.16
idn,2000,20.45
idn,2001,14.3
idn,2002,5.896
idn,2003,5.487
idn,2004,8.551
idn,2005,14.33
idn,2006,14.09
idn,2007,11.26
idn,2008,18.15
idn,2009,8.275
idn,2010,8.109
idn,2011,8.395
irn,1966,-1.33
irn,1967,0.0894
irn,1968,1.127
irn,1969,-0.5858
irn,1970,1.661
irn,1971,10.38
irn,1972,6.464
irn,1973,35.94
irn,1974,54.28
irn,1975,5.23
irn,1976,14.26
irn,1977,19.21
irn,1978,5.352
irn,1979,27.03
irn,1980,22.31
irn,1981,27.17
irn,1982,16.94
irn,1983,11.12
irn,1984,11.29
irn,1985,4.29
irn,1986,11.88
irn,1987,23.49
irn,1988,19.23
irn,1989,17.23
irn,1990,20.56
irn,1991,25.17
irn,1992,28.08
irn,1993,52.96
irn,1994,30.96
irn,1995,38.72
irn,1996,24.72
irn,1997,13.99
irn,1998,9.456
irn,1999,30.14
irn,2000,26.44
irn,2001,11.63
irn,2002,28.28
irn,2003,11.8
irn,2004,20.59
irn,2005,17.01
irn,2006,12.15
irn,2007,20.46
irn,2008,17.4
irn,2009,0.5923
irq,1998,-15.44
irq,1999,67.17
irq,2000,47.38
irq,2001,-21.63
irq,2002,10.23
irq,2003,13.18
irq,2004,3.601
irq,2005,24.02
irq,2006,35.12
irq,2007,6.489
irq,2008,31.86
irq,2009,-30.14
irq,2010,25.22
irq,2011,29.44
irl,2001,6.487
irl,2002,5.019
irl,2003,3.057
irl,2004,2.188
irl,2005,3.066
irl,2006,3.574
irl,2007,1.278
irl,2008,-2.332
irl,2009,-4.065
irl,2010,-2.448
irl,2011,0.9929
gbm,1985,5.322
gbm,1986,2.172
gbm,1987,5.371
gbm,1988,4.437
gbm,1989,7.479
gbm,1990,9.049
gbm,1991,6.89
gbm,1992,3.756
gbm,1993,2.188
gbm,1994,2.538
gbm,1995,2.939
gbm,1996,2.554
gbm,1997,2.662
gbm,1998,2.379
gbm,1999,2.3
gbm,2000,3.267
gbm,2001,1.167
gbm,2002,2.945
gbm,2003,2.65
gbm,2004,5.963
gbm,2005,3.162
gbm,2006,3.277
gbm,2007,3.905
isr,1961,8.609
isr,1962,8.91
isr,1963,7.692
isr,1964,5.443
isr,1965,-1.395
isr,1966,8.731
isr,1967,-1.688
isr,1968,-1.399
isr,1969,1.596
isr,1970,9.598
isr,1971,11.92
isr,1972,12.71
isr,1973,25.11
isr,1974,35.07
isr,1975,35.24
isr,1976,24.85
isr,1977,45.54
isr,1978,57.42
isr,1979,76.29
isr,1980,134.7
isr,1981,125.9
isr,1982,120.9
isr,1983,149.9
isr,1984,390.7
isr,1985,260
isr,1986,48.29
isr,1987,19.43
isr,1988,21.59
isr,1989,20.74
isr,1990,15.9
isr,1991,18.32
isr,1992,13.54
isr,1993,9.284
isr,1994,12.7
isr,1995,20.68
isr,1996,10.02
isr,1997,7.904
isr,1998,7.125
isr,1999,6.336
isr,2000,1.622
isr,2001,1.762
isr,2002,4.119
isr,2003,-0.5326
isr,2004,0.1166
isr,2005,0.9893
isr,2006,2.109
isr,2007,0.3878
isr,2008,1.316
isr,2009,5.024
isr,2010,1.197
isr,2011,2.104
ita,1961,2.782
ita,1962,5.794
ita,1963,8.458
ita,1964,6.49
ita,1965,4.197
ita,1966,2.232
ita,1967,2.775
ita,1968,1.734
ita,1969,4.051
ita,1970,6.865
ita,1971,7.179
ita,1972,5.633
ita,1973,12.74
ita,1974,20.25
ita,1975,16.98
ita,1976,17.45
ita,1977,18.48
ita,1978,13.94
ita,1979,15.45
ita,1980,20.82
ita,1981,18.79
ita,1982,17.54
ita,1983,15.1
ita,1984,10.76
ita,1985,9.175
ita,1986,7.488
ita,1987,6.009
ita,1988,6.65
ita,1989,6.197
ita,1990,8.395
ita,1991,7.541
ita,1992,4.908
ita,1993,3.886
ita,1994,3.542
ita,1995,4.925
ita,1996,4.797
ita,1997,2.563
ita,1998,2.662
ita,1999,1.794
ita,2000,1.945
ita,2001,2.878
ita,2002,3.208
ita,2003,3.119
ita,2004,2.392
ita,2005,1.817
ita,2006,1.708
ita,2007,2.374
ita,2008,2.533
ita,2009,2.089
ita,2010,0.391
ita,2011,1.305
jam,1967,4.242
jam,1968,2.735
jam,1969,4.106
jam,1970,5.226
jam,1971,6.922
jam,1972,-4.906
jam,1973,26.45
jam,1974,31.09
jam,1975,20.74
jam,1976,11.13
jam,1977,12.49
jam,1978,26.58
jam,1979,15.74
jam,1980,18.29
jam,1981,8.324
jam,1982,8.315
jam,1983,16.96
jam,1984,35.92
jam,1985,28.53
jam,1986,26.86
jam,1987,10.82
jam,1988,12.06
jam,1989,12.37
jam,1990,25.12
jam,1991,43.84
jam,1992,60.04
jam,1993,37.39
jam,1994,32.06
jam,1995,22.17
jam,1996,18.73
jam,1997,10.45
jam,1998,23.66
jam,1999,6.789
jam,2000,10.6
jam,2001,7.418
jam,2002,10.8
jam,2003,10.28
jam,2004,12.72
jam,2005,13.94
jam,2006,10.61
jam,2007,12.58
jam,2008,12.86
jam,2009,10.89
jam,2010,8.517
jam,2011,7.24
jpn,1961,7.786
jpn,1962,4.2
jpn,1963,5.51
jpn,1964,5.329
jpn,1965,5.137
jpn,1966,4.971
jpn,1967,5.495
jpn,1968,4.919
jpn,1969,4.433
jpn,1970,22.66
jpn,1971,5.091
jpn,1972,5.604
jpn,1973,12.71
jpn,1974,20.81
jpn,1975,7.177
jpn,1976,8.008
jpn,1977,6.749
jpn,1978,4.604
jpn,1979,2.752
jpn,1980,5.438
jpn,1981,3.196
jpn,1982,1.557
jpn,1983,0.9143
jpn,1984,1.744
jpn,1985,1.005
jpn,1986,1.777
jpn,1987,-0.1065
jpn,1988,0.3324
jpn,1989,2.227
jpn,1990,2.265
jpn,1991,2.606
jpn,1992,1.588
jpn,1993,0.4374
jpn,1994,0.115
jpn,1995,-0.7253
jpn,1996,-0.5569
jpn,1997,0.5951
jpn,1998,-0.05447
jpn,1999,-1.274
jpn,2000,-1.248
jpn,2001,-1.198
jpn,2002,-1.55
jpn,2003,-1.715
jpn,2004,-1.352
jpn,2005,-1.251
jpn,2006,-1.121
jpn,2007,-0.9307
jpn,2008,-1.265
jpn,2009,-0.5003
jpn,2010,-2.085
jpn,2011,-2.12
jor,1976,1.021
jor,1977,16.01
jor,1978,-4.786
jor,1979,15.36
jor,1980,1.096
jor,1981,18.89
jor,1982,7.814
jor,1983,5.403
jor,1984,-0.2674
jor,1985,-1.448
jor,1986,0.07863
jor,1987,-0.7928
jor,1988,4.461
jor,1989,21.04
jor,1990,11.4
jor,1991,5.084
jor,1992,6.564
jor,1993,2.816
jor,1994,6.877
jor,1995,1.879
jor,1996,2.063
jor,1997,1.263
jor,1998,5.997
jor,1999,-0.3782
jor,2000,-0.3959
jor,2001,0.7946
jor,2002,0.8863
jor,2003,2.134
jor,2004,3.076
jor,2005,2.03
jor,2006,10.64
jor,2007,5.051
jor,2008,19.87
jor,2009,2.819
jor,2010,8.436
jor,2011,6.386
kaz,1991,96.36
kaz,1992,1472
kaz,1993,1243
kaz,1994,1547
kaz,1995,160.9
kaz,1996,38.9
kaz,1997,16.14
kaz,1998,5.663
kaz,1999,13.28
kaz,2000,17.43
kaz,2001,10.16
kaz,2002,5.803
kaz,2003,11.74
kaz,2004,16.13
kaz,2005,17.87
kaz,2006,21.55
kaz,2007,15.53
kaz,2008,20.94
kaz,2009,4.691
kaz,2010,19.54
kaz,2011,16.41
ken,1961,8.662
ken,1962,0.01831
ken,1963,-1.877
ken,1964,2.691
ken,1965,-2.052
ken,1966,1.714
ken,1967,2.401
ken,1968,1.679
ken,1969,-0.1799
ken,1970,15.32
ken,1971,-9.219
ken,1972,1.205
ken,1973,10.2
ken,1974,16.05
ken,1975,11.84
ken,1976,18.91
ken,1977,16.9
ken,1978,3.081
ken,1979,5.639
ken,1980,9.551
ken,1981,10.85
ken,1982,11.59
ken,1983,11.84
ken,1984,10.19
ken,1985,8.306
ken,1986,8.712
ken,1987,5.402
ken,1988,6.456
ken,1989,9.769
ken,1990,10.64
ken,1991,12.53
ken,1992,18.9
ken,1993,25.7
ken,1994,17.02
ken,1995,11.22
ken,1996,41.99
ken,1997,11.44
ken,1998,6.931
ken,1999,4.194
ken,2000,6.08
ken,2001,1.573
ken,2002,0.9332
ken,2003,6.197
ken,2004,7.127
ken,2005,4.9
ken,2006,7.787
ken,2007,5.615
ken,2008,13.41
ken,2009,9.158
ken,2010,2.178
ken,2011,12
kir,1971,7.113
kir,1972,5.228
kir,1973,16.26
kir,1974,12.99
kir,1975,9.461
kir,1976,9.172
kir,1977,8.896
kir,1978,11.86
kir,1979,9.174
kir,1980,15.82
kir,1981,7.692
kir,1982,7.37
kir,1983,2.517
kir,1984,1.154
kir,1985,-2.072
kir,1986,-0.6124
kir,1987,14.53
kir,1988,-2.296
kir,1989,3.556
kir,1990,-4.653
kir,1991,76.18
kir,1992,6.932
kir,1993,2.894
kir,1994,2.467
kir,1995,2.363
kir,1996,5.248
kir,1997,1.858
kir,1998,3.292
kir,1999,1.043
kir,2000,0.2999
kir,2001,8.144
kir,2002,4.209
kir,2003,1.068
kir,2004,-4.299
kir,2005,2.138
kir,2006,0.1926
kir,2007,4.484
kir,2008,4.536
kir,2009,4.579
kir,2010,-1.375
kir,2011,2.849
kor,1961,14.1
kor,1962,18.45
kor,1963,28.46
kor,1964,32.92
kor,1965,6.42
kor,1966,13.99
kor,1967,16.1
kor,1968,15.94
kor,1969,14.59
kor,1970,18.42
kor,1971,14.31
kor,1972,18.06
kor,1973,15.41
kor,1974,33.06
kor,1975,26.04
kor,1976,24.56
kor,1977,16.67
kor,1978,23.34
kor,1979,20.09
kor,1980,24.04
kor,1981,18.24
kor,1982,6.669
kor,1983,6.211
kor,1984,6.004
kor,1985,4.766
kor,1986,5.509
kor,1987,5.651
kor,1988,7.607
kor,1989,5.736
kor,1990,10.52
kor,1991,10.66
kor,1992,7.622
kor,1993,6.349
kor,1994,7.835
kor,1995,7.387
kor,1996,5.119
kor,1997,4.617
kor,1998,5.822
kor,1999,-0.09938
kor,2000,5.014
kor,2001,3.86
kor,2002,3.23
kor,2003,3.561
kor,2004,3.034
kor,2005,0.6546
kor,2006,-0.1434
kor,2007,2.08
kor,2008,2.91
kor,2009,3.429
kor,2010,3.614
kor,2011,1.745
kos,2001,11.4
kos,2002,1.805
kos,2003,-1.651
kos,2004,-3.837
kos,2005,-1.169
kos,2006,-2.09
kos,2007,2.952
kos,2008,5.576
kos,2009,-1.292
kos,2010,3.716
kos,2011,4.767
kwt,1963,0.2671
kwt,1964,0.2692
kwt,1965,0.7151
kwt,1966,1.516
kwt,1967,-0.2665
kwt,1968,-0.2705
kwt,1969,1.227
kwt,1970,0.5716
kwt,1971,25.05
kwt,1972,1.482
kwt,1973,15.11
kwt,1974,162.8
kwt,1975,-0.5974
kwt,1976,0.9319
kwt,1977,5.62
kwt,1978,-1.958
kwt,1979,40.8
kwt,1980,42.57
kwt,1981,11.45
kwt,1982,1.417
kwt,1983,-11.31
kwt,1984,0.3493
kwt,1985,4.86
kwt,1986,-25.7
kwt,1987,10.79
kwt,1988,2.966
kwt,1989,-1.724
kwt,1993,-7.386
kwt,1994,-5.87
kwt,1995,4.852
kwt,1996,15.51
kwt,1997,-4.719
kwt,1998,-17.15
kwt,1999,18.07
kwt,2000,20.53
kwt,2001,-8.18
kwt,2002,5.153
kwt,2003,4.925
kwt,2004,11.42
kwt,2005,21.78
kwt,2006,18.74
kwt,2007,5.924
kwt,2008,15.85
kwt,2009,-18.9
kwt,2010,13.06
kwt,2011,26.41
kgz,1988,-1.877
kgz,1989,6.986
kgz,1990,7.935
kgz,1991,134.7
kgz,1992,830.2
kgz,1993,754.4
kgz,1994,180.9
kgz,1995,42.03
kgz,1996,35.34
kgz,1997,19.31
kgz,1998,9.078
kgz,1999,37.57
kgz,2000,27.18
kgz,2001,7.332
kgz,2002,2.025
kgz,2003,3.975
kgz,2004,5.108
kgz,2005,7.129
kgz,2006,9.392
kgz,2007,14.88
kgz,2008,22.22
kgz,2009,4.035
kgz,2010,11.02
kgz,2011,15.82
lao,1985,64.81
lao,1986,51.12
lao,1987,14.43
lao,1988,25.85
lao,1989,55.27
lao,1990,37.91
lao,1991,12.97
lao,1992,5.994
lao,1993,11.18
lao,1994,7.701
lao,1995,19.69
lao,1996,13.73
lao,1997,19.35
lao,1998,84.5
lao,1999,128
lao,2000,24.8
lao,2001,8.868
lao,2002,6.318
lao,2003,13.45
lao,2004,10.69
lao,2005,8.64
lao,2006,10.81
lao,2007,7.438
lao,2008,8.863
lao,2009,-2.932
lao,2010,10.02
lao,2011,4.351
lva,1966,0.5886
lva,1967,-2.224
lva,1968,-1.204
lva,1969,1.73
lva,1970,0.554
lva,1971,-1.782
lva,1972,-0.2771
lva,1973,-0.8279
lva,1974,1.974
lva,1975,-0.6229
lva,1976,0.09834
lva,1977,-0.2663
lva,1978,0.7554
lva,1979,1.519
lva,1980,0.4787
lva,1981,2.738
lva,1982,2.286
lva,1983,-4.285
lva,1984,-1.541
lva,1985,-2.453
lva,1986,-1.377
lva,1987,-0.8492
lva,1988,0.1183
lva,1989,3.858
lva,1990,24.14
lva,1991,162.6
lva,1992,932.5
lva,1993,53.69
lva,1994,36.25
lva,1995,27.53
lva,1996,14.87
lva,1997,6.966
lva,1998,4.603
lva,1999,4.373
lva,2000,4.186
lva,2001,1.695
lva,2002,3.609
lva,2003,3.566
lva,2004,7.009
lva,2005,10.17
lva,2006,9.878
lva,2007,20.3
lva,2008,14.38
lva,2009,-1.497
lva,2010,-2.316
lva,2011,5.423
lbn,1989,73
lbn,1990,15.5
lbn,1991,51.54
lbn,1992,120
lbn,1993,29.1
lbn,1994,13.8
lbn,1995,10.59
lbn,1996,7.689
lbn,1997,15.36
lbn,1998,4.091
lbn,1999,0.7394
lbn,2000,-2.09
lbn,2001,-1.633
lbn,2002,4.971
lbn,2003,1.571
lbn,2004,0.9459
lbn,2005,-0.6646
lbn,2006,2.03
