geo,crude_death_rate_deaths_per_1000_population,time
pry,8.79,1953
pry,8.52,1958
pry,7.91,1963
pry,7.59,1968
pry,7.03,1973
pry,6.89,1978
pry,6.82,1983
pry,6.59,1988
pry,5.95,1993
pry,6.21,1998
pry,5.64,2003
pry,5.55,2008
pry,5.50,2013
pry,5.52,2018
pry,5.63,2023
pry,5.82,2028
pry,6.20,2033
pry,6.62,2038
pry,7.06,2043
pry,7.51,2048
per,21.58,1953
per,19.70,1958
per,17.55,1963
per,15.57,1968
per,12.73,1973
per,10.86,1978
per,9.02,1983
per,7.75,1988
per,6.08,1993
per,6.86,1998
per,5.55,2003
per,5.40,2008
per,5.46,2013
per,5.61,2018
per,5.84,2023
per,6.18,2028
per,6.61,2033
per,7.12,2038
per,7.71,2043
per,8.36,2048
phl,18.34,1953
phl,15.33,1958
phl,12.73,1963
phl,11.49,1968
phl,10.35,1973
phl,9.23,1978
phl,8.18,1983
phl,7.22,1988
phl,5.53,1993
phl,6.25,1998
phl,5.03,2003
phl,4.82,2008
phl,4.74,2013
phl,4.78,2018
phl,4.94,2023
phl,5.20,2028
phl,5.55,2033
phl,5.97,2038
phl,6.40,2043
phl,6.88,2048
pol,10.88,1953
pol,8.83,1958
pol,7.62,1963
pol,7.76,1968
pol,8.38,1973
pol,9.21,1978
pol,9.66,1983
pol,10.11,1988
pol,9.84,1993
pol,10.26,1998
pol,9.55,2003
pol,10.00,2008
pol,10.53,2013
pol,10.99,2018
pol,11.50,2023
pol,12.20,2028
pol,13.02,2033
pol,13.92,2038
pol,14.66,2043
pol,15.18,2048
prt,11.75,1953
prt,11.37,1958
prt,10.90,1963
prt,10.99,1968
prt,10.73,1973
prt,10.26,1978
prt,9.38,1983
prt,9.43,1988
prt,10.22,1993
prt,10.02,1998
prt,10.11,2003
prt,10.14,2008
prt,10.53,2013
prt,10.93,2018
prt,11.34,2023
prt,11.81,2028
prt,12.39,2033
prt,13.04,2038
prt,13.76,2043
prt,14.47,2048
pri,8.71,1953
pri,7.05,1958
pri,6.93,1963
pri,6.58,1968
pri,6.64,1973
pri,6.46,1978
pri,6.53,1983
pri,7.14,1988
pri,8.06,1993
pri,7.67,1998
pri,7.52,2003
pri,7.80,2008
pri,8.24,2013
pri,8.72,2018
pri,9.25,2023
pri,9.85,2028
pri,10.48,2033
pri,11.08,2038
pri,11.60,2043
pri,12.04,2048
qat,22.20,1953
qat,19.40,1958
qat,16.70,1963
qat,14.10,1968
qat,11.60,1973
qat,9.38,1978
qat,4.85,1983
qat,3.50,1988
qat,3.16,1993
qat,3.40,1998
qat,2.53,2003
qat,2.03,2008
qat,2.06,2013
qat,2.05,2018
qat,2.04,2023
qat,2.39,2028
qat,2.89,2033
qat,3.56,2038
qat,4.36,2043
qat,5.27,2048
kor,16.38,1953
kor,14.58,1958
kor,12.83,1963
kor,10.59,1968
kor,8.83,1973
kor,7.16,1978
kor,6.61,1983
kor,5.93,1988
kor,5.58,1993
kor,5.55,1998
kor,5.25,2003
kor,5.47,2008
kor,6.30,2013
kor,7.25,2018
kor,8.26,2023
kor,9.35,2028
kor,10.56,2033
kor,11.92,2038
kor,13.40,2043
kor,14.84,2048
mda,14.40,1953
mda,14.40,1958
mda,11.00,1963
mda,9.90,1968
mda,10.20,1973
mda,10.60,1978
mda,11.62,1983
mda,10.10,1988
mda,12.01,1993
mda,11.08,1998
mda,12.59,2003
mda,12.95,2008
mda,13.28,2013
mda,13.42,2018
mda,13.59,2023
mda,13.90,2028
mda,14.38,2033
mda,15.01,2038
mda,15.50,2043
mda,15.71,2048
reu,13.26,1953
reu,11.92,1958
reu,10.32,1963
reu,8.72,1968
reu,6.98,1973
reu,6.30,1978
reu,6.00,1983
reu,5.48,1988
reu,5.20,1993
reu,5.23,1998
reu,5.25,2003
reu,5.48,2008
reu,5.77,2013
reu,6.12,2018
reu,6.56,2023
reu,7.09,2028
reu,7.69,2033
reu,8.40,2038
reu,9.15,2043
reu,9.83,2048
rou,12.00,1953
rou,9.74,1958
rou,8.60,1963
rou,9.21,1968
rou,9.39,1973
rou,9.74,1978
rou,10.29,1983
rou,10.83,1988
rou,12.21,1993
rou,11.37,1998
rou,12.17,2003
rou,12.33,2008
rou,12.58,2013
rou,12.72,2018
rou,12.86,2023
rou,13.12,2028
rou,13.63,2033
rou,14.26,2038
rou,14.81,2043
rou,15.45,2048
rus,9.54,1953
rus,8.70,1958
rus,8.79,1963
rus,8.32,1968
rus,9.05,1973
rus,10.28,1978
rus,11.45,1983
rus,11.17,1988
rus,14.41,1993
rus,13.28,1998
rus,16.02,2003
rus,15.14,2008
rus,15.06,2013
rus,14.89,2018
rus,14.71,2023
rus,14.83,2028
rus,15.22,2033
rus,15.75,2038
rus,16.10,2043
rus,16.20,2048
rwa,24.00,1953
rwa,22.85,1958
rwa,21.64,1963
rwa,20.74,1968
rwa,20.31,1973
rwa,20.10,1978
rwa,19.15,1983
rwa,19.88,1988
rwa,22.22,1993
rwa,41.58,1998
rwa,16.77,2003
rwa,14.67,2008
rwa,13.47,2013
rwa,12.06,2018
rwa,10.70,2023
rwa,9.70,2028
rwa,9.08,2033
rwa,8.65,2038
rwa,8.30,2043
rwa,8.06,2048
lca,14.65,1953
lca,14.50,1958
lca,11.83,1963
lca,8.37,1968
lca,8.01,1973
lca,7.12,1978
lca,6.24,1983
lca,6.19,1988
lca,7.38,1993
lca,7.05,1998
lca,7.04,2003
lca,6.55,2008
lca,6.24,2013
lca,6.15,2018
lca,6.29,2023
lca,6.62,2028
lca,7.10,2033
lca,7.74,2038
lca,8.49,2043
lca,9.29,2048
vct,16.66,1953
vct,16.04,1958
vct,13.28,1963
vct,11.17,1968
vct,10.00,1973
vct,8.56,1978
vct,7.85,1983
vct,7.41,1988
vct,7.66,1993
vct,7.39,1998
vct,7.82,2003
vct,7.51,2008
vct,7.22,2013
vct,7.16,2018
vct,7.37,2023
vct,7.87,2028
vct,8.58,2033
vct,9.39,2038
vct,10.14,2043
vct,10.67,2048
wsm,17.68,1953
wsm,15.18,1958
wsm,13.05,1963
wsm,10.99,1968
wsm,9.42,1973
wsm,8.27,1978
wsm,7.56,1983
wsm,6.83,1988
wsm,6.20,1993
wsm,6.81,1998
wsm,5.72,2003
wsm,5.35,2008
wsm,5.20,2013
wsm,5.18,2018
wsm,5.23,2023
wsm,5.35,2028
wsm,5.49,2033
wsm,5.72,2038
wsm,6.06,2043
wsm,6.43,2048
stp,26.70,1953
stp,24.10,1958
stp,18.50,1963
stp,15.00,1968
stp,12.10,1973
stp,11.30,1978
stp,11.00,1983
stp,10.78,1988
stp,8.87,1993
stp,9.39,1998
stp,8.24,2003
stp,7.53,2008
stp,6.83,2013
stp,6.16,2018
stp,5.61,2023
stp,5.28,2028
stp,5.20,2033
stp,5.31,2038
stp,5.54,2043
stp,5.90,2048
sau,25.90,1953
sau,23.70,1958
sau,21.30,1963
sau,19.20,1968
sau,16.90,1973
sau,10.70,1978
sau,7.54,1983
sau,5.69,1988
sau,4.02,1993
sau,4.54,1998
sau,3.82,2003
sau,3.65,2008
sau,3.63,2013
sau,3.73,2018
sau,3.98,2023
sau,4.37,2028
sau,4.91,2033
sau,5.53,2038
sau,6.21,2043
sau,6.90,2048
sen,25.27,1953
sen,24.60,1958
sen,23.97,1963
sen,23.21,1968
sen,21.67,1973
sen,19.35,1978
sen,16.77,1983
sen,14.64,1988
sen,12.44,1993
sen,13.35,1998
sen,11.63,2003
sen,10.95,2008
sen,9.78,2013
sen,8.82,2018
sen,8.09,2023
sen,7.50,2028
sen,7.04,2033
sen,6.79,2038
sen,6.69,2043
sen,6.75,2048
srb,14.08,1953
srb,11.62,1958
srb,10.12,1963
srb,9.34,1968
srb,9.34,1973
srb,9.21,1978
srb,10.02,1983
srb,10.29,1988
srb,10.69,1993
srb,9.94,1998
srb,11.09,2003
srb,11.61,2008
srb,11.97,2013
srb,12.11,2018
srb,12.11,2023
srb,12.16,2028
srb,12.37,2033
srb,12.71,2038
srb,13.01,2043
srb,13.24,2048
sle,31.21,1953
sle,30.53,1958
sle,30.19,1963
sle,29.14,1968
sle,27.29,1973
sle,23.99,1978
sle,22.16,1983
sle,22.31,1988
sle,23.70,1993
sle,24.85,1998
sle,18.67,2003
sle,16.00,2008
sle,14.47,2013
sle,13.07,2018
sle,11.85,2023
sle,10.82,2028
sle,9.98,2033
sle,9.29,2038
sle,8.74,2043
sle,8.31,2048
sgp,10.56,1953
sgp,8.57,1958
sgp,7.07,1963
sgp,5.63,1968
sgp,5.15,1973
sgp,5.12,1978
sgp,5.40,1983
sgp,5.18,1988
sgp,4.88,1993
sgp,4.73,1998
sgp,4.88,2003
sgp,5.13,2008
sgp,5.97,2013
sgp,7.00,2018
sgp,8.19,2023
sgp,9.66,2028
sgp,11.40,2033
sgp,13.28,2038
sgp,15.08,2043
sgp,16.50,2048
svk,10.66,1953
svk,8.74,1958
svk,7.99,1963
svk,8.52,1968
svk,10.56,1973
svk,10.40,1978
svk,11.00,1983
svk,10.50,1988
svk,9.82,1993
svk,9.99,1998
svk,9.76,2003
svk,9.96,2008
svk,10.14,2013
svk,10.41,2018
svk,10.85,2023
svk,11.54,2028
svk,12.36,2033
svk,13.19,2038
svk,13.92,2043
svk,14.52,2048
svn,10.58,1953
svn,9.61,1958
svn,9.54,1963
svn,10.09,1968
svn,10.19,1973
svn,10.37,1978
svn,10.97,1983
svn,10.23,1988
svn,9.67,1993
svn,9.93,1998
svn,9.54,2003
svn,9.46,2008
svn,10.16,2013
svn,10.69,2018
svn,11.23,2023
svn,11.79,2028
svn,12.40,2033
svn,13.05,2038
svn,13.68,2043
svn,14.06,2048
slb,19.31,1953
slb,16.67,1958
slb,14.18,1963
slb,10.95,1968
slb,9.23,1973
slb,7.38,1978
slb,5.90,1983
slb,11.79,1988
slb,8.70,1993
slb,10.17,1998
slb,7.34,2003
slb,6.25,2008
slb,5.59,2013
slb,5.30,2018
slb,5.19,2023
slb,5.20,2028
slb,5.34,2033
slb,5.61,2038
slb,5.98,2043
slb,6.45,2048
som,31.85,1953
som,29.71,1958
som,27.45,1963
som,25.45,1968
som,23.56,1973
som,22.65,1978
som,20.00,1983
som,18.50,1988
som,17.93,1993
som,20.60,1998
som,16.20,2003
som,15.91,2008
som,14.47,2013
som,13.09,2018
som,11.87,2023
som,10.78,2028
som,9.78,2033
som,8.92,2038
som,8.23,2043
som,7.72,2048
zaf,20.30,1953
zaf,18.11,1958
zaf,16.66,1963
zaf,14.75,1968
zaf,13.14,1973
zaf,11.66,1978
zaf,10.04,1983
zaf,8.71,1988
zaf,9.92,1993
zaf,8.40,1998
zaf,13.44,2003
zaf,15.14,2008
zaf,15.09,2013
zaf,14.73,2018
zaf,14.67,2023
zaf,14.40,2028
zaf,14.46,2033
zaf,14.45,2038
zaf,14.20,2043
zaf,13.82,2048
esp,10.21,1953
esp,9.37,1958
esp,8.74,1963
esp,8.63,1968
esp,8.57,1973
esp,8.09,1978
esp,7.94,1983
esp,8.25,1988
esp,8.93,1993
esp,8.61,1998
esp,8.89,2003
esp,8.72,2008
esp,8.90,2013
esp,9.06,2018
esp,9.24,2023
esp,9.55,2028
esp,10.02,2033
esp,10.61,2038
esp,11.31,2043
esp,12.07,2048
lka,19.83,1953
lka,15.06,1958
lka,12.05,1963
lka,9.73,1968
lka,7.84,1973
lka,7.02,1978
lka,6.25,1983
lka,6.72,1988
lka,7.72,1993
lka,6.63,1998
lka,6.22,2003
lka,6.48,2008
lka,6.80,2013
lka,7.27,2018
lka,7.89,2023
lka,8.64,2028
lka,9.46,2033
lka,10.23,2038
lka,10.81,2043
lka,11.30,2048
sdn,22.77,1953
sdn,21.81,1958
sdn,20.67,1963
sdn,19.20,1968
sdn,17.89,1973
sdn,16.71,1978
sdn,15.52,1983
sdn,14.44,1988
sdn,11.96,1993
sdn,13.19,1998
sdn,11.01,2003
sdn,10.32,2008
sdn,9.48,2013
sdn,8.82,2018
sdn,8.35,2023
sdn,8.00,2028
sdn,7.79,2033
sdn,7.73,2038
sdn,7.80,2043
sdn,7.97,2048
sur,12.60,1953
sur,11.40,1958
sur,10.30,1963
sur,8.80,1968
sur,7.50,1973
sur,7.30,1978
sur,7.31,1983
sur,7.13,1988
sur,7.20,1993
sur,7.05,1998
sur,7.53,2003
sur,7.57,2008
sur,7.62,2013
sur,7.73,2018
sur,7.89,2023
sur,8.12,2028
sur,8.65,2033
sur,9.40,2038
sur,10.16,2043
sur,10.84,2048
swz,22.59,1953
swz,20.83,1958
swz,19.63,1963
swz,18.55,1968
swz,16.45,1973
swz,14.25,1978
swz,11.95,1983
swz,10.04,1988
swz,10.42,1993
swz,8.79,1998
swz,15.43,2003
swz,15.66,2008
swz,14.20,2013
swz,12.96,2018
swz,13.18,2023
swz,13.04,2028
swz,13.06,2033
swz,12.99,2038
swz,12.81,2043
swz,12.30,2048
swe,9.75,1953
swe,9.62,1958
swe,9.99,1963
swe,10.22,1968
swe,10.42,1973
swe,10.90,1978
swe,10.97,1983
swe,11.12,1988
swe,10.70,1993
swe,10.89,1998
swe,10.39,2003
swe,10.05,2008
swe,9.82,2013
swe,9.76,2018
swe,9.93,2023
swe,10.26,2028
swe,10.65,2033
swe,10.91,2038
swe,10.99,2043
swe,10.94,2048
che,10.14,1953
che,9.86,1958
che,9.52,1963
che,9.28,1968
che,8.97,1973
che,8.97,1978
che,9.23,1983
che,9.08,1988
che,8.85,1993
che,9.23,1998
che,8.39,2003
che,8.27,2008
che,8.49,2013
che,8.73,2018
che,9.01,2023
che,9.36,2028
che,9.81,2033
che,10.26,2038
che,10.65,2043
che,10.91,2048
syr,20.53,1953
syr,18.45,1958
syr,16.54,1963
syr,13.87,1968
syr,11.35,1973
syr,9.02,1978
syr,7.13,1983
syr,5.73,1988
syr,3.88,1993
syr,4.61,1998
syr,3.58,2003
syr,3.40,2008
syr,3.28,2013
syr,3.26,2018
syr,3.39,2023
syr,3.69,2028
syr,4.12,2033
syr,4.67,2038
syr,5.30,2043
syr,6.01,2048
tjk,12.20,1953
tjk,13.42,1958
tjk,13.14,1963
tjk,11.13,1968
tjk,9.39,1973
tjk,8.85,1978
tjk,8.03,1983
tjk,6.98,1988
tjk,8.25,1993
tjk,9.41,1998
tjk,7.13,2003
tjk,6.41,2008
tjk,6.24,2013
tjk,6.04,2018
tjk,5.88,2023
tjk,5.83,2028
tjk,5.96,2033
tjk,6.29,2038
tjk,6.76,2043
tjk,7.30,2048
mkd,17.23,1953
mkd,13.15,1958
mkd,9.57,1963
mkd,8.05,1968
mkd,8.24,1973
mkd,6.97,1978
mkd,7.09,1983
mkd,7.83,1988
mkd,8.25,1993
mkd,7.97,1998
mkd,8.57,2003
mkd,9.15,2008
mkd,9.73,2013
mkd,10.26,2018
mkd,10.80,2023
mkd,11.38,2028
mkd,11.95,2033
mkd,12.63,2038
mkd,13.32,2043
mkd,13.93,2048
tha,14.89,1953
tha,13.91,1958
tha,12.49,1963
tha,10.80,1968
tha,9.06,1973
tha,7.60,1978
tha,6.15,1983
tha,5.94,1988
tha,7.75,1993
tha,6.84,1998
tha,8.46,2003
tha,8.93,2008
tha,9.13,2013
tha,9.37,2018
tha,9.71,2023
tha,10.21,2028
tha,10.94,2033
tha,11.70,2038
tha,12.37,2043
tha,12.81,2048
tls,34.50,1953
tls,31.15,1958
tls,28.25,1963
tls,25.32,1968
tls,23.02,1973
tls,45.00,1978
tls,22.99,1983
tls,20.40,1988
tls,12.95,1993
tls,15.78,1998
tls,10.07,2003
tls,8.84,2008
tls,7.82,2013
tls,6.84,2018
tls,5.95,2023
tls,5.23,2028
tls,4.75,2033
tls,4.47,2038
tls,4.30,2043
tls,4.24,2048
tgo,24.37,1953
tgo,21.99,1958
tgo,20.27,1963
tgo,18.59,1968
tgo,16.67,1973
tgo,14.63,1978
tgo,12.94,1983
tgo,11.80,1988
tgo,9.96,1993
tgo,10.94,1998
tgo,9.22,2003
tgo,8.21,2008
tgo,7.62,2013
tgo,7.13,2018
tgo,6.79,2023
tgo,6.55,2028
tgo,6.45,2033
tgo,6.41,2038
tgo,6.47,2043
tgo,6.63,2048
ton,8.67,1953
ton,7.75,1958
ton,6.93,1963
ton,6.06,1968
ton,5.49,1973
ton,5.55,1978
ton,5.75,1983
ton,5.92,1988
ton,6.09,1993
ton,6.06,1998
ton,6.12,2003
ton,6.08,2008
ton,5.99,2013
ton,5.96,2018
ton,5.98,2023
ton,6.02,2028
ton,6.10,2033
ton,6.23,2038
ton,6.46,2043
ton,6.78,2048
tto,11.23,1953
tto,9.42,1958
tto,7.60,1963
tto,7.15,1968
tto,7.44,1973
tto,7.14,1978
tto,7.46,1983
tto,7.07,1988
tto,7.17,1993
tto,6.91,1998
tto,7.88,2003
tto,8.00,2008
tto,8.27,2013
tto,8.57,2018
tto,9.06,2023
tto,9.75,2028
tto,10.73,2033
tto,11.73,2038
tto,12.71,2043
tto,13.62,2048
tun,22.60,1953
tun,20.30,1958
tun,17.90,1963
tun,15.50,1968
tun,12.30,1973
tun,10.06,1978
tun,7.94,1983
tun,6.93,1988
tun,5.91,1993
tun,6.18,1998
tun,5.83,2003
tun,5.91,2008
tun,6.02,2013
tun,6.15,2018
tun,6.38,2023
tun,6.83,2028
tun,7.47,2033
tun,8.28,2038
tun,9.15,2043
tun,10.03,2048
tur,23.46,1953
tur,19.76,1958
tur,16.35,1963
tur,13.50,1968
tur,11.55,1973
tur,10.16,1978
tur,9.30,1983
tur,8.61,1988
tur,6.25,1993
tur,7.21,1998
tur,5.80,2003
tur,5.95,2008
tur,6.14,2013
tur,6.28,2018
tur,6.50,2023
tur,6.91,2028
tur,7.50,2033
tur,8.23,2038
tur,8.97,2043
tur,9.72,2048
tkm,16.20,1953
tkm,15.50,1958
tkm,13.90,1963
tkm,11.70,1968
tkm,10.34,1973
tkm,9.57,1978
tkm,8.74,1983
tkm,8.22,1988
tkm,7.72,1993
tkm,8.65,1998
tkm,7.65,2003
tkm,7.71,2008
tkm,7.41,2013
tkm,7.17,2018
tkm,7.12,2023
tkm,7.34,2028
tkm,7.81,2033
tkm,8.44,2038
tkm,9.12,2043
tkm,9.78,2048
uga,24.48,1953
uga,21.96,1958
uga,19.52,1963
uga,17.42,1968
uga,15.30,1973
uga,15.90,1978
uga,16.16,1983
uga,16.13,1988
uga,17.25,1993
uga,17.32,1998
uga,15.21,2003
uga,12.86,2008
uga,11.09,2013
uga,9.72,2018
uga,8.70,2023
uga,7.77,2028
uga,7.05,2033
uga,6.53,2038
uga,6.21,2043
uga,6.05,2048
ukr,10.54,1953
ukr,8.93,1958
ukr,8.33,1963
ukr,8.20,1968
ukr,9.72,1973
ukr,10.75,1978
ukr,11.82,1983
ukr,11.99,1988
ukr,15.21,1993
ukr,13.80,1998
ukr,15.79,2003
ukr,16.04,2008
ukr,16.08,2013
ukr,15.86,2018
ukr,15.65,2023
ukr,15.60,2028
ukr,15.86,2033
ukr,16.30,2038
ukr,16.68,2043
ukr,16.82,2048
are,22.80,1953
are,20.70,1958
are,17.30,1963
are,12.30,1968
are,9.90,1973
are,7.35,1978
are,4.01,1983
are,3.24,1988
are,1.68,1993
are,2.29,1998
are,1.56,2003
are,1.51,2008
are,1.55,2013
are,1.70,2018
are,2.00,2023
are,2.44,2028
are,3.01,2033
are,3.60,2038
are,4.14,2043
are,4.69,2048
gbr,11.65,1953
gbr,11.64,1958
gbr,11.78,1963
gbr,11.68,1968
gbr,11.83,1973
gbr,11.87,1978
gbr,11.76,1983
gbr,11.36,1988
gbr,10.89,1993
gbr,10.98,1998
gbr,10.26,2003
gbr,9.93,2008
gbr,9.85,2013
gbr,9.81,2018
gbr,9.86,2023
gbr,9.99,2028
gbr,10.20,2033
gbr,10.42,2038
gbr,10.61,2043
gbr,10.72,2048
tza,22.40,1953
tza,21.00,1958
tza,20.06,1963
tza,18.91,1968
tza,17.48,1973
tza,16.08,1978
tza,15.28,1983
tza,14.67,1988
tza,14.65,1993
tza,14.96,1998
tza,13.27,2003
tza,11.51,2008
tza,10.03,2013
tza,8.98,2018
tza,8.29,2023
tza,7.70,2028
tza,7.27,2033
tza,6.96,2038
tza,6.71,2043
tza,6.54,2048
usa,9.47,1953
usa,9.41,1958
usa,9.43,1963
usa,9.51,1968
usa,9.23,1973
usa,8.65,1978
usa,8.75,1983
usa,8.78,1988
usa,7.89,1993
usa,8.68,1998
usa,7.95,2003
usa,7.84,2008
usa,7.84,2013
usa,7.95,2018
usa,8.24,2023
usa,8.69,2028
usa,9.24,2033
usa,9.79,2038
usa,10.26,2043
usa,10.46,2048
vir,14.11,1953
vir,11.67,1958
vir,9.45,1963
vir,7.52,1968
vir,6.21,1973
vir,5.52,1978
vir,5.31,1983
vir,5.09,1988
vir,5.54,1993
vir,5.26,1998
vir,6.14,2003
vir,6.94,2008
vir,7.89,2013
vir,8.99,2018
vir,10.22,2023
vir,11.50,2028
vir,12.77,2033
vir,13.87,2038
vir,14.74,2043
vir,15.30,2048
ury,10.46,1953
ury,10.03,1958
ury,9.53,1963
ury,9.62,1968
ury,10.03,1973
ury,10.09,1978
ury,9.83,1983
ury,9.86,1988
ury,9.44,1993
ury,9.67,1998
ury,9.41,2003
ury,9.30,2008
ury,9.24,2013
ury,9.21,2018
ury,9.21,2023
ury,9.30,2028
ury,9.53,2033
ury,9.84,2038
ury,10.23,2043
ury,10.62,2048
uzb,14.68,1953
uzb,13.76,1958
uzb,12.18,1963
uzb,10.32,1968
uzb,9.07,1973
uzb,8.51,1978
uzb,7.82,1983
uzb,7.18,1988
uzb,6.63,1993
uzb,7.35,1998
uzb,6.42,2003
uzb,6.50,2008
uzb,6.49,2013
uzb,6.46,2018
uzb,6.53,2023
uzb,6.78,2028
uzb,7.26,2033
uzb,7.95,2038
uzb,8.74,2043
uzb,9.52,2048
vut,22.31,1953
vut,19.46,1958
vut,16.84,1963
vut,14.53,1968
vut,12.57,1973
vut,10.38,1978
vut,9.34,1983
vut,7.68,1988
vut,6.70,1993
vut,7.06,1998
vut,5.74,2003
vut,5.04,2008
vut,4.59,2013
vut,4.37,2018
vut,4.31,2023
vut,4.39,2028
vut,4.57,2033
vut,4.82,2038
vut,5.14,2043
vut,5.48,2048
ven,12.27,1953
ven,10.61,1958
ven,9.24,1963
ven,7.70,1968
ven,6.49,1973
ven,5.84,1978
ven,5.48,1983
ven,4.97,1988
ven,4.91,1993
ven,4.84,1998
ven,5.04,2003
ven,5.10,2008
ven,5.24,2013
ven,5.43,2018
ven,5.72,2023
ven,6.11,2028
ven,6.58,2033
ven,7.11,2038
ven,7.68,2043
ven,8.29,2048
vnm,23.94,1953
vnm,22.93,1958
vnm,21.12,1963
vnm,18.76,1968
vnm,16.57,1973
vnm,12.88,1978
vnm,11.04,1983
vnm,9.01,1988
vnm,5.71,1993
vnm,6.84,1998
vnm,5.34,2003
vnm,5.40,2008
vnm,5.46,2013
vnm,5.58,2018
vnm,5.81,2023
vnm,6.25,2028
vnm,6.95,2033
vnm,7.89,2038
vnm,8.95,2043
vnm,9.95,2048
esh,28.06,1953
esh,26.21,1958
esh,24.59,1963
esh,22.48,1968
esh,20.02,1973
esh,17.27,1978
esh,14.56,1983
esh,11.23,1988
esh,7.63,1993
esh,9.13,1998
esh,6.50,2003
esh,5.83,2008
esh,5.47,2013
esh,5.32,2018
esh,5.44,2023
esh,5.88,2028
esh,6.55,2033
esh,7.40,2038
esh,8.30,2043
esh,9.18,2048
yem,34.16,1953
yem,31.91,1958
yem,30.01,1963
yem,27.91,1968
yem,25.03,1973
yem,20.94,1978
yem,16.82,1983
yem,13.69,1988
yem,10.14,1993
yem,11.85,1998
yem,8.56,2003
yem,7.35,2008
yem,6.34,2013
yem,5.53,2018
yem,4.95,2023
yem,4.60,2028
yem,4.44,2033
yem,4.43,2038
yem,4.54,2043
yem,4.79,2048
zmb,21.76,1953
zmb,20.14,1958
zmb,18.84,1963
zmb,17.69,1968
zmb,15.96,1973
zmb,14.85,1978
zmb,14.43,1983
zmb,14.35,1988
zmb,18.98,1993
zmb,15.62,1998
zmb,20.21,2003
zmb,17.49,2008
zmb,14.53,2013
zmb,12.61,2018
zmb,11.71,2023
zmb,10.81,2028
zmb,10.12,2033
zmb,9.57,2038
zmb,9.06,2043
zmb,8.57,2048
zwe,17.45,1953
zwe,16.26,1958
zwe,14.97,1963
zwe,13.76,1968
zwe,12.65,1973
zwe,11.47,1978
zwe,9.73,1983
zwe,8.62,1988
zwe,14.76,1993
zwe,9.53,1998
zwe,18.71,2003
zwe,16.19,2008
zwe,12.94,2013
zwe,10.94,2018
zwe,9.65,2023
zwe,8.76,2028
zwe,8.26,2033
zwe,7.82,2038
zwe,7.45,2043
zwe,7.32,2048
