geo,population_aged_60plus_years_female_percent,time
nic,4.81,1980
nic,5.02,1985
nic,5.35,1990
nic,5.43,1995
nic,5.74,2000
nic,6.30,2005
nic,6.60,2010
nic,7.73,2015
nic,9.14,2020
nic,10.55,2025
nic,12.17,2030
nic,14.09,2035
nic,16.46,2040
nic,19.22,2045
nic,21.99,2050
ner,1.76,1950
ner,2.24,1955
ner,2.87,1960
ner,3.11,1965
ner,3.33,1970
ner,3.35,1975
ner,3.47,1980
ner,3.48,1985
ner,3.50,1990
ner,3.56,1995
ner,3.64,2000
ner,3.76,2005
ner,3.67,2010
ner,3.46,2015
ner,3.44,2020
ner,3.57,2025
ner,3.77,2030
ner,4.01,2035
ner,4.34,2040
ner,4.72,2045
ner,5.18,2050
nga,5.76,1950
nga,5.80,1955
nga,5.79,1960
nga,5.62,1965
nga,5.49,1970
nga,5.34,1975
nga,5.23,1980
nga,5.21,1985
nga,5.15,1990
nga,5.10,1995
nga,5.12,2000
nga,5.21,2005
nga,5.27,2010
nga,5.48,2015
nga,5.75,2020
nga,6.06,2025
nga,6.41,2030
nga,6.94,2035
nga,7.77,2040
nga,8.82,2045
nga,9.99,2050
nor,15.06,1950
nor,15.91,1955
nor,17.47,1960
nor,18.53,1965
nor,19.97,1970
nor,21.13,1975
nor,22.52,1980
nor,23.71,1985
nor,23.58,1990
nor,22.60,1995
nor,21.64,2000
nor,21.82,2005
nor,22.90,2010
nor,23.90,2015
nor,25.27,2020
nor,26.76,2025
nor,28.60,2030
nor,30.04,2035
nor,30.58,2040
nor,30.94,2045
nor,31.43,2050
omn,4.48,1950
omn,4.42,1955
omn,4.91,1960
omn,4.91,1965
omn,4.74,1970
omn,4.63,1975
omn,4.43,1980
omn,3.86,1985
omn,3.92,1990
omn,3.70,1995
omn,3.96,2000
omn,4.51,2005
omn,5.03,2010
omn,5.72,2015
omn,6.65,2020
omn,7.90,2025
omn,9.38,2030
omn,11.54,2035
omn,14.24,2040
omn,17.12,2045
omn,19.90,2050
pak,10.08,1950
pak,9.22,1955
pak,8.51,1960
pak,7.94,1965
pak,7.36,1970
pak,6.59,1975
pak,5.94,1980
pak,5.47,1985
pak,5.20,1990
pak,5.24,1995
pak,5.46,2000
pak,5.89,2005
pak,6.26,2010
pak,6.65,2015
pak,7.24,2020
pak,8.03,2025
pak,9.00,2030
pak,10.16,2035
pak,11.51,2040
pak,13.19,2045
pak,15.34,2050
pan,6.47,1950
pan,7.10,1955
pan,6.70,1960
pan,6.58,1965
pan,6.26,1970
pan,6.52,1975
pan,6.77,1980
pan,7.09,1985
pan,7.39,1990
pan,7.79,1995
pan,8.29,2000
pan,9.01,2005
pan,10.17,2010
pan,11.44,2015
pan,13.06,2020
pan,15.12,2025
pan,17.35,2030
pan,19.55,2035
pan,21.26,2040
pan,22.92,2045
pan,24.51,2050
png,6.00,1950
png,4.89,1955
png,4.29,1960
png,4.13,1965
png,4.19,1970
png,4.15,1975
png,2.20,1980
png,2.54,1985
png,2.86,1990
png,3.23,1995
png,3.67,2000
png,3.92,2005
png,4.46,2010
png,5.11,2015
png,6.00,2020
png,7.17,2025
png,8.37,2030
png,9.62,2035
png,10.52,2040
png,11.44,2045
png,12.56,2050
pry,5.07,1950
pry,5.41,1955
pry,5.48,1960
pry,5.73,1965
pry,5.94,1970
pry,6.09,1975
pry,6.30,1980
pry,6.50,1985
pry,6.62,1990
pry,6.66,1995
pry,6.89,2000
pry,7.40,2005
pry,7.97,2010
pry,8.97,2015
pry,10.06,2020
pry,11.18,2025
pry,12.40,2030
pry,13.49,2035
pry,14.98,2040
pry,17.19,2045
pry,19.43,2050
per,6.10,1950
per,6.04,1955
per,6.03,1960
per,5.94,1965
per,5.97,1970
per,6.00,1975
per,6.02,1980
per,6.21,1985
per,6.57,1990
per,7.07,1995
per,7.68,2000
per,8.40,2005
per,9.31,2010
per,10.49,2015
per,11.91,2020
per,13.61,2025
per,15.44,2030
per,17.46,2035
per,19.70,2040
per,21.85,2045
per,24.15,2050
phl,6.79,1950
phl,6.17,1955
phl,5.62,1960
phl,5.25,1965
phl,5.27,1970
phl,5.41,1975
phl,5.45,1980
phl,5.53,1985
phl,5.49,1990
phl,5.70,1995
phl,6.06,2000
phl,6.57,2005
phl,7.19,2010
phl,8.27,2015
phl,9.51,2020
phl,10.87,2025
phl,12.32,2030
phl,13.83,2035
phl,15.52,2040
phl,17.33,2045
phl,19.32,2050
pol,9.39,1950
pol,9.75,1955
pol,10.92,1960
pol,12.61,1965
pol,14.64,1970
pol,15.91,1975
pol,15.51,1980
pol,16.39,1985
pol,17.46,1990
pol,18.46,1995
pol,19.50,2000
pol,20.09,2005
pol,22.47,2010
pol,25.84,2015
pol,28.99,2020
pol,30.69,2025
pol,31.79,2030
pol,33.69,2035
pol,36.43,2040
pol,39.62,2045
pol,41.81,2050
prt,12.01,1950
prt,12.37,1955
prt,13.05,1960
prt,14.08,1965
prt,15.74,1970
prt,16.62,1975
prt,17.49,1980
prt,18.84,1985
prt,20.80,1990
prt,22.47,1995
prt,23.77,2000
prt,24.64,2005
prt,26.22,2010
prt,27.92,2015
prt,29.92,2020
prt,32.30,2025
prt,34.59,2030
prt,37.20,2035
prt,39.62,2040
prt,41.09,2045
prt,41.43,2050
pri,6.25,1950
pri,7.08,1955
pri,7.72,1960
pri,8.11,1965
pri,9.67,1970
pri,9.51,1975
pri,11.40,1980
pri,12.38,1985
pri,13.81,1990
pri,15.04,1995
pri,16.46,2000
pri,18.68,2005
pri,21.43,2010
pri,23.87,2015
pri,26.39,2020
pri,28.60,2025
pri,30.47,2030
pri,31.94,2035
pri,33.53,2040
pri,34.78,2045
pri,35.73,2050
qat,0.00,1950
qat,0.00,1955
qat,0.00,1960
qat,0.00,1965
qat,2.63,1970
qat,3.51,1975
qat,1.21,1980
qat,1.71,1985
qat,1.31,1990
qat,2.22,1995
qat,1.86,2000
qat,3.35,2005
qat,2.69,2010
qat,3.07,2015
qat,2.65,2020
qat,3.88,2025
qat,5.15,2030
qat,6.80,2035
qat,8.89,2040
qat,11.37,2045
qat,13.23,2050
reu,7.75,1950
reu,7.33,1955
reu,6.32,1960
reu,6.06,1965
reu,6.30,1970
reu,7.23,1975
reu,7.75,1980
reu,9.15,1985
reu,9.38,1990
reu,10.00,1995
reu,10.57,2000
reu,11.66,2005
reu,12.56,2010
reu,14.32,2015
reu,16.32,2020
reu,19.36,2025
reu,22.16,2030
reu,24.12,2035
reu,24.68,2040
reu,25.71,2045
reu,26.71,2050
rou,9.78,1950
rou,11.10,1955
rou,11.95,1960
rou,13.42,1965
rou,14.51,1970
rou,15.79,1975
rou,14.88,1980
rou,16.16,1985
rou,17.47,1990
rou,19.44,1995
rou,21.27,2000
rou,21.71,2005
rou,22.96,2010
rou,25.07,2015
rou,26.99,2020
rou,27.38,2025
rou,30.22,2030
rou,32.80,2035
rou,35.95,2040
rou,37.86,2045
rou,40.47,2050
rus,11.27,1950
rus,11.32,1955
rus,11.83,1960
rus,13.47,1965
rus,15.53,1970
rus,17.75,1975
rus,17.89,1980
rus,18.55,1985
rus,20.53,1990
rus,20.89,1995
rus,22.51,2000
rus,21.23,2005
rus,22.05,2010
rus,24.10,2015
rus,26.72,2020
rus,28.81,2025
rus,29.66,2030
rus,30.88,2035
rus,32.29,2040
rus,34.50,2045
rus,36.75,2050
rwa,4.20,1950
rwa,4.06,1955
rwa,4.17,1960
rwa,4.13,1965
rwa,4.08,1970
rwa,4.03,1975
rwa,4.21,1980
rwa,4.71,1985
rwa,4.85,1990
rwa,4.77,1995
rwa,4.69,2000
rwa,4.45,2005
rwa,4.40,2010
rwa,4.66,2015
rwa,5.20,2020
rwa,5.61,2025
rwa,5.88,2030
rwa,6.29,2035
rwa,6.98,2040
rwa,8.50,2045
rwa,10.19,2050
lca,6.98,1950
lca,4.65,1955
lca,6.52,1960
lca,8.00,1965
lca,7.55,1970
lca,8.62,1975
lca,8.47,1980
lca,7.81,1985
lca,11.11,1990
lca,10.67,1995
lca,9.88,2000
lca,10.47,2005
lca,9.09,2010
lca,9.89,2015
lca,12.37,2020
lca,14.85,2025
lca,16.50,2030
lca,19.63,2035
lca,21.50,2040
lca,25.23,2045
lca,27.03,2050
vct,8.33,1950
vct,5.41,1955
vct,6.98,1960
vct,6.52,1965
vct,6.38,1970
vct,10.20,1975
vct,8.00,1980
vct,7.55,1985
vct,9.09,1990
vct,9.62,1995
vct,11.11,2000
vct,9.43,2005
vct,10.71,2010
vct,11.32,2015
vct,14.81,2020
vct,15.09,2025
vct,17.86,2030
vct,20.34,2035
vct,20.00,2040
vct,22.58,2045
vct,21.67,2050
wsm,2.63,1950
wsm,2.13,1955
wsm,1.85,1960
wsm,3.23,1965
wsm,2.86,1970
wsm,2.74,1975
wsm,4.00,1980
wsm,3.95,1985
wsm,6.41,1990
wsm,6.25,1995
wsm,6.02,2000
wsm,8.14,2005
wsm,8.23,2010
wsm,8.14,2015
wsm,9.09,2020
wsm,12.36,2025
wsm,11.83,2030
wsm,13.04,2035
wsm,12.77,2040
wsm,11.83,2045
wsm,14.44,2050
stp,3.70,1950
stp,3.85,1955
stp,3.70,1960
stp,0.00,1965
stp,8.57,1970
stp,7.32,1975
stp,8.16,1980
stp,7.69,1985
stp,5.17,1990
stp,4.84,1995
stp,6.94,2000
stp,5.26,2005
stp,4.82,2010
stp,5.56,2015
stp,7.00,2020
stp,6.48,2025
stp,7.83,2030
stp,8.73,2035
stp,9.63,2040
stp,12.50,2045
stp,13.51,2050
sau,5.84,1950
sau,5.87,1955
sau,5.77,1960
sau,5.62,1965
sau,5.48,1970
sau,5.28,1975
sau,4.89,1980
sau,4.45,1985
sau,4.01,1990
sau,3.99,1995
sau,4.28,2000
sau,4.48,2005
sau,4.86,2010
sau,5.46,2015
sau,6.30,2020
sau,7.74,2025
sau,9.59,2030
sau,11.62,2035
sau,14.15,2040
sau,16.30,2045
sau,18.81,2050
sen,5.80,1950
sen,5.51,1955
sen,5.17,1960
sen,4.90,1965
sen,4.68,1970
sen,4.54,1975
sen,4.42,1980
sen,4.36,1985
sen,4.34,1990
sen,4.31,1995
sen,4.30,2000
sen,4.26,2005
sen,4.12,2010
sen,4.05,2015
sen,4.30,2020
sen,4.74,2025
sen,5.44,2030
sen,6.40,2035
sen,7.57,2040
sen,8.87,2045
sen,10.30,2050
srb,12.45,1950
srb,11.10,1955
srb,11.52,1960
srb,12.43,1965
srb,13.91,1970
srb,14.21,1975
srb,13.88,1980
srb,15.20,1985
srb,17.23,1990
srb,19.47,1995
srb,20.90,2000
srb,20.97,2005
srb,21.75,2010
srb,23.75,2015
srb,24.93,2020
srb,25.91,2025
srb,27.15,2030
srb,28.56,2035
srb,30.23,2040
srb,31.93,2045
srb,33.36,2050
sle,5.84,1950
sle,5.81,1955
sle,5.72,1960
sle,5.58,1965
sle,5.48,1970
sle,5.25,1975
sle,5.08,1980
sle,4.92,1985
sle,4.49,1990
sle,4.23,1995
sle,3.94,2000
sle,3.65,2005
sle,3.51,2010
sle,3.52,2015
sle,3.65,2020
sle,3.95,2025
sle,4.40,2030
sle,5.01,2035
sle,5.75,2040
sle,6.57,2045
sle,7.41,2050
sgp,4.85,1950
sgp,4.21,1955
sgp,4.51,1960
sgp,5.37,1965
sgp,6.12,1970
sgp,7.06,1975
sgp,7.94,1980
sgp,8.56,1985
sgp,9.01,1990
sgp,10.01,1995
sgp,11.37,2000
sgp,13.12,2005
sgp,17.03,2010
sgp,22.11,2015
sgp,28.02,2020
sgp,33.62,2025
sgp,37.90,2030
sgp,40.25,2035
sgp,41.07,2040
sgp,41.59,2045
sgp,42.44,2050
svk,10.89,1950
svk,11.17,1955
svk,12.11,1960
svk,13.51,1965
svk,15.26,1970
svk,15.12,1975
svk,14.98,1980
svk,15.47,1985
svk,16.95,1990
svk,17.51,1995
svk,17.94,2000
svk,18.98,2005
svk,20.70,2010
svk,23.40,2015
svk,25.91,2020
svk,27.95,2025
svk,29.52,2030
svk,31.87,2035
svk,34.97,2040
svk,37.67,2045
svk,39.64,2050
svn,11.17,1950
svn,12.12,1955
svn,13.94,1960
svn,15.65,1965
svn,16.94,1970
svn,17.86,1975
svn,17.11,1980
svn,18.38,1985
svn,19.64,1990
svn,21.39,1995
svn,22.87,2000
svn,23.93,2005
svn,25.68,2010
svn,28.12,2015
svn,30.47,2020
svn,32.76,2025
svn,34.55,2030
svn,36.20,2035
svn,38.23,2040
svn,39.52,2045
svn,40.06,2050
slb,0.00,1950
slb,2.08,1955
slb,3.70,1960
slb,3.12,1965
slb,3.90,1970
slb,3.30,1975
slb,2.78,1980
slb,3.85,1985
slb,4.61,1990
slb,4.02,1995
slb,4.04,2000
slb,4.83,2005
slb,5.04,2010
slb,5.56,2015
slb,5.96,2020
slb,6.86,2025
slb,8.09,2030
slb,9.27,2035
slb,10.91,2040
slb,12.50,2045
slb,13.96,2050
som,5.18,1950
som,5.34,1955
som,5.34,1960
som,5.43,1965
som,5.27,1970
som,5.19,1975
som,5.07,1980
som,4.98,1985
som,4.89,1990
som,4.73,1995
som,4.74,2000
som,4.63,2005
som,4.64,2010
som,4.90,2015
som,5.13,2020
som,5.39,2025
som,5.71,2030
som,6.11,2035
som,6.70,2040
som,6.97,2045
som,7.51,2050
zaf,6.65,1950
zaf,6.91,1955
zaf,6.95,1960
zaf,6.92,1965
zaf,6.45,1970
zaf,6.03,1975
zaf,5.89,1980
zaf,5.80,1985
zaf,5.90,1990
zaf,6.22,1995
zaf,6.77,2000
zaf,7.53,2005
zaf,8.52,2010
zaf,10.02,2015
zaf,11.63,2020
zaf,12.87,2025
zaf,13.64,2030
zaf,13.88,2035
zaf,14.03,2040
zaf,14.72,2045
zaf,15.87,2050
esp,12.43,1950
esp,12.97,1955
esp,13.70,1960
esp,14.11,1965
esp,15.91,1970
esp,16.88,1975
esp,17.60,1980
esp,19.21,1985
esp,21.22,1990
esp,23.15,1995
esp,23.96,2000
esp,24.00,2005
esp,24.82,2010
esp,25.65,2015
esp,27.16,2020
esp,29.55,2025
esp,32.33,2030
esp,35.29,2035
esp,38.10,2040
esp,39.49,2045
esp,39.53,2050
lka,10.37,1950
lka,7.74,1955
lka,6.31,1960
lka,5.76,1965
lka,5.77,1970
lka,6.14,1975
lka,6.63,1980
lka,7.51,1985
lka,8.34,1990
lka,9.21,1995
lka,9.93,2000
lka,10.75,2005
lka,13.18,2010
lka,15.89,2015
lka,18.62,2020
lka,21.50,2025
lka,24.13,2030
lka,25.25,2035
lka,26.77,2040
lka,29.31,2045
lka,30.99,2050
sdn,5.58,1950
sdn,5.46,1955
sdn,5.20,1960
sdn,5.05,1965
sdn,5.03,1970
sdn,5.04,1975
sdn,5.07,1980
sdn,5.12,1985
sdn,5.21,1990
sdn,5.32,1995
sdn,5.51,2000
sdn,5.79,2005
sdn,6.16,2010
sdn,6.56,2015
sdn,7.07,2020
sdn,7.68,2025
sdn,8.42,2030
sdn,9.37,2035
sdn,10.52,2040
sdn,11.84,2045
sdn,13.32,2050
sur,8.33,1950
sur,8.06,1955
sur,6.21,1960
sur,5.99,1965
sur,5.85,1970
sur,5.53,1975
sur,6.67,1980
sur,7.07,1985
sur,8.00,1990
sur,8.37,1995
sur,9.52,2000
sur,9.68,2005
sur,10.38,2010
sur,11.27,2015
sur,13.38,2020
sur,15.31,2025
sur,17.61,2030
sur,19.48,2035
sur,21.09,2040
sur,23.15,2045
sur,24.68,2050
swz,5.00,1950
swz,5.00,1955
swz,4.44,1960
swz,4.90,1965
swz,4.70,1970
swz,4.80,1975
swz,5.05,1980
swz,4.84,1985
swz,4.59,1990
swz,4.76,1995
swz,5.01,2000
swz,5.36,2005
swz,5.87,2010
swz,6.58,2015
swz,7.07,2020
swz,7.29,2025
swz,6.88,2030
swz,6.36,2035
swz,5.90,2040
swz,6.31,2045
swz,7.41,2050
swe,15.87,1950
swe,16.77,1955
swe,18.45,1960
swe,19.65,1965
swe,21.18,1970
swe,22.82,1975
swe,24.00,1980
swe,25.90,1985
swe,25.26,1990
swe,24.59,1995
swe,24.55,2000
swe,25.44,2005
swe,26.90,2010
swe,27.72,2015
swe,28.43,2020
swe,29.42,2025
swe,30.45,2030
swe,31.19,2035
swe,31.25,2040
swe,31.25,2045
swe,31.77,2050
che,15.17,1950
che,15.85,1955
che,16.83,1960
che,17.41,1965
che,18.58,1970
che,19.72,1975
che,20.70,1980
che,21.68,1985
che,22.20,1990
che,22.32,1995
che,22.88,2000
che,23.89,2005
che,25.28,2010
che,26.59,2015
che,28.35,2020
che,30.75,2025
che,32.81,2030
che,33.83,2035
che,34.17,2040
che,34.42,2045
che,34.63,2050
syr,6.24,1950
syr,6.04,1955
syr,5.58,1960
syr,5.17,1965
syr,4.84,1970
syr,4.64,1975
syr,4.49,1980
syr,4.40,1985
syr,4.46,1990
syr,4.67,1995
syr,4.95,2000
syr,5.05,2005
syr,5.23,2010
syr,5.91,2015
syr,6.79,2020
syr,8.13,2025
syr,9.80,2030
syr,11.84,2035
syr,14.34,2040
syr,17.19,2045
syr,19.83,2050
tjk,6.97,1950
tjk,7.20,1955
tjk,7.61,1960
tjk,8.13,1965
tjk,8.31,1970
tjk,7.69,1975
tjk,7.17,1980
tjk,7.14,1985
tjk,7.20,1990
tjk,6.51,1995
tjk,5.85,2000
tjk,5.49,2005
tjk,5.47,2010
tjk,6.05,2015
tjk,7.27,2020
tjk,8.91,2025
tjk,10.22,2030
tjk,11.46,2035
tjk,12.70,2040
tjk,14.58,2045
tjk,17.54,2050
tza,4.06,1950
tza,4.21,1955
tza,4.30,1960
tza,4.41,1965
tza,4.48,1970
tza,4.55,1975
tza,4.59,1980
tza,4.65,1985
tza,4.70,1990
tza,4.80,1995
tza,4.96,2000
tza,5.15,2005
tza,5.33,2010
tza,5.40,2015
tza,5.48,2020
tza,5.54,2025
tza,5.67,2030
tza,5.96,2035
tza,6.47,2040
tza,7.12,2045
tza,7.93,2050
tha,5.62,1950
tha,5.44,1955
tha,5.50,1960
tha,5.58,1965
tha,5.73,1970
tha,5.91,1975
tha,6.12,1980
tha,6.61,1985
tha,7.86,1990
tha,9.16,1995
tha,10.30,2000
tha,11.03,2005
tha,12.42,2010
tha,14.71,2015
tha,17.59,2020
tha,20.73,2025
tha,23.71,2030
tha,26.04,2035
tha,27.46,2040
tha,28.47,2045
tha,29.20,2050
tls,6.02,1950
tls,4.87,1955
tls,5.24,1960
tls,5.51,1965
tls,5.02,1970
tls,4.82,1975
tls,3.87,1980
tls,3.42,1985
tls,3.35,1990
tls,3.88,1995
tls,4.51,2000
tls,4.94,2005
tls,5.22,2010
tls,5.42,2015
tls,5.66,2020
tls,5.66,2025
tls,5.85,2030
tls,5.81,2035
tls,5.91,2040
tls,6.73,2045
tls,7.76,2050
tgo,6.54,1950
tgo,6.16,1955
tgo,5.90,1960
tgo,5.64,1965
tgo,5.71,1970
tgo,5.56,1975
tgo,5.46,1980
tgo,5.43,1985
tgo,5.34,1990
tgo,5.36,1995
tgo,5.43,2000
tgo,5.68,2005
tgo,6.02,2010
tgo,6.41,2015
tgo,6.91,2020
tgo,7.49,2025
tgo,8.19,2030
tgo,9.05,2035
tgo,10.27,2040
tgo,11.74,2045
tgo,13.33,2050
ton,0.00,1950
ton,0.00,1955
ton,0.00,1960
ton,2.50,1965
ton,2.22,1970
ton,2.17,1975
ton,4.17,1980
ton,4.44,1985
ton,6.52,1990
ton,8.33,1995
ton,8.33,2000
ton,8.00,2005
ton,7.84,2010
ton,10.00,2015
ton,11.11,2020
ton,10.71,2025
ton,12.50,2030
ton,12.07,2035
ton,13.33,2040
ton,16.39,2045
ton,15.25,2050
tto,6.58,1950
tto,6.39,1955
tto,6.38,1960
tto,6.40,1965
tto,7.32,1970
tto,7.87,1975
tto,8.49,1980
tto,8.62,1985
tto,8.90,1990
tto,9.32,1995
tto,9.96,2000
tto,10.80,2005
tto,12.17,2010
tto,13.84,2015
tto,16.78,2020
tto,20.25,2025
tto,22.64,2030
tto,24.54,2035
tto,26.88,2040
tto,30.23,2045
tto,33.33,2050
tun,9.04,1950
tun,7.71,1955
tun,6.42,1960
tun,5.29,1965
tun,6.52,1970
tun,5.22,1975
tun,5.34,1980
tun,5.75,1985
tun,6.92,1990
tun,8.50,1995
tun,9.25,2000
tun,9.60,2005
tun,10.22,2010
tun,11.74,2015
tun,13.80,2020
tun,16.16,2025
tun,18.73,2030
tun,21.45,2035
tun,24.44,2040
tun,27.55,2045
tun,30.52,2050
tur,7.17,1950
tur,7.20,1955
tur,6.91,1960
tur,7.02,1965
tur,7.07,1970
tur,7.02,1975
tur,6.95,1980
tur,6.83,1985
tur,7.18,1990
tur,7.90,1995
tur,8.42,2000
tur,8.98,2005
tur,9.81,2010
tur,10.92,2015
tur,12.49,2020
tur,14.51,2025
tur,16.81,2030
tur,19.51,2035
tur,22.19,2040
tur,24.66,2045
tur,26.44,2050
tkm,9.55,1950
tkm,8.67,1955
tkm,8.24,1960
tkm,8.21,1965
tkm,8.36,1970
tkm,7.97,1975
tkm,7.29,1980
tkm,7.25,1985
tkm,7.43,1990
tkm,7.22,1995
tkm,7.63,2000
tkm,6.97,2005
tkm,7.08,2010
tkm,8.01,2015
tkm,9.88,2020
tkm,12.09,2025
tkm,13.87,2030
tkm,15.71,2035
tkm,17.65,2040
tkm,19.88,2045
tkm,22.76,2050
uga,4.99,1950
uga,4.62,1955
uga,4.46,1960
uga,4.51,1965
uga,4.50,1970
uga,4.55,1975
uga,4.58,1980
uga,4.59,1985
uga,4.62,1990
uga,4.67,1995
uga,4.45,2000
uga,4.38,2005
uga,4.28,2010
uga,4.16,2015
uga,3.94,2020
uga,3.76,2025
uga,3.82,2030
uga,4.23,2035
uga,4.85,2040
uga,5.69,2045
uga,6.71,2050
ukr,12.69,1950
ukr,12.62,1955
ukr,12.99,1960
ukr,14.74,1965
ukr,16.94,1970
ukr,19.46,1975
ukr,19.51,1980
ukr,20.89,1985
ukr,22.87,1990
ukr,22.49,1995
ukr,24.95,2000
ukr,24.69,2005
ukr,25.07,2010
ukr,26.39,2015
ukr,28.41,2020
ukr,30.20,2025
ukr,31.15,2030
ukr,32.44,2035
ukr,33.86,2040
ukr,35.82,2045
ukr,37.58,2050
are,5.88,1950
are,5.13,1955
are,4.65,1960
are,4.92,1965
are,5.95,1970
are,4.32,1975
are,2.85,1980
are,3.02,1985
are,2.33,1990
are,2.07,1995
are,2.38,2000
are,1.99,2005
are,2.13,2010
are,2.70,2015
are,3.87,2020
are,5.65,2025
are,8.10,2030
are,12.16,2035
are,17.20,2040
are,20.60,2045
are,21.75,2050
gbr,17.30,1950
gbr,18.44,1955
gbr,19.49,1960
gbr,20.36,1965
gbr,21.60,1970
gbr,22.59,1975
gbr,22.89,1980
gbr,23.62,1985
gbr,23.52,1990
gbr,23.19,1995
gbr,22.97,2000
gbr,23.23,2005
gbr,24.53,2010
gbr,25.16,2015
gbr,26.18,2020
gbr,27.93,2025
gbr,29.50,2030
gbr,30.27,2035
gbr,30.43,2040
gbr,30.80,2045
gbr,31.38,2050
usa,13.09,1950
usa,13.93,1955
usa,14.37,1960
usa,14.85,1965
usa,15.75,1970
usa,16.76,1975
usa,17.77,1980
usa,18.52,1985
usa,18.62,1990
usa,18.20,1995
usa,18.00,2000
usa,18.51,2005
usa,19.93,2010
usa,21.83,2015
usa,24.07,2020
usa,26.03,2025
usa,27.21,2030
usa,27.88,2035
usa,28.29,2040
usa,28.74,2045
usa,29.30,2050
ury,12.30,1950
ury,12.48,1955
ury,12.69,1960
ury,13.25,1965
ury,13.96,1970
ury,15.52,1975
ury,16.09,1980
ury,17.15,1985
ury,18.35,1990
ury,19.31,1995
ury,19.71,2000
ury,20.50,2005
ury,21.03,2010
ury,21.84,2015
ury,22.82,2020
ury,24.05,2025
ury,25.11,2030
ury,26.44,2035
ury,28.01,2040
ury,28.96,2045
ury,30.17,2050
uzb,8.63,1950
uzb,8.54,1955
uzb,8.85,1960
uzb,9.48,1965
uzb,9.78,1970
uzb,9.12,1975
uzb,8.23,1980
uzb,8.03,1985
uzb,7.71,1990
uzb,7.33,1995
uzb,7.44,2000
uzb,6.97,2005
uzb,7.12,2010
uzb,8.15,2015
uzb,10.02,2020
uzb,12.21,2025
uzb,14.04,2030
uzb,16.01,2035
uzb,17.97,2040
uzb,20.44,2045
uzb,23.52,2050
vut,0.00,1950
vut,0.00,1955
vut,0.00,1960
vut,2.70,1965
vut,2.63,1970
vut,4.25,1975
vut,3.70,1980
vut,3.23,1985
vut,5.48,1990
vut,4.76,1995
vut,4.30,2000
vut,4.67,2005
vut,4.92,2010
vut,5.22,2015
vut,7.24,2020
vut,8.33,2025
vut,8.89,2030
vut,11.17,2035
vut,11.43,2040
vut,12.89,2045
vut,15.13,2050
ven,3.54,1950
ven,4.18,1955
ven,4.44,1960
ven,4.71,1965
ven,5.10,1970
ven,5.31,1975
ven,5.49,1980
ven,5.75,1985
ven,6.24,1990
ven,6.72,1995
ven,7.22,2000
ven,8.00,2005
ven,9.16,2010
ven,10.63,2015
ven,12.23,2020
ven,14.19,2025
ven,16.06,2030
ven,17.72,2035
ven,19.67,2040
ven,21.71,2045
ven,23.82,2050
vnm,7.68,1950
vnm,7.86,1955
vnm,7.99,1960
vnm,8.24,1965
vnm,8.09,1970
vnm,8.03,1975
vnm,8.02,1980
vnm,7.88,1985
vnm,8.01,1990
vnm,8.63,1995
vnm,8.91,2000
vnm,9.74,2005
vnm,10.04,2010
vnm,11.41,2015
vnm,13.80,2020
vnm,16.72,2025
vnm,19.76,2030
vnm,22.54,2035
vnm,24.74,2040
vnm,26.44,2045
vnm,28.54,2050
vir,0.00,1950
vir,0.00,1955
vir,0.00,1960
vir,0.00,1965
vir,3.23,1970
vir,4.44,1975
vir,5.66,1980
vir,5.66,1985
vir,9.26,1990
vir,12.28,1995
vir,12.73,2000
vir,15.79,2005
vir,22.03,2010
vir,26.32,2015
vir,30.36,2020
vir,33.33,2025
vir,35.19,2030
vir,37.25,2035
vir,36.96,2040
vir,39.53,2045
vir,37.50,2050
pse,6.83,1950
pse,6.59,1955
pse,5.89,1960
pse,5.52,1965
pse,5.24,1970
pse,5.21,1975
pse,5.06,1980
pse,5.42,1985
pse,5.42,1990
pse,6.37,1995
pse,5.62,2000
pse,5.24,2005
pse,4.98,2010
pse,5.05,2015
pse,5.54,2020
pse,6.22,2025
pse,6.99,2030
pse,7.95,2035
pse,8.87,2040
pse,9.91,2045
pse,11.40,2050
esh,0.00,1950
esh,0.00,1955
esh,0.00,1960
esh,0.00,1965
esh,0.00,1970
esh,0.00,1975
esh,4.35,1980
esh,3.53,1985
esh,2.88,1990
esh,4.00,1995
esh,4.03,2000
esh,3.42,2005
esh,3.98,2010
esh,4.39,2015
esh,6.43,2020
esh,8.13,2025
esh,10.66,2030
esh,14.15,2035
esh,16.94,2040
esh,20.00,2045
esh,22.41,2050
yem,6.69,1950
yem,5.76,1955
yem,5.18,1960
yem,4.70,1965
yem,4.42,1970
yem,4.20,1975
yem,3.95,1980
yem,3.74,1985
yem,3.54,1990
yem,4.11,1995
yem,3.97,2000
yem,4.01,2005
yem,4.16,2010
yem,4.47,2015
yem,4.89,2020
yem,5.41,2025
yem,5.91,2030
yem,6.53,2035
yem,7.52,2040
yem,8.98,2045
yem,10.86,2050
zmb,4.59,1950
zmb,4.42,1955
zmb,4.44,1960
zmb,4.66,1965
zmb,4.66,1970
zmb,4.75,1975
zmb,4.72,1980
zmb,4.72,1985
zmb,4.78,1990
zmb,4.80,1995
zmb,4.88,2000
zmb,5.02,2005
zmb,5.18,2010
zmb,5.26,2015
zmb,5.22,2020
zmb,5.06,2025
zmb,4.89,2030
zmb,4.87,2035
zmb,5.18,2040
zmb,5.62,2045
zmb,6.32,2050
zwe,5.89,1950
